base_au_rank,base_au_id,au_id,site_series_id,site_series_label,site_series_split_applied,site_series_split_threshold,base_au_area_share_for_split,source_fragment_count,forest_cover_id_count,covered_area_ha,covered_area_share,base_au_area_ha,base_au_area_share,base_au_cumulative_area_share,site_series_share_of_base_au
13,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,ss05,BaCw - Foamflower (05),False,0.04,0.02,3,3,24.650122126698637,0.005123859754414529,93.12984876206522,0.01935829289420914,0.8010028329670624,0.26468551655953537
13,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,ss04,CwHw - Swordfern (04),False,0.04,0.02,4,3,20.93764875572648,0.004352172182357559,93.12984876206522,0.01935829289420914,0.8010028329670624,0.22482210627464327
13,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,ss07,BaCw - Salmonberry (07),False,0.04,0.02,3,2,10.604528311997978,0.002204293980902603,93.12984876206522,0.01935829289420914,0.8010028329670624,0.11386820072145916
13,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,ss05,Cw - Swordfern (05),False,0.04,0.02,3,2,7.844271592127834,0.00163053745969347,93.12984876206522,0.01935829289420914,0.8010028329670624,0.08422940331589003
13,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,ss03,HwCw - Salal (03),False,0.04,0.02,1,1,0.6995591891565256,0.00014541279579575222,93.12984876206522,0.01935829289420914,0.8010028329670624,0.0075116538731186955
14,cwh_dm_x_cw_fdc,cwh_dm_x_cw_fdc,ss01,Hw - Flatmoss (01),False,0.04,0.02,15,7,31.25775591608302,0.006497345397662764,93.12538679996926,0.019357365415315055,0.8203601983823776,0.3356523606524589
14,cwh_dm_x_cw_fdc,cwh_dm_x_cw_fdc,ss05,Cw - Swordfern (05),False,0.04,0.02,8,6,20.001010976234852,0.004157479409715946,93.12538679996926,0.019357365415315055,0.8203601983823776,0.21477506471137098
14,cwh_dm_x_cw_fdc,cwh_dm_x_cw_fdc,ss04,Fd - Swordfern (04),False,0.04,0.02,10,6,16.355478737552772,0.003399706453249644,93.12538679996926,0.019357365415315055,0.8203601983823776,0.17562857239652474
14,cwh_dm_x_cw_fdc,cwh_dm_x_cw_fdc,ss07,Cw - Foamflower (07),False,0.04,0.02,8,5,13.929243048358316,0.002895380700269992,93.12538679996926,0.019357365415315055,0.8203601983823776,0.14957514300883326
14,cwh_dm_x_cw_fdc,cwh_dm_x_cw_fdc,ss03,FdHw - Salal (03),False,0.04,0.02,2,2,11.581898121740302,0.0024074534544167078,93.12538679996926,0.019357365415315055,0.8203601983823776,0.12436885923081208
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss01,HwBa - Blueberry (01),False,0.04,0.02,17,7,52.925340182328696,0.011001244503174851,89.08956732711877,0.018518466002698204,0.8388786643850757,0.5940688878642503
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss03,HwCw - Salal (03),False,0.04,0.02,3,3,15.336213013778718,0.0031878383499495196,89.08956732711877,0.018518466002698204,0.8388786643850757,0.17214375907189292
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss04,CwHw - Swordfern (04),False,0.04,0.02,3,3,7.17067752266108,0.0014905218635997378,89.08956732711877,0.018518466002698204,0.8388786643850757,0.08048840888778605
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss07,BaCw - Salmonberry (07),False,0.04,0.02,6,2,5.524835088830335,0.0011484113553650087,89.08956732711877,0.018518466002698204,0.8388786643850757,0.06201438905348214
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss05,Cw - Swordfern (05),False,0.04,0.02,4,2,5.056136385574504,0.0010509860196926267,89.08956732711877,0.018518466002698204,0.8388786643850757,0.056753406007792134
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss05,BaCw - Foamflower (05),False,0.04,0.02,3,3,2.403076184889707,0.0004995117382080674,89.08956732711877,0.018518466002698204,0.8388786643850757,0.02697371035674806
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ss06,HwBa - Deer fern (06),False,0.04,0.02,1,1,0.43740893009231624,9.092133505878503e-05,89.08956732711877,0.018518466002698204,0.8388786643850757,0.004909766016555447
15,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,ssnonforestedaquatic,Non-forested: aquatic,False,0.04,0.02,2,2,0.2358800189634146,4.9030837649608215e-05,89.08956732711877,0.018518466002698204,0.8388786643850757,0.0026476727414929645
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss01,HwBa - Blueberry (01),False,0.04,0.02,17,9,33.73883122884172,0.007013070304718968,87.3632691880809,0.01815963169294213,0.857038296078018,0.38619011791107233
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss03,HwCw - Salal (03),False,0.04,0.02,6,4,20.419235686349857,0.00424441304637079,87.3632691880809,0.01815963169294213,0.857038296078018,0.23372792566164274
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss01,Hw - Flatmoss (01),False,0.04,0.02,2,2,13.935257561047038,0.0028966308977071394,87.3632691880809,0.01815963169294213,0.857038296078018,0.1595093417468888
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss05,BaCw - Foamflower (05),False,0.04,0.02,1,1,11.763758060787397,0.0024452554911706934,87.3632691880809,0.01815963169294213,0.857038296078018,0.134653363708971
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss03,FdHw - Salal (03),False,0.04,0.02,1,1,3.36375256291494,0.0006992012571921851,87.3632691880809,0.01815963169294213,0.857038296078018,0.038503052760917755
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss06,HwBa - Deer fern (06),False,0.04,0.02,2,1,2.9052022355788356,0.0006038853980846852,87.3632691880809,0.01815963169294213,0.857038296078018,0.033254275653585505
16,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,ss04,CwHw - Swordfern (04),False,0.04,0.02,1,1,1.2372318525611246,0.0002571752976976713,87.3632691880809,0.01815963169294213,0.857038296078018,0.014161922556921919
17,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,ss07,Cw - Foamflower (07),False,0.04,0.01,13,8,31.713540639058024,0.006592086388669828,70.3139197340005,0.014615694869517892,0.8716539909475359,0.45102791536912207
17,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,ss05,Cw - Swordfern (05),False,0.04,0.01,6,6,15.181818839020991,0.003155745442081111,70.3139197340005,0.014615694869517892,0.8716539909475359,0.21591484156272656
17,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,ss04,Fd - Swordfern (04),False,0.04,0.01,4,3,13.695337403433747,0.002846760262845819,70.3139197340005,0.014615694869517892,0.8716539909475359,0.19477419912363847
17,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,ss01,Hw - Flatmoss (01),False,0.04,0.01,6,3,7.295617232337401,0.0015164922643485991,70.3139197340005,0.014615694869517892,0.8716539909475359,0.10375779447280029
17,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,ss03,FdHw - Salal (03),False,0.04,0.01,1,1,2.4276056201503495,0.0005046105115725365,70.3139197340005,0.014615694869517892,0.8716539909475359,0.03452524947171269
18,cwh_dm_x_dr_act,cwh_dm_x_dr_act,ss07,Cw - Foamflower (07),False,0.04,0.01,20,15,34.19918503749945,0.00710876104169986,62.656270865222744,0.013023949455418266,0.8846779404029541,0.5458222228236957
18,cwh_dm_x_dr_act,cwh_dm_x_dr_act,ss05,Cw - Swordfern (05),False,0.04,0.01,8,8,14.793443117878857,0.0030750163196482227,62.656270865222744,0.013023949455418266,0.8846779404029541,0.2361047491910332
18,cwh_dm_x_dr_act,cwh_dm_x_dr_act,ss04,Fd - Swordfern (04),False,0.04,0.01,6,3,11.134298456194864,0.002314413837793728,62.656270865222744,0.013023949455418266,0.8846779404029541,0.17770445483653796
18,cwh_dm_x_dr_act,cwh_dm_x_dr_act,ssnonforestedaquatic,Non-forested: aquatic,False,0.04,0.01,2,1,1.7875911185631637,0.000371574880752177,62.656270865222744,0.013023949455418266,0.8846779404029541,0.02853012306475078
18,cwh_dm_x_dr_act,cwh_dm_x_dr_act,ss03,FdHw - Salal (03),False,0.04,0.01,1,1,0.5426527250803291,0.0001127976747689589,62.656270865222744,0.013023949455418266,0.8846779404029541,0.008660788738091459
18,cwh_dm_x_dr_act,cwh_dm_x_dr_act,ss12,CwSs - Skunk cabbage (12),False,0.04,0.01,1,1,0.199100410006081,4.13857007553179e-05,62.656270865222744,0.013023949455418266,0.8846779404029541,0.0031776613458907805
19,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,ss01,HwBa - Blueberry (01),False,0.04,0.01,5,4,37.815790013810854,0.007860521077227893,57.28804656538165,0.011908091761032483,0.8965860321639866,0.6600991355265096
19,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,ss05,BaCw - Foamflower (05),False,0.04,0.01,3,3,7.165763372103706,0.0014895003912460253,57.28804656538165,0.011908091761032483,0.8965860321639866,0.12508304614515997
19,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,ss07,BaCw - Salmonberry (07),False,0.04,0.01,3,3,5.38739104523943,0.0011198417604632185,57.28804656538165,0.011908091761032483,0.8965860321639866,0.09404040403246973
19,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,ss03,HwCw - Salal (03),False,0.04,0.01,1,1,4.646762549532593,0.0009658921563752699,57.28804656538165,0.011908091761032483,0.8965860321639866,0.0811122533952932
19,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,ss04,CwHw - Swordfern (04),False,0.04,0.01,1,1,2.272339584695069,0.0004723363757200761,57.28804656538165,0.011908091761032483,0.8965860321639866,0.03966516090056754
20,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,ss01,HwBa - Blueberry (01),False,0.04,0.01,8,5,22.24467398466517,0.0046238549729799155,51.88789338265702,0.010785597218473312,0.90737162938246,0.4287064387181349
20,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,ss04,CwHw - Swordfern (04),False,0.04,0.01,4,2,13.393962214438243,0.0027841153723281937,51.88789338265702,0.010785597218473312,0.90737162938246,0.2581327038209463
20,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,ss05,Cw - Swordfern (05),False,0.04,0.01,9,4,7.456376159262748,0.0015499081716452,51.88789338265702,0.010785597218473312,0.90737162938246,0.14370165511007166
20,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,ss02,FdPl - Cladina (02),False,0.04,0.01,2,2,5.591571737451508,0.0011622834662720848,51.88789338265702,0.010785597218473312,0.90737162938246,0.10776255062458234
20,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,ss03,HwCw - Salal (03),False,0.04,0.01,3,2,2.879058625110452,0.0005984510966712674,51.88789338265702,0.010785597218473312,0.90737162938246,0.05548613438356985
20,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,ss06,HwBa - Deer fern (06),False,0.04,0.01,1,1,0.3222506617288986,6.698413857665106e-05,51.88789338265702,0.010785597218473312,0.90737162938246,0.006210517342694962
21,cwh_dm_x_fdc_dr,cwh_dm_x_fdc_dr,ss05,Cw - Swordfern (05),False,0.04,0.01,6,4,16.21723883458014,0.0033709714282605203,43.72931302605964,0.009089726450472176,0.9164613558329321,0.37085510181501796
21,cwh_dm_x_fdc_dr,cwh_dm_x_fdc_dr,ss07,Cw - Foamflower (07),False,0.04,0.01,9,7,12.804900964730528,0.0026616710609065723,43.72931302605964,0.009089726450472176,0.9164613558329321,0.2928219100332012
21,cwh_dm_x_fdc_dr,cwh_dm_x_fdc_dr,ss01,Hw - Flatmoss (01),False,0.04,0.01,2,1,7.994489096786924,0.001661762190450387,43.72931302605964,0.009089726450472176,0.9164613558329321,0.182817623776133
21,cwh_dm_x_fdc_dr,cwh_dm_x_fdc_dr,ss02,FdPl - Cladina (02),False,0.04,0.01,2,1,4.3907266199199,0.0009126716413334531,43.72931302605964,0.009089726450472176,0.9164613558329321,0.10040694253082208
21,cwh_dm_x_fdc_dr,cwh_dm_x_fdc_dr,ss04,Fd - Swordfern (04),False,0.04,0.01,1,1,2.321957510042151,0.0004826501295212427,43.72931302605964,0.009089726450472176,0.9164613558329321,0.053098421844825806
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss04,CwHw - Swordfern (04),False,0.04,0.01,4,4,14.011090846945073,0.002912393867142374,40.76618815701736,0.008473801053196103,0.9249351568861283,0.3436939159722062
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss03,HwCw - Salal (03),False,0.04,0.01,2,1,9.240281901172887,0.001920716997242955,40.76618815701736,0.008473801053196103,0.9249351568861283,0.22666534005049707
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss07,BaCw - Salmonberry (07),False,0.04,0.01,3,3,8.39465217285812,0.0017449414733012069,40.76618815701736,0.008473801053196103,0.9249351568861283,0.20592193070700654
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss01,HwBa - Blueberry (01),False,0.04,0.01,1,1,4.989360725376865,0.00103710579970416,40.76618815701736,0.008473801053196103,0.9249351568861283,0.12238968004954401
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss06,HwBa - Deer fern (06),False,0.04,0.01,1,1,2.138468393536525,0.0004445094462985032,40.76618815701736,0.008473801053196103,0.9249351568861283,0.05245691319727709
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss14,CwSs - Skunk cabbage (14),False,0.04,0.01,2,2,1.1528023207199685,0.00023962548280988204,40.76618815701736,0.008473801053196103,0.9249351568861283,0.028278393758076417
22,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,ss05,BaCw - Foamflower (05),False,0.04,0.01,1,1,0.839531796407921,0.00017450798669702138,40.76618815701736,0.008473801053196103,0.9249351568861283,0.020593826265392603
23,cwh_vm_1_hw_ba,cwh_vm_1_hw_ba,ss04,CwHw - Swordfern (04),False,0.04,0.01,1,1,27.295017846898915,0.005673636938710064,38.25420261922032,0.007951651039714064,0.9328868079258423,0.7135168420210356
23,cwh_vm_1_hw_ba,cwh_vm_1_hw_ba,ss01,HwBa - Blueberry (01),False,0.04,0.01,1,1,10.545619869456644,0.0021920490680221974,38.25420261922032,0.007951651039714064,0.9328868079258423,0.2756721914825153
23,cwh_vm_1_hw_ba,cwh_vm_1_hw_ba,ss05,BaCw - Foamflower (05),False,0.04,0.01,1,1,0.41356490286476544,8.596503298180322e-05,38.25420261922032,0.007951651039714064,0.9328868079258423,0.010810966496449076
24,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,ss05,Cw - Swordfern (05),False,0.04,0.01,10,9,11.817509966312752,0.0024564285484086593,28.237432258499506,0.00586953046210768,0.93875633838795,0.41850511966277193
24,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,ss01,Hw - Flatmoss (01),False,0.04,0.01,5,3,10.639920528560062,0.0022116507296087514,28.237432258499506,0.00586953046210768,0.93875633838795,0.3768019850798378
24,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,ss04,Fd - Swordfern (04),False,0.04,0.01,1,1,5.780001763626692,0.0012014511840902687,28.237432258499506,0.00586953046210768,0.93875633838795,0.20469289525739026
25,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,ss05,BaCw - Foamflower (05),False,0.04,0.01,5,4,14.781120803139192,0.003072454960631368,25.722510047681997,0.005346770021601218,0.9441031084095511,0.5746375752498231
25,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,ss07,BaCw - Salmonberry (07),False,0.04,0.01,5,2,5.19818842879066,0.0010805134493551056,25.722510047681997,0.005346770021601218,0.9441031084095511,0.20208713765315833
25,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,ss04,CwHw - Swordfern (04),False,0.04,0.01,2,1,4.1046955643632455,0.0008532162355327625,25.722510047681997,0.005346770021601218,0.9441031084095511,0.159576011701593
25,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,ssnonforestedaquatic,Non-forested: aquatic,False,0.04,0.01,1,1,1.6385052513888998,0.00034058537608198215,25.722510047681997,0.005346770021601218,0.9441031084095511,0.06369927539542569
26,cwh_dm_x_hw_ba,cwh_dm_x_hw_ba,ss04,Fd - Swordfern (04),False,0.04,0.0,1,1,20.418347033630916,0.004244228327939017,20.418347033630916,0.004244228327939017,0.9483473367374902,1.0
27,cwh_vm_2_ba_cw,cwh_vm_2_ba_cw,ss04,CwHw - Swordfern (04),False,0.04,0.0,1,1,17.22422180327473,0.003580286395551764,19.564678538130323,0.0040667818380098865,0.9524141185755001,0.8803733610907948
27,cwh_vm_2_ba_cw,cwh_vm_2_ba_cw,ss03,HwCw - Salal (03),False,0.04,0.0,1,1,2.340456734855592,0.0004864954424581223,19.564678538130323,0.0040667818380098865,0.9524141185755001,0.11962663890920516
28,cwh_dm_x_dr_fdc,cwh_dm_x_dr_fdc,ss05,Cw - Swordfern (05),False,0.04,0.0,5,4,7.670486067178533,0.0015944137986174435,16.53606184285229,0.0034372430829188835,0.955851361658419,0.46386413766915724
28,cwh_dm_x_dr_fdc,cwh_dm_x_dr_fdc,ss01,Hw - Flatmoss (01),False,0.04,0.0,1,1,4.704648956909954,0.0009779246254869444,16.53606184285229,0.0034372430829188835,0.955851361658419,0.28450842779978697
28,cwh_dm_x_dr_fdc,cwh_dm_x_dr_fdc,ss07,Cw - Foamflower (07),False,0.04,0.0,4,3,3.867951403112326,0.000804005774274546,16.53606184285229,0.0034372430829188835,0.955851361658419,0.233910071205028
28,cwh_dm_x_dr_fdc,cwh_dm_x_dr_fdc,ss03,FdHw - Salal (03),False,0.04,0.0,1,1,0.29297541565148005,6.0898884539950006e-05,16.53606184285229,0.0034372430829188835,0.955851361658419,0.01771736332602787
29,cwh_vm_1_x_x,cwh_vm_1_x_x,ss07,BaCw - Salmonberry (07),False,0.04,0.0,1,1,12.150858376602047,0.0025257195034351825,15.780350070618535,0.0032801582167351225,0.9591315198751541,0.7699992916650027
29,cwh_vm_1_x_x,cwh_vm_1_x_x,ss04,CwHw - Swordfern (04),False,0.04,0.0,1,1,3.6294916940164885,0.0007544387132999399,15.780350070618535,0.0032801582167351225,0.9591315198751541,0.23000070833499733
30,cwh_vm_1_dr_cw,cwh_vm_1_dr_cw,ss01,HwBa - Blueberry (01),False,0.04,0.0,4,2,8.459076442963363,0.0017583329252016523,15.630131671792425,0.003248933300113552,0.9623804531752677,0.5412031466266782
30,cwh_vm_1_dr_cw,cwh_vm_1_dr_cw,ss07,BaCw - Salmonberry (07),False,0.04,0.0,3,2,5.045618329462787,0.001048799700122748,15.630131671792425,0.003248933300113552,0.9623804531752677,0.32281355240075005
30,cwh_vm_1_dr_cw,cwh_vm_1_dr_cw,ss05,BaCw - Foamflower (05),False,0.04,0.0,2,2,1.4875973207710849,0.0003092171309941774,15.630131671792425,0.003248933300113552,0.9623804531752677,0.09517497049981608
30,cwh_vm_1_dr_cw,cwh_vm_1_dr_cw,ss06,HwBa - Deer fern (06),False,0.04,0.0,1,1,0.6378395785951896,0.00013258354379497436,15.630131671792425,0.003248933300113552,0.9623804531752677,0.04080833047275562
31,cwh_dm_x_dr_hw,cwh_dm_x_dr_hw,ss04,Fd - Swordfern (04),False,0.04,0.0,4,4,4.75203322817787,0.0009877740842155474,14.549786252348856,0.003024368959738239,0.965404822135006,0.3266050198786063
31,cwh_dm_x_dr_hw,cwh_dm_x_dr_hw,ss07,Cw - Foamflower (07),False,0.04,0.0,5,4,3.775508081266759,0.000784790185242804,14.549786252348856,0.003024368959738239,0.965404822135006,0.25948890353335996
31,cwh_dm_x_dr_hw,cwh_dm_x_dr_hw,ss03,FdHw - Salal (03),False,0.04,0.0,2,1,3.369246309640988,0.0007003432064127959,14.549786252348856,0.003024368959738239,0.965404822135006,0.2315667220951147
31,cwh_dm_x_dr_hw,cwh_dm_x_dr_hw,ss01,Hw - Flatmoss (01),False,0.04,0.0,2,2,1.6077658120019802,0.0003341957697531231,14.549786252348856,0.003024368959738239,0.965404822135006,0.11050099184394749
31,cwh_dm_x_dr_hw,cwh_dm_x_dr_hw,ss12,CwSs - Skunk cabbage (12),False,0.04,0.0,1,1,0.8979217849951334,0.0001866451319429955,14.549786252348856,0.003024368959738239,0.965404822135006,0.061713744066183567
31,cwh_dm_x_dr_hw,cwh_dm_x_dr_hw,ss05,Cw - Swordfern (05),False,0.04,0.0,1,1,0.14731103626612516,3.06205821709731e-05,14.549786252348856,0.003024368959738239,0.965404822135006,0.010124618582788038
32,cwh_vm_1_cw_dr,cwh_vm_1_cw_dr,ss05,BaCw - Foamflower (05),False,0.04,0.0,6,3,13.46490875298064,0.0027988625655341326,14.12425264509792,0.002935916070412294,0.9683407382054182,0.9533183164670934
32,cwh_vm_1_cw_dr,cwh_vm_1_cw_dr,ss07,BaCw - Salmonberry (07),False,0.04,0.0,3,1,0.6593438921172802,0.00013705350487816146,14.12425264509792,0.002935916070412294,0.9683407382054182,0.04668168353290661
33,cwh_vm_1_cw_ba,cwh_vm_1_cw_ba,ss07,BaCw - Salmonberry (07),False,0.04,0.0,3,1,5.750999745421372,0.0011954227241453143,13.664277391005632,0.0028403040210943976,0.9711810422265126,0.42087843951462134
33,cwh_vm_1_cw_ba,cwh_vm_1_cw_ba,ss06,HwBa - Deer fern (06),False,0.04,0.0,1,1,5.068265601824441,0.0010535072405886614,13.664277391005632,0.0028403040210943976,0.9711810422265126,0.37091354755141126
33,cwh_vm_1_cw_ba,cwh_vm_1_cw_ba,ss14,CwSs - Skunk cabbage (14),False,0.04,0.0,1,1,2.845012043759819,0.000591374056360422,13.664277391005632,0.0028403040210943976,0.9711810422265126,0.2082080129339674
34,cwh_dm_x_hw_dr,cwh_dm_x_hw_dr,ss05,Cw - Swordfern (05),False,0.04,0.0,1,1,5.245225457555607,0.001090290729054459,12.170754919024429,0.0025298552676494956,0.973710897494162,0.43096960644213256
34,cwh_dm_x_hw_dr,cwh_dm_x_hw_dr,ss01,Hw - Flatmoss (01),False,0.04,0.0,3,2,3.05594464505819,0.000635219237375411,12.170754919024429,0.0025298552676494956,0.973710897494162,0.25108916130431336
34,cwh_dm_x_hw_dr,cwh_dm_x_hw_dr,ss12,CwSs - Skunk cabbage (12),False,0.04,0.0,1,1,2.090763854037471,0.00043459341550621195,12.170754919024429,0.0025298552676494956,0.973710897494162,0.17178588082234264
34,cwh_dm_x_hw_dr,cwh_dm_x_hw_dr,ss03,FdHw - Salal (03),False,0.04,0.0,2,1,1.7788209623731601,0.0003697518857134134,12.170754919024429,0.0025298552676494956,0.973710897494162,0.1461553514312114
35,cwh_dm_x_dr_ep,cwh_dm_x_dr_ep,ss03,FdHw - Salal (03),False,0.04,0.0,1,1,3.852319009801047,0.0008007563708622162,11.450740716266376,0.0023801906218860166,0.9760910881160481,0.3364253112751585
35,cwh_dm_x_dr_ep,cwh_dm_x_dr_ep,ss01,Hw - Flatmoss (01),False,0.04,0.0,3,2,3.6179727697413284,0.0007520443498073666,11.450740716266376,0.0023801906218860166,0.9760910881160481,0.31595971469354894
35,cwh_dm_x_dr_ep,cwh_dm_x_dr_ep,ss05,Cw - Swordfern (05),False,0.04,0.0,3,1,2.3535567832547284,0.0004892184638869094,11.450740716266376,0.0023801906218860166,0.9760910881160481,0.2055375142597874
35,cwh_dm_x_dr_ep,cwh_dm_x_dr_ep,ss07,Cw - Foamflower (07),False,0.04,0.0,2,2,1.6268921534692717,0.0003381714373295243,11.450740716266376,0.0023801906218860166,0.9760910881160481,0.14207745977150513
36,cwh_vm_1_fdc_act,cwh_vm_1_fdc_act,ss05,BaCw - Foamflower (05),False,0.04,0.0,2,1,10.884096529340132,0.002262405998769702,10.884096529340132,0.002262405998769702,0.9783534941148178,1.0
37,cwh_vm_2_dr_hw,cwh_vm_2_dr_hw,ss04,CwHw - Swordfern (04),False,0.04,0.0,3,2,5.618878815936739,0.0011679596101768473,10.511039274334701,0.0021848610257594325,0.9805383551405772,0.534569291321803
37,cwh_vm_2_dr_hw,cwh_vm_2_dr_hw,ss01,HwBa - Blueberry (01),False,0.04,0.0,1,1,1.7298998708217965,0.00035958297819832383,10.511039274334701,0.0021848610257594325,0.9805383551405772,0.16457933660715876
37,cwh_vm_2_dr_hw,cwh_vm_2_dr_hw,ss05,BaCw - Foamflower (05),False,0.04,0.0,2,1,1.377372506740099,0.000286305419415293,10.511039274334701,0.0021848610257594325,0.9805383551405772,0.1310405632393834
37,cwh_vm_2_dr_hw,cwh_vm_2_dr_hw,ssnonforested,Non-forested,False,0.04,0.0,2,1,1.0302326716350978,0.00021414773106363574,10.511039274334701,0.0021848610257594325,0.9805383551405772,0.0980143489855152
37,cwh_vm_2_dr_hw,cwh_vm_2_dr_hw,ss03,HwCw - Salal (03),False,0.04,0.0,1,1,0.7546554092009685,0.00015686528690533267,10.511039274334701,0.0021848610257594325,0.9805383551405772,0.07179645984613968
38,cwh_dm_x_cw_pw,cwh_dm_x_cw_pw,ss01,Hw - Flatmoss (01),False,0.04,0.0,7,1,9.979043205398334,0.002074278480443059,9.979043205398334,0.002074278480443059,0.9826126336210202,1.0
39,cwh_vm_2_cw_act,cwh_vm_2_cw_act,ss01,HwBa - Blueberry (01),False,0.04,0.0,2,1,9.552194562885825,0.0019855522433333676,9.552194562885825,0.0019855522433333676,0.9845981858643537,1.0
40,cwh_vm_2_fdc_x,cwh_vm_2_fdc_x,ss01,HwBa - Blueberry (01),False,0.04,0.0,2,2,9.333231786218793,0.0019400378822558666,9.333231786218793,0.0019400378822558666,0.9865382237466096,1.0
41,cwh_dm_x_dr_x,cwh_dm_x_dr_x,ss07,Cw - Foamflower (07),False,0.04,0.0,1,1,3.6949703823391404,0.0007680493402227535,6.816374182674657,0.0014168751443145295,0.9879550988909241,0.5420727036568409
41,cwh_dm_x_dr_x,cwh_dm_x_dr_x,ss05,Cw - Swordfern (05),False,0.04,0.0,9,2,3.121403800335517,0.0006488258040917759,6.816374182674657,0.0014168751443145295,0.9879550988909241,0.45792729634315915
42,cwh_vm_2_cw_ba,cwh_vm_2_cw_ba,ss03,HwCw - Salal (03),False,0.04,0.0,3,1,6.441219615402696,0.0013388942167130546,6.441219615402696,0.0013388942167130546,0.9892939931076371,1.0
43,cwh_vm_2_dr_act,cwh_vm_2_dr_act,ss05,BaCw - Foamflower (05),False,0.04,0.0,2,2,6.396470601033142,0.0013295925316098587,6.396470601033142,0.0013295925316098587,0.9906235856392469,1.0
44,cwh_vm_1_cw_yc,cwh_vm_1_cw_yc,ss01,HwBa - Blueberry (01),False,0.04,0.0,1,1,6.261868028407877,0.0013016135747036671,6.261868028407877,0.0013016135747036671,0.9919251992139506,1.0
45,cwh_vm_2_cw_x,cwh_vm_2_cw_x,ss06,HwBa - Deer fern (06),False,0.04,0.0,2,1,5.27315002685517,0.0010960952267384044,5.27315002685517,0.0010960952267384044,0.9930212944406891,1.0
46,cwh_dm_x_act_dr,cwh_dm_x_act_dr,ss07,Cw - Foamflower (07),False,0.04,0.0,4,1,3.9278926488503956,0.0008164653692042649,4.999639039591885,0.0010392422856931088,0.9940605367263822,0.7856352464139142
46,cwh_dm_x_act_dr,cwh_dm_x_act_dr,ss04,Fd - Swordfern (04),False,0.04,0.0,1,1,1.0717463907414888,0.0002227769164888438,4.999639039591885,0.0010392422856931088,0.9940605367263822,0.21436475358608575
47,cwh_dm_x_hw_ep,cwh_dm_x_hw_ep,ss05,Cw - Swordfern (05),False,0.04,0.0,3,2,3.18867159374129,0.000662808320593258,4.872421626570843,0.0010127984336387925,0.9950733351600209,0.6544326082850597
