forest_cover_id,au_id,assignment_weight_basis,fragment_record_count,candidate_au_count,dominant_weight,total_weight,weight_share,tie_break_used,bec_zone,bec_subzone,bec_variant,leading_species_1,leading_species_2,age_2020,site_index,origin_class,fire_origin_min_age,is_fire_origin,is_logging_origin
626,cwh_dm_x_fdc_cw,shape_area_ha,1,1,2.4041804849871657,2.4041804849871657,1.0,False,cwh,dm,x,fdc,cw,149.0,24.0,fire_origin,80.0,True,False
628,cwh_dm_x_fdc_cw,shape_area_ha,1,1,6.158506644383334,6.158506644383334,1.0,False,cwh,dm,x,fdc,cw,149.0,25.0,fire_origin,80.0,True,False
630,cwh_dm_x_fdc_cw,shape_area_ha,1,1,0.2713517678614106,0.2713517678614106,1.0,False,cwh,dm,x,fdc,cw,149.0,19.0,fire_origin,80.0,True,False
676,cwh_dm_x_fdc_cw,shape_area_ha,1,1,9.747116152792556,9.747116152792556,1.0,False,cwh,dm,x,fdc,cw,174.0,28.0,fire_origin,80.0,True,False
701,cwh_dm_x_fdc_cw,shape_area_ha,1,1,0.1917415597143722,0.1917415597143722,1.0,False,cwh,dm,x,fdc,cw,28.0,33.0,logging_origin,80.0,False,True
816,cwh_dm_x_fdc_cw,shape_area_ha,2,1,8.93986897677616,8.93986897677616,1.0,False,cwh,dm,x,fdc,cw,36.5,36.0,logging_origin,80.0,False,True
840,cwh_dm_x_fdc_cw,shape_area_ha,2,1,1.9179330230492522,1.9179330230492522,1.0,False,cwh,dm,x,fdc,cw,149.0,35.0,fire_origin,80.0,True,False
843,cwh_dm_x_fdc_cw,shape_area_ha,4,1,26.593725787024148,26.593725787024148,1.0,False,cwh,dm,x,fdc,cw,134.0,41.0,fire_origin,80.0,True,False
854,cwh_dm_x_fdc_cw,shape_area_ha,6,1,8.102469141920173,8.102469141920173,1.0,False,cwh,dm,x,fdc,cw,149.0,37.0,fire_origin,80.0,True,False
871,cwh_dm_x_fdc_cw,shape_area_ha,1,1,8.242211788475922,8.242211788475922,1.0,False,cwh,dm,x,fdc,cw,134.0,35.0,fire_origin,80.0,True,False
872,cwh_dm_x_fdc_cw,shape_area_ha,1,1,4.954561669704032,4.954561669704032,1.0,False,cwh,dm,x,fdc,cw,134.0,35.0,fire_origin,80.0,True,False
884,cwh_dm_x_fdc_cw,shape_area_ha,1,1,6.025452545223658,6.025452545223658,1.0,False,cwh,dm,x,fdc,cw,52.0,44.0,logging_origin,80.0,False,True
915,cwh_dm_x_fdc_cw,shape_area_ha,1,1,2.5073004988200496,2.5073004988200496,1.0,False,cwh,dm,x,fdc,cw,74.0,30.0,logging_origin,80.0,False,True
917,cwh_dm_x_fdc_cw,shape_area_ha,2,1,2.7754148652530835,2.7754148652530835,1.0,False,cwh,dm,x,fdc,cw,149.0,36.0,fire_origin,80.0,True,False
995,cwh_dm_x_fdc_cw,shape_area_ha,1,1,2.4870137766536557,2.4870137766536557,1.0,False,cwh,dm,x,fdc,cw,49.0,38.0,logging_origin,80.0,False,True
1014,cwh_dm_x_fdc_cw,shape_area_ha,2,1,6.5359272720903405,6.5359272720903405,1.0,False,cwh,dm,x,fdc,cw,35.0,38.0,logging_origin,80.0,False,True
1031,cwh_dm_x_fdc_cw,shape_area_ha,3,1,4.5732445956304835,4.5732445956304835,1.0,False,cwh,dm,x,fdc,cw,104.0,29.0,fire_origin,80.0,True,False
1038,cwh_dm_x_fdc_cw,shape_area_ha,1,1,4.016291179540764,4.016291179540764,1.0,False,cwh,dm,x,fdc,cw,114.0,24.0,fire_origin,80.0,True,False
1061,cwh_dm_x_fdc_cw,shape_area_ha,3,1,4.078024856529559,4.078024856529559,1.0,False,cwh,dm,x,fdc,cw,129.0,34.0,fire_origin,80.0,True,False
21,cwh_dm_x_fdc_dr,shape_area_ha,1,1,5.894779669938219,5.894779669938219,1.0,False,cwh,dm,x,fdc,dr,28.0,32.0,logging_origin,80.0,False,True
26,cwh_dm_x_fdc_dr,shape_area_ha,1,1,2.321957510042151,2.321957510042151,1.0,False,cwh,dm,x,fdc,dr,49.0,44.0,logging_origin,80.0,False,True
58,cwh_dm_x_fdc_dr,shape_area_ha,1,1,2.3722465407621343,2.3722465407621343,1.0,False,cwh,dm,x,fdc,dr,31.0,31.0,logging_origin,80.0,False,True
194,cwh_dm_x_fdc_dr,shape_area_ha,2,1,4.3907266199199,4.3907266199199,1.0,False,cwh,dm,x,fdc,dr,30.0,22.0,logging_origin,80.0,False,True
234,cwh_dm_x_fdc_dr,shape_area_ha,2,1,7.994489096786924,7.994489096786924,1.0,False,cwh,dm,x,fdc,dr,22.0,30.0,logging_origin,80.0,False,True
289,cwh_dm_x_fdc_dr,shape_area_ha,1,1,2.151731322687975,2.151731322687975,1.0,False,cwh,dm,x,fdc,dr,52.0,42.0,logging_origin,80.0,False,True
752,cwh_dm_x_fdc_dr,shape_area_ha,1,1,1.3186714300320868,1.3186714300320868,1.0,False,cwh,dm,x,fdc,dr,34.0,39.0,logging_origin,80.0,False,True
847,cwh_dm_x_fdc_dr,shape_area_ha,1,1,1.5735643263721653,1.5735643263721653,1.0,False,cwh,dm,x,fdc,dr,19.0,30.0,logging_origin,80.0,False,True
856,cwh_dm_x_fdc_dr,shape_area_ha,2,1,2.604752663989746,2.604752663989746,1.0,False,cwh,dm,x,fdc,dr,39.0,38.0,logging_origin,80.0,False,True
859,cwh_dm_x_fdc_dr,shape_area_ha,2,1,7.278872869871264,7.278872869871264,1.0,False,cwh,dm,x,fdc,dr,59.0,37.0,logging_origin,80.0,False,True
925,cwh_dm_x_fdc_dr,shape_area_ha,4,1,2.8112478354525177,2.8112478354525177,1.0,False,cwh,dm,x,fdc,dr,39.0,38.0,logging_origin,80.0,False,True
989,cwh_dm_x_fdc_dr,shape_area_ha,1,1,0.6456741275903861,0.6456741275903861,1.0,False,cwh,dm,x,fdc,dr,44.0,34.0,logging_origin,80.0,False,True
997,cwh_dm_x_fdc_dr,shape_area_ha,1,1,2.3705990126141754,2.3705990126141754,1.0,False,cwh,dm,x,fdc,dr,49.0,40.0,logging_origin,80.0,False,True
3,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.6662942154962697,1.6662942154962697,1.0,False,cwh,dm,x,fdc,hw,20.0,23.0,logging_origin,80.0,False,True
18,cwh_dm_x_fdc_hw,shape_area_ha,2,1,2.2214650944534773,2.2214650944534773,1.0,False,cwh,dm,x,fdc,hw,89.0,32.0,fire_origin,80.0,True,False
54,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.149474936646855,1.149474936646855,1.0,False,cwh,dm,x,fdc,hw,89.0,31.0,fire_origin,80.0,True,False
64,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.2676415330624038,0.2676415330624038,1.0,False,cwh,dm,x,fdc,hw,74.0,28.0,logging_origin,80.0,False,True
71,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.180606983718995,4.180606983718995,1.0,False,cwh,dm,x,fdc,hw,52.0,42.0,logging_origin,80.0,False,True
81,cwh_dm_x_fdc_hw,shape_area_ha,2,1,0.7452607932396509,0.7452607932396509,1.0,False,cwh,dm,x,fdc,hw,59.0,40.0,logging_origin,80.0,False,True
85,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.5413079105543048,1.5413079105543048,1.0,False,cwh,dm,x,fdc,hw,64.0,35.0,logging_origin,80.0,False,True
88,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.56596180069047,2.56596180069047,1.0,False,cwh,dm,x,fdc,hw,84.0,31.0,fire_origin,80.0,True,False
103,cwh_dm_x_fdc_hw,shape_area_ha,2,1,2.749872724773774,2.749872724773774,1.0,False,cwh,dm,x,fdc,hw,54.0,37.0,logging_origin,80.0,False,True
106,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.021399840025981,2.021399840025981,1.0,False,cwh,dm,x,fdc,hw,61.0,37.0,logging_origin,80.0,False,True
107,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.189234247553399,2.189234247553399,1.0,False,cwh,dm,x,fdc,hw,64.0,35.0,logging_origin,80.0,False,True
109,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.1312692628071734,1.1312692628071734,1.0,False,cwh,dm,x,fdc,hw,64.0,36.0,logging_origin,80.0,False,True
110,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.1490514437128069,0.1490514437128069,1.0,False,cwh,dm,x,fdc,hw,79.0,33.0,logging_origin,80.0,False,True
111,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.5600316233714816,0.5600316233714816,1.0,False,cwh,dm,x,fdc,hw,44.0,41.0,logging_origin,80.0,False,True
112,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.348299390866256,2.348299390866256,1.0,False,cwh,dm,x,fdc,hw,64.0,34.0,logging_origin,80.0,False,True
115,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.8303193949959514,0.8303193949959514,1.0,False,cwh,dm,x,fdc,hw,44.0,43.0,logging_origin,80.0,False,True
118,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.8521032729425904,1.8521032729425904,1.0,False,cwh,dm,x,fdc,hw,64.0,34.0,logging_origin,80.0,False,True
120,cwh_dm_x_fdc_hw,shape_area_ha,2,1,8.362688766819968,8.362688766819968,1.0,False,cwh,dm,x,fdc,hw,20.0,22.0,logging_origin,80.0,False,True
126,cwh_dm_x_fdc_hw,shape_area_ha,5,1,9.168087405686144,9.168087405686144,1.0,False,cwh,dm,x,fdc,hw,45.0,44.0,logging_origin,80.0,False,True
165,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.7561471073483332,1.7561471073483332,1.0,False,cwh,dm,x,fdc,hw,44.0,35.0,logging_origin,80.0,False,True
188,cwh_dm_x_fdc_hw,shape_area_ha,3,1,2.6958251805511386,2.6958251805511386,1.0,False,cwh,dm,x,fdc,hw,24.0,38.0,logging_origin,80.0,False,True
191,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.8553937496721675,0.8553937496721675,1.0,False,cwh,dm,x,fdc,hw,149.0,32.0,fire_origin,80.0,True,False
192,cwh_dm_x_fdc_hw,shape_area_ha,7,1,6.159251420620444,6.159251420620444,1.0,False,cwh,dm,x,fdc,hw,25.0,38.0,logging_origin,80.0,False,True
200,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.0314091412458533,1.0314091412458533,1.0,False,cwh,dm,x,fdc,hw,534.0,22.0,fire_origin,80.0,True,False
201,cwh_dm_x_fdc_hw,shape_area_ha,2,1,1.6249547355610408,1.6249547355610408,1.0,False,cwh,dm,x,fdc,hw,57.0,40.0,logging_origin,80.0,False,True
204,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.143118828813832,4.143118828813832,1.0,False,cwh,dm,x,fdc,hw,84.0,43.0,fire_origin,80.0,True,False
205,cwh_dm_x_fdc_hw,shape_area_ha,2,1,1.683584966811054,1.683584966811054,1.0,False,cwh,dm,x,fdc,hw,74.0,31.0,logging_origin,80.0,False,True
207,cwh_dm_x_fdc_hw,shape_area_ha,3,1,11.503818654120584,11.503818654120584,1.0,False,cwh,dm,x,fdc,hw,534.0,29.0,fire_origin,80.0,True,False
215,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.435048651648074,0.435048651648074,1.0,False,cwh,dm,x,fdc,hw,44.0,31.0,logging_origin,80.0,False,True
238,cwh_dm_x_fdc_hw,shape_area_ha,2,1,0.756842594413237,0.756842594413237,1.0,False,cwh,dm,x,fdc,hw,15.0,26.0,logging_origin,80.0,False,True
241,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.28399544530933,1.28399544530933,1.0,False,cwh,dm,x,fdc,hw,89.0,30.0,fire_origin,80.0,True,False
253,cwh_dm_x_fdc_hw,shape_area_ha,2,1,2.330132287868807,2.330132287868807,1.0,False,cwh,dm,x,fdc,hw,49.0,42.0,logging_origin,80.0,False,True
255,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.9619303117482328,0.9619303117482328,1.0,False,cwh,dm,x,fdc,hw,64.0,32.0,logging_origin,80.0,False,True
267,cwh_dm_x_fdc_hw,shape_area_ha,1,1,6.431268880796597,6.431268880796597,1.0,False,cwh,dm,x,fdc,hw,54.0,40.0,logging_origin,80.0,False,True
281,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.0850596043878515,1.0850596043878515,1.0,False,cwh,dm,x,fdc,hw,44.0,39.0,logging_origin,80.0,False,True
294,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.776116013222247,0.776116013222247,1.0,False,cwh,dm,x,fdc,hw,79.0,32.0,logging_origin,80.0,False,True
297,cwh_dm_x_fdc_hw,shape_area_ha,2,1,3.146253436372991,3.146253436372991,1.0,False,cwh,dm,x,fdc,hw,22.0,31.0,logging_origin,80.0,False,True
325,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.5832880636772917,1.5832880636772917,1.0,False,cwh,dm,x,fdc,hw,79.0,19.0,logging_origin,80.0,False,True
354,cwh_dm_x_fdc_hw,shape_area_ha,1,1,8.69473440291569,8.69473440291569,1.0,False,cwh,dm,x,fdc,hw,89.0,34.0,fire_origin,80.0,True,False
365,cwh_dm_x_fdc_hw,shape_area_ha,2,1,0.9302070292573463,0.9302070292573463,1.0,False,cwh,dm,x,fdc,hw,24.0,30.0,logging_origin,80.0,False,True
401,cwh_dm_x_fdc_hw,shape_area_ha,1,1,9.83568510062527,9.83568510062527,1.0,False,cwh,dm,x,fdc,hw,149.0,27.0,fire_origin,80.0,True,False
472,cwh_dm_x_fdc_hw,shape_area_ha,1,1,11.39250675095217,11.39250675095217,1.0,False,cwh,dm,x,fdc,hw,174.0,28.0,fire_origin,80.0,True,False
473,cwh_dm_x_fdc_hw,shape_area_ha,1,1,6.656011570526242,6.656011570526242,1.0,False,cwh,dm,x,fdc,hw,174.0,21.0,fire_origin,80.0,True,False
539,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.6329909700471854,1.6329909700471854,1.0,False,cwh,dm,x,fdc,hw,59.0,21.0,logging_origin,80.0,False,True
540,cwh_dm_x_fdc_hw,shape_area_ha,1,1,3.523154451621,3.523154451621,1.0,False,cwh,dm,x,fdc,hw,149.0,26.0,fire_origin,80.0,True,False
542,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.6693561505654233,1.6693561505654233,1.0,False,cwh,dm,x,fdc,hw,104.0,19.0,fire_origin,80.0,True,False
619,cwh_dm_x_fdc_hw,shape_area_ha,1,1,17.2718973836226,17.2718973836226,1.0,False,cwh,dm,x,fdc,hw,174.0,26.0,fire_origin,80.0,True,False
622,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.9882793720136327,1.9882793720136327,1.0,False,cwh,dm,x,fdc,hw,149.0,22.0,fire_origin,80.0,True,False
632,cwh_dm_x_fdc_hw,shape_area_ha,1,1,21.18138649594017,21.18138649594017,1.0,False,cwh,dm,x,fdc,hw,154.0,36.0,fire_origin,80.0,True,False
688,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.4430369402941008,1.4430369402941008,1.0,False,cwh,dm,x,fdc,hw,54.0,40.0,logging_origin,80.0,False,True
707,cwh_dm_x_fdc_hw,shape_area_ha,2,1,3.7211131090695106,3.7211131090695106,1.0,False,cwh,dm,x,fdc,hw,54.0,37.0,logging_origin,80.0,False,True
806,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.827817354054472,1.827817354054472,1.0,False,cwh,dm,x,fdc,hw,46.0,36.0,logging_origin,80.0,False,True
810,cwh_dm_x_fdc_hw,shape_area_ha,1,1,8.310869427087825,8.310869427087825,1.0,False,cwh,dm,x,fdc,hw,34.0,41.0,logging_origin,80.0,False,True
817,cwh_dm_x_fdc_hw,shape_area_ha,1,1,3.423118634551308,3.423118634551308,1.0,False,cwh,dm,x,fdc,hw,59.0,36.0,logging_origin,80.0,False,True
819,cwh_dm_x_fdc_hw,shape_area_ha,1,1,6.494386915323398,6.494386915323398,1.0,False,cwh,dm,x,fdc,hw,37.0,39.0,logging_origin,80.0,False,True
824,cwh_dm_x_fdc_hw,shape_area_ha,3,1,6.784460159959408,6.784460159959408,1.0,False,cwh,dm,x,fdc,hw,46.0,41.0,logging_origin,80.0,False,True
827,cwh_dm_x_fdc_hw,shape_area_ha,1,1,0.7449776312479575,0.7449776312479575,1.0,False,cwh,dm,x,fdc,hw,129.0,30.0,fire_origin,80.0,True,False
830,cwh_dm_x_fdc_hw,shape_area_ha,2,1,7.38535704584375,7.38535704584375,1.0,False,cwh,dm,x,fdc,hw,34.0,42.0,logging_origin,80.0,False,True
832,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.40708050318911,4.40708050318911,1.0,False,cwh,dm,x,fdc,hw,37.0,38.0,logging_origin,80.0,False,True
833,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.5822659944847612,1.5822659944847612,1.0,False,cwh,dm,x,fdc,hw,49.0,38.0,logging_origin,80.0,False,True
839,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.970223531550677,2.970223531550677,1.0,False,cwh,dm,x,fdc,hw,149.0,34.0,fire_origin,80.0,True,False
841,cwh_dm_x_fdc_hw,shape_area_ha,3,1,17.495924663452602,17.495924663452602,1.0,False,cwh,dm,x,fdc,hw,114.0,30.0,fire_origin,80.0,True,False
845,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.884084058129861,4.884084058129861,1.0,False,cwh,dm,x,fdc,hw,120.0,25.0,fire_origin,80.0,True,False
850,cwh_dm_x_fdc_hw,shape_area_ha,1,1,5.969694978894646,5.969694978894646,1.0,False,cwh,dm,x,fdc,hw,52.0,41.0,logging_origin,80.0,False,True
852,cwh_dm_x_fdc_hw,shape_area_ha,2,1,8.878028075657623,8.878028075657623,1.0,False,cwh,dm,x,fdc,hw,49.0,35.0,logging_origin,80.0,False,True
857,cwh_dm_x_fdc_hw,shape_area_ha,2,1,3.4506841533704113,3.4506841533704113,1.0,False,cwh,dm,x,fdc,hw,59.0,42.0,logging_origin,80.0,False,True
858,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.404066024905551,1.404066024905551,1.0,False,cwh,dm,x,fdc,hw,54.0,40.0,logging_origin,80.0,False,True
870,cwh_dm_x_fdc_hw,shape_area_ha,3,1,2.759142166901774,2.759142166901774,1.0,False,cwh,dm,x,fdc,hw,149.0,34.0,fire_origin,80.0,True,False
901,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.22288001806989,2.22288001806989,1.0,False,cwh,dm,x,fdc,hw,44.0,33.0,logging_origin,80.0,False,True
910,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.598318967745196,4.598318967745196,1.0,False,cwh,dm,x,fdc,hw,49.0,40.0,logging_origin,80.0,False,True
920,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.1580963414523264,2.1580963414523264,1.0,False,cwh,dm,x,fdc,hw,149.0,33.0,fire_origin,80.0,True,False
924,cwh_dm_x_fdc_hw,shape_area_ha,2,1,3.9858365524041366,3.9858365524041366,1.0,False,cwh,dm,x,fdc,hw,44.0,41.0,logging_origin,80.0,False,True
929,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.2243847127157244,1.2243847127157244,1.0,False,cwh,dm,x,fdc,hw,64.0,37.0,logging_origin,80.0,False,True
940,cwh_dm_x_fdc_hw,shape_area_ha,2,1,7.813137135827775,7.813137135827775,1.0,False,cwh,dm,x,fdc,hw,64.0,37.0,logging_origin,80.0,False,True
1000,cwh_dm_x_fdc_hw,shape_area_ha,2,1,4.2417549207090595,4.2417549207090595,1.0,False,cwh,dm,x,fdc,hw,38.0,40.0,logging_origin,80.0,False,True
1001,cwh_dm_x_fdc_hw,shape_area_ha,1,1,8.732728677089929,8.732728677089929,1.0,False,cwh,dm,x,fdc,hw,134.0,35.0,fire_origin,80.0,True,False
1003,cwh_dm_x_fdc_hw,shape_area_ha,2,1,2.893702870696694,2.893702870696694,1.0,False,cwh,dm,x,fdc,hw,44.0,39.0,logging_origin,80.0,False,True
1009,cwh_dm_x_fdc_hw,shape_area_ha,1,1,2.243467348304013,2.243467348304013,1.0,False,cwh,dm,x,fdc,hw,49.0,38.0,logging_origin,80.0,False,True
1010,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.6938024446593776,1.6938024446593776,1.0,False,cwh,dm,x,fdc,hw,39.0,43.0,logging_origin,80.0,False,True
1013,cwh_dm_x_fdc_hw,shape_area_ha,2,1,2.4118333634775633,2.4118333634775633,1.0,False,cwh,dm,x,fdc,hw,134.0,30.0,fire_origin,80.0,True,False
1015,cwh_dm_x_fdc_hw,shape_area_ha,1,1,9.253154022129827,9.253154022129827,1.0,False,cwh,dm,x,fdc,hw,34.0,38.0,logging_origin,80.0,False,True
1030,cwh_dm_x_fdc_hw,shape_area_ha,2,1,7.98771810526368,7.98771810526368,1.0,False,cwh,dm,x,fdc,hw,104.0,26.0,fire_origin,80.0,True,False
1040,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.869775539913749,4.869775539913749,1.0,False,cwh,dm,x,fdc,hw,149.0,30.0,fire_origin,80.0,True,False
1041,cwh_dm_x_fdc_hw,shape_area_ha,2,1,2.9663595405227614,2.9663595405227614,1.0,False,cwh,dm,x,fdc,hw,39.0,38.0,logging_origin,80.0,False,True
1053,cwh_dm_x_fdc_hw,shape_area_ha,1,1,1.1711843537357218,1.1711843537357218,1.0,False,cwh,dm,x,fdc,hw,34.0,42.0,logging_origin,80.0,False,True
1054,cwh_dm_x_fdc_hw,shape_area_ha,1,1,3.571253189519363,3.571253189519363,1.0,False,cwh,dm,x,fdc,hw,39.0,37.0,logging_origin,80.0,False,True
1058,cwh_dm_x_fdc_hw,shape_area_ha,1,1,4.951175471291697,4.951175471291697,1.0,False,cwh,dm,x,fdc,hw,46.0,38.0,logging_origin,80.0,False,True
6,cwh_dm_x_fdc_x,shape_area_ha,1,1,5.780001763626692,5.780001763626692,1.0,False,cwh,dm,x,fdc,x,13.0,28.0,logging_origin,80.0,False,True
38,cwh_dm_x_fdc_x,shape_area_ha,1,1,0.7695115171262819,0.7695115171262819,1.0,False,cwh,dm,x,fdc,x,16.0,36.0,logging_origin,80.0,False,True
48,cwh_dm_x_fdc_x,shape_area_ha,1,1,4.970756224115968,4.970756224115968,1.0,False,cwh,dm,x,fdc,x,18.0,25.0,logging_origin,80.0,False,True
114,cwh_dm_x_fdc_x,shape_area_ha,1,1,2.7039189393092795,2.7039189393092795,1.0,False,cwh,dm,x,fdc,x,44.0,39.0,logging_origin,80.0,False,True
196,cwh_dm_x_fdc_x,shape_area_ha,1,1,1.0506949586180971,1.0506949586180971,1.0,False,cwh,dm,x,fdc,x,42.0,40.0,logging_origin,80.0,False,True
197,cwh_dm_x_fdc_x,shape_area_ha,1,1,1.0766314636468073,1.0766314636468073,1.0,False,cwh,dm,x,fdc,x,44.0,40.0,logging_origin,80.0,False,True
232,cwh_dm_x_fdc_x,shape_area_ha,1,1,0.3498011550534858,0.3498011550534858,1.0,False,cwh,dm,x,fdc,x,44.0,39.0,logging_origin,80.0,False,True
233,cwh_dm_x_fdc_x,shape_area_ha,1,1,0.5768021825064668,0.5768021825064668,1.0,False,cwh,dm,x,fdc,x,44.0,40.0,logging_origin,80.0,False,True
284,cwh_dm_x_fdc_x,shape_area_ha,1,1,1.7540245636828458,1.7540245636828458,1.0,False,cwh,dm,x,fdc,x,49.0,40.0,logging_origin,80.0,False,True
298,cwh_dm_x_fdc_x,shape_area_ha,3,1,4.218124872849012,4.218124872849012,1.0,False,cwh,dm,x,fdc,x,5.0,28.0,logging_origin,80.0,False,True
315,cwh_dm_x_fdc_x,shape_area_ha,1,1,1.6099349171446553,1.6099349171446553,1.0,False,cwh,dm,x,fdc,x,44.0,41.0,logging_origin,80.0,False,True
331,cwh_dm_x_fdc_x,shape_area_ha,2,1,1.9261902692248318,1.9261902692248318,1.0,False,cwh,dm,x,fdc,x,44.0,42.0,logging_origin,80.0,False,True
938,cwh_dm_x_fdc_x,shape_area_ha,1,1,1.451039431595082,1.451039431595082,1.0,False,cwh,dm,x,fdc,x,64.0,40.0,logging_origin,80.0,False,True
376,cwh_dm_x_hw_ba,shape_area_ha,1,1,20.41834703363092,20.41834703363092,1.0,False,cwh,dm,x,hw,ba,174.0,18.0,fire_origin,80.0,True,False
2,cwh_dm_x_hw_cw,shape_area_ha,1,1,2.652325293713907,2.652325293713907,1.0,False,cwh,dm,x,hw,cw,22.0,31.0,logging_origin,80.0,False,True
13,cwh_dm_x_hw_cw,shape_area_ha,2,1,1.8114037253711834,1.8114037253711834,1.0,False,cwh,dm,x,hw,cw,19.0,23.0,logging_origin,80.0,False,True
23,cwh_dm_x_hw_cw,shape_area_ha,1,1,10.598730039650642,10.598730039650642,1.0,False,cwh,dm,x,hw,cw,28.0,30.0,logging_origin,80.0,False,True
24,cwh_dm_x_hw_cw,shape_area_ha,2,1,1.736991775821876,1.736991775821876,1.0,False,cwh,dm,x,hw,cw,89.0,24.0,fire_origin,80.0,True,False
25,cwh_dm_x_hw_cw,shape_area_ha,1,1,2.5099091831468616,2.5099091831468616,1.0,False,cwh,dm,x,hw,cw,1.0,26.0,logging_origin,80.0,False,True
53,cwh_dm_x_hw_cw,shape_area_ha,1,1,1.3425833335514348,1.3425833335514348,1.0,False,cwh,dm,x,hw,cw,84.0,30.0,fire_origin,80.0,True,False
59,cwh_dm_x_hw_cw,shape_area_ha,1,1,0.8617093534335967,0.8617093534335967,1.0,False,cwh,dm,x,hw,cw,149.0,17.0,fire_origin,80.0,True,False
94,cwh_dm_x_hw_cw,shape_area_ha,1,1,2.674600646736782,2.674600646736782,1.0,False,cwh,dm,x,hw,cw,22.0,27.0,logging_origin,80.0,False,True
96,cwh_dm_x_hw_cw,shape_area_ha,1,1,1.6515760611153607,1.6515760611153607,1.0,False,cwh,dm,x,hw,cw,22.0,30.0,logging_origin,80.0,False,True
119,cwh_dm_x_hw_cw,shape_area_ha,1,1,0.6923625612617135,0.6923625612617135,1.0,False,cwh,dm,x,hw,cw,28.0,29.0,logging_origin,80.0,False,True
133,cwh_dm_x_hw_cw,shape_area_ha,2,1,3.2847311202804472,3.2847311202804472,1.0,False,cwh,dm,x,hw,cw,89.0,28.0,fire_origin,80.0,True,False
141,cwh_dm_x_hw_cw,shape_area_ha,1,1,4.036005322221435,4.036005322221435,1.0,False,cwh,dm,x,hw,cw,84.0,28.0,fire_origin,80.0,True,False
143,cwh_dm_x_hw_cw,shape_area_ha,1,1,1.6299641541528158,1.6299641541528158,1.0,False,cwh,dm,x,hw,cw,89.0,32.0,fire_origin,80.0,True,False
161,cwh_dm_x_hw_cw,shape_area_ha,1,1,6.277868412077408,6.277868412077408,1.0,False,cwh,dm,x,hw,cw,84.0,29.0,fire_origin,80.0,True,False
174,cwh_dm_x_hw_cw,shape_area_ha,1,1,2.4875310114751183,2.4875310114751183,1.0,False,cwh,dm,x,hw,cw,89.0,28.0,fire_origin,80.0,True,False
202,cwh_dm_x_hw_cw,shape_area_ha,1,1,4.639007235093417,4.639007235093417,1.0,False,cwh,dm,x,hw,cw,39.0,33.0,logging_origin,80.0,False,True
209,cwh_dm_x_hw_cw,shape_area_ha,1,1,2.262934300537255,2.262934300537255,1.0,False,cwh,dm,x,hw,cw,89.0,24.0,fire_origin,80.0,True,False
213,cwh_dm_x_hw_cw,shape_area_ha,1,1,2.020581314503536,2.020581314503536,1.0,False,cwh,dm,x,hw,cw,149.0,22.0,fire_origin,80.0,True,False
237,cwh_dm_x_hw_cw,shape_area_ha,1,1,10.197181740757388,10.197181740757388,1.0,False,cwh,dm,x,hw,cw,91.0,26.0,fire_origin,80.0,True,False
240,cwh_dm_x_hw_cw,shape_area_ha,1,1,0.3921029811856119,0.3921029811856119,1.0,False,cwh,dm,x,hw,cw,23.0,30.0,logging_origin,80.0,False,True
