source_feature_class,res_key,forest_cover_id,bec,bec_zone,bec_subzone,bec_variant,leading_species_1,leading_species_2,leading_species_1_share,leading_species_2_share,species_count,tie_break_used,shape_area_ha,au_id,assignment_status
resultant,1458,165,CWHdm,cwh,dm,x,fdc,hw,85.0,10.0,3,False,1.7561471073483332,cwh_dm_x_fdc_hw,assigned
resultant,1475,1001,CWHdm,cwh,dm,x,fdc,hw,70.0,20.0,3,False,8.732728677089929,cwh_dm_x_fdc_hw,assigned
resultant,1489,109,CWHdm,cwh,dm,x,fdc,hw,80.0,15.0,3,False,1.1312692628071734,cwh_dm_x_fdc_hw,assigned
resultant,1490,632,CWHdm,cwh,dm,x,fdc,hw,70.0,20.0,4,False,21.18138649594017,cwh_dm_x_fdc_hw,assigned
resultant,1491,806,CWHdm,cwh,dm,x,fdc,hw,50.0,45.0,3,False,1.8278173540544718,cwh_dm_x_fdc_hw,assigned
resultant,1499,817,CWHdm,cwh,dm,x,fdc,hw,45.0,40.0,3,False,3.423118634551308,cwh_dm_x_fdc_hw,assigned
resultant,1505,103,CWHdm,cwh,dm,x,fdc,hw,80.0,20.0,2,False,1.7299556559589415,cwh_dm_x_fdc_hw,assigned
resultant,1506,103,CWHdm,cwh,dm,x,fdc,hw,80.0,20.0,2,False,1.0199170688148327,cwh_dm_x_fdc_hw,assigned
resultant,1507,106,CWHdm,cwh,dm,x,fdc,hw,65.0,35.0,2,False,2.021399840025981,cwh_dm_x_fdc_hw,assigned
resultant,1508,707,CWHdm,cwh,dm,x,fdc,hw,80.0,18.0,3,False,1.3365058769036244,cwh_dm_x_fdc_hw,assigned
resultant,1509,707,CWHdm,cwh,dm,x,fdc,hw,80.0,18.0,3,False,2.3846072321658864,cwh_dm_x_fdc_hw,assigned
resultant,1510,940,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,2.368096656205239,cwh_dm_x_fdc_hw,assigned
resultant,1511,940,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,5.445040479622536,cwh_dm_x_fdc_hw,assigned
resultant,1512,1054,CWHdm,cwh,dm,x,fdc,hw,85.0,10.0,4,False,3.571253189519363,cwh_dm_x_fdc_hw,assigned
resultant,1515,929,CWHdm,cwh,dm,x,fdc,hw,75.0,20.0,3,False,1.2243847127157244,cwh_dm_x_fdc_hw,assigned
resultant,1526,832,CWHdm,cwh,dm,x,fdc,hw,52.0,45.0,4,False,4.40708050318911,cwh_dm_x_fdc_hw,assigned
resultant,1529,1015,CWHdm,cwh,dm,x,fdc,hw,80.0,15.0,4,False,9.253154022129829,cwh_dm_x_fdc_hw,assigned
resultant,1535,1009,CWHdm,cwh,dm,x,fdc,hw,50.0,45.0,3,False,2.2434673483040135,cwh_dm_x_fdc_hw,assigned
resultant,1536,1041,CWHdm,cwh,dm,x,fdc,hw,50.0,40.0,4,False,2.660860036618639,cwh_dm_x_fdc_hw,assigned
resultant,1537,1041,CWHdm,cwh,dm,x,fdc,hw,50.0,40.0,4,False,0.30549950390412245,cwh_dm_x_fdc_hw,assigned
resultant,1538,1058,CWHdm,cwh,dm,x,fdc,hw,70.0,25.0,3,False,4.951175471291697,cwh_dm_x_fdc_hw,assigned
resultant,1540,833,CWHdm,cwh,dm,x,fdc,hw,55.0,25.0,4,False,1.5822659944847612,cwh_dm_x_fdc_hw,assigned
resultant,1546,281,CWHdm,cwh,dm,x,fdc,hw,65.0,25.0,4,False,1.0850596043878515,cwh_dm_x_fdc_hw,assigned
resultant,1549,819,CWHdm,cwh,dm,x,fdc,hw,60.0,20.0,5,False,6.494386915323398,cwh_dm_x_fdc_hw,assigned
resultant,1551,1003,CWHdm,cwh,dm,x,fdc,hw,55.0,30.0,3,False,2.0696271904669503,cwh_dm_x_fdc_hw,assigned
resultant,1552,1003,CWHdm,cwh,dm,x,fdc,hw,55.0,30.0,3,False,0.8240756802297439,cwh_dm_x_fdc_hw,assigned
resultant,1557,688,CWHdm,cwh,dm,x,fdc,hw,70.0,30.0,2,False,1.4430369402941008,cwh_dm_x_fdc_hw,assigned
resultant,1558,858,CWHdm,cwh,dm,x,fdc,hw,95.0,5.0,2,False,1.404066024905551,cwh_dm_x_fdc_hw,assigned
resultant,1560,267,CWHdm,cwh,dm,x,fdc,hw,55.0,42.0,3,False,6.431268880796597,cwh_dm_x_fdc_hw,assigned
resultant,1564,910,CWHdm,cwh,dm,x,fdc,hw,80.0,15.0,3,False,4.598318967745196,cwh_dm_x_fdc_hw,assigned
resultant,1565,81,CWHdm,cwh,dm,x,fdc,hw,65.0,25.0,3,False,0.6242676747134097,cwh_dm_x_fdc_hw,assigned
resultant,1568,1000,CWHdm,cwh,dm,x,fdc,hw,40.0,35.0,5,False,0.11857614330136348,cwh_dm_x_fdc_hw,assigned
resultant,1569,1000,CWHdm,cwh,dm,x,fdc,hw,40.0,35.0,5,False,4.123178777407696,cwh_dm_x_fdc_hw,assigned
resultant,1570,201,CWHdm,cwh,dm,x,fdc,hw,35.0,30.0,4,False,1.5160503631076163,cwh_dm_x_fdc_hw,assigned
resultant,1571,111,CWHdm,cwh,dm,x,fdc,hw,70.0,30.0,2,False,0.5600316233714816,cwh_dm_x_fdc_hw,assigned
resultant,1573,810,CWHdm,cwh,dm,x,fdc,hw,90.0,10.0,2,False,8.310869427087825,cwh_dm_x_fdc_hw,assigned
resultant,1574,924,CWHdm,cwh,dm,x,fdc,hw,90.0,10.0,2,False,1.8716214429240354,cwh_dm_x_fdc_hw,assigned
resultant,1575,924,CWHdm,cwh,dm,x,fdc,hw,90.0,10.0,2,False,2.114215109480101,cwh_dm_x_fdc_hw,assigned
resultant,1576,850,CWHdm,cwh,dm,x,fdc,hw,85.0,10.0,4,False,5.969694978894646,cwh_dm_x_fdc_hw,assigned
resultant,1577,824,CWHdm,cwh,dm,x,fdc,hw,60.0,22.0,4,False,0.18328707803768668,cwh_dm_x_fdc_hw,assigned
resultant,1581,71,CWHdm,cwh,dm,x,fdc,hw,90.0,10.0,2,False,4.180606983718995,cwh_dm_x_fdc_hw,assigned
resultant,1582,253,CWHdm,cwh,dm,x,fdc,hw,80.0,20.0,2,False,1.760012781155964,cwh_dm_x_fdc_hw,assigned
resultant,1583,253,CWHdm,cwh,dm,x,fdc,hw,80.0,20.0,2,False,0.5701195067128428,cwh_dm_x_fdc_hw,assigned
resultant,1587,1053,CWHdm,cwh,dm,x,fdc,hw,90.0,10.0,2,False,1.1711843537357218,cwh_dm_x_fdc_hw,assigned
resultant,1588,830,CWHdm,cwh,dm,x,fdc,hw,65.0,25.0,4,False,0.13518736235879913,cwh_dm_x_fdc_hw,assigned
resultant,1589,830,CWHdm,cwh,dm,x,fdc,hw,65.0,25.0,4,False,7.250169683484951,cwh_dm_x_fdc_hw,assigned
resultant,1590,857,CWHdm,cwh,dm,x,fdc,hw,85.0,10.0,3,False,3.257773304142108,cwh_dm_x_fdc_hw,assigned
resultant,1592,115,CWHdm,cwh,dm,x,fdc,hw,85.0,15.0,2,False,0.8303193949959514,cwh_dm_x_fdc_hw,assigned
resultant,1593,1010,CWHdm,cwh,dm,x,fdc,hw,95.0,5.0,2,False,1.6938024446593776,cwh_dm_x_fdc_hw,assigned
resultant,1594,204,CWHdm,cwh,dm,x,fdc,hw,50.0,30.0,3,False,4.143118828813832,cwh_dm_x_fdc_hw,assigned
resultant,1595,126,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,0.2723863791598034,cwh_dm_x_fdc_hw,assigned
resultant,1596,126,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,4.161819466867629,cwh_dm_x_fdc_hw,assigned
resultant,1597,126,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,2.714095979920165,cwh_dm_x_fdc_hw,assigned
resultant,1598,126,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,1.6978628383374355,cwh_dm_x_fdc_hw,assigned
resultant,1599,126,CWHdm,cwh,dm,x,fdc,hw,90.0,8.0,3,False,0.3219227414011112,cwh_dm_x_fdc_hw,assigned
resultant,1602,192,CWHdm,cwh,dm,x,fdc,hw,60.0,40.0,2,False,0.755770444406223,cwh_dm_x_fdc_hw,assigned
resultant,1603,192,CWHdm,cwh,dm,x,fdc,hw,60.0,40.0,2,False,0.5766391656726826,cwh_dm_x_fdc_hw,assigned
resultant,1642,81,CWHdm,cwh,dm,x,fdc,hw,65.0,25.0,3,False,0.12099311852624121,cwh_dm_x_fdc_hw,assigned
resultant,1643,824,CWHdm,cwh,dm,x,fdc,hw,60.0,22.0,4,False,0.44436613647296436,cwh_dm_x_fdc_hw,assigned
resultant,1644,857,CWHdm,cwh,dm,x,fdc,hw,85.0,10.0,3,False,0.192910849228303,cwh_dm_x_fdc_hw,assigned
resultant,1654,207,CWHdm,cwh,dm,x,fdc,hw,58.0,24.0,3,False,0.41678729630745137,cwh_dm_x_fdc_hw,assigned
resultant,1655,1013,CWHdm,cwh,dm,x,fdc,hw,40.0,40.0,3,True,0.4545662998289154,cwh_dm_x_fdc_hw,assigned
resultant,1664,201,CWHdm,cwh,dm,x,fdc,hw,35.0,30.0,4,False,0.10890437245342448,cwh_dm_x_fdc_hw,assigned
resultant,1696,205,CWHdm,cwh,dm,x,fdc,hw,50.0,20.0,5,False,0.5655829176816426,cwh_dm_x_fdc_hw,assigned
resultant,1821,192,CWHdm,cwh,dm,x,fdc,hw,60.0,40.0,2,False,0.27892281801924085,cwh_dm_x_fdc_hw,assigned
resultant,1858,824,CWHdm,cwh,dm,x,fdc,hw,60.0,22.0,4,False,6.156806945448757,cwh_dm_x_fdc_hw,assigned
resultant,28,48,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,4.970756224115968,cwh_dm_x_fdc_x,assigned
resultant,33,6,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,5.780001763626692,cwh_dm_x_fdc_x,assigned
resultant,59,38,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,0.7695115171262819,cwh_dm_x_fdc_x,assigned
resultant,999,298,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,3.482875704502223,cwh_dm_x_fdc_x,assigned
resultant,1000,298,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,0.2602680247356816,cwh_dm_x_fdc_x,assigned
resultant,1001,298,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,0.4749811436111074,cwh_dm_x_fdc_x,assigned
resultant,1544,114,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,2.7039189393092795,cwh_dm_x_fdc_x,assigned
resultant,1545,232,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,0.3498011550534858,cwh_dm_x_fdc_x,assigned
resultant,1553,196,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,1.0506949586180971,cwh_dm_x_fdc_x,assigned
resultant,1554,197,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,1.0766314636468073,cwh_dm_x_fdc_x,assigned
resultant,1555,233,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,0.5768021825064668,cwh_dm_x_fdc_x,assigned
resultant,1556,284,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,1.7540245636828458,cwh_dm_x_fdc_x,assigned
resultant,1559,938,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,1.451039431595082,cwh_dm_x_fdc_x,assigned
resultant,1572,315,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,1.6099349171446553,cwh_dm_x_fdc_x,assigned
resultant,1584,331,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,1.6437877303137087,cwh_dm_x_fdc_x,assigned
resultant,1585,331,CWHdm,cwh,dm,x,fdc,x,100.0,0.0,1,False,0.28240253891112327,cwh_dm_x_fdc_x,assigned
resultant,203,376,CWHdm,cwh,dm,x,hw,ba,80.0,10.0,3,True,20.418347033630916,cwh_dm_x_hw_ba,assigned
resultant,32,896,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,4,False,2.4510947541910135,cwh_dm_x_hw_cw,assigned
resultant,36,945,CWHdm,cwh,dm,x,hw,cw,60.0,35.0,3,False,3.1142946562166505,cwh_dm_x_hw_cw,assigned
resultant,82,523,CWHdm,cwh,dm,x,hw,cw,80.0,20.0,2,False,5.423124689368311,cwh_dm_x_hw_cw,assigned
resultant,143,59,CWHdm,cwh,dm,x,hw,cw,65.0,35.0,2,False,0.8617093534335967,cwh_dm_x_hw_cw,assigned
resultant,164,1032,CWHdm,cwh,dm,x,hw,cw,70.0,20.0,3,False,1.9063432346986247,cwh_dm_x_hw_cw,assigned
resultant,204,402,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,2.8633640475467868,cwh_dm_x_hw_cw,assigned
resultant,242,468,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,3,True,3.624870662629891,cwh_dm_x_hw_cw,assigned
resultant,264,948,CWHdm,cwh,dm,x,hw,cw,80.0,17.0,3,False,1.8231660938830039,cwh_dm_x_hw_cw,assigned
resultant,280,894,CWHdm,cwh,dm,x,hw,cw,50.0,40.0,3,False,2.0898445704390727,cwh_dm_x_hw_cw,assigned
resultant,323,397,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,2.153241834248868,cwh_dm_x_hw_cw,assigned
resultant,380,544,CWHdm,cwh,dm,x,hw,cw,70.0,30.0,2,False,2.7072862430262727,cwh_dm_x_hw_cw,assigned
resultant,381,544,CWHdm,cwh,dm,x,hw,cw,70.0,30.0,2,False,1.7519316799435103,cwh_dm_x_hw_cw,assigned
resultant,402,957,CWHdm,cwh,dm,x,hw,cw,85.0,10.0,3,False,4.087147892291744,cwh_dm_x_hw_cw,assigned
resultant,408,213,CWHdm,cwh,dm,x,hw,cw,45.0,40.0,4,False,2.0205813145035356,cwh_dm_x_hw_cw,assigned
resultant,425,961,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,4,False,1.3845468666774736,cwh_dm_x_hw_cw,assigned
resultant,433,403,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,3,True,12.191588086018719,cwh_dm_x_hw_cw,assigned
resultant,464,1036,CWHdm,cwh,dm,x,hw,cw,40.0,30.0,3,True,11.741531619384311,cwh_dm_x_hw_cw,assigned
resultant,498,964,CWHdm,cwh,dm,x,hw,cw,85.0,15.0,2,False,1.5987818001460894,cwh_dm_x_hw_cw,assigned
resultant,499,966,CWHdm,cwh,dm,x,hw,cw,80.0,20.0,2,False,0.13362812543207594,cwh_dm_x_hw_cw,assigned
resultant,500,966,CWHdm,cwh,dm,x,hw,cw,80.0,20.0,2,False,2.394194892048016,cwh_dm_x_hw_cw,assigned
resultant,509,963,CWHdm,cwh,dm,x,hw,cw,77.0,20.0,3,False,3.629547636998591,cwh_dm_x_hw_cw,assigned
resultant,564,960,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,0.7979035550859975,cwh_dm_x_hw_cw,assigned
resultant,567,13,CWHdm,cwh,dm,x,hw,cw,55.0,30.0,3,False,0.7627808380559603,cwh_dm_x_hw_cw,assigned
resultant,568,13,CWHdm,cwh,dm,x,hw,cw,55.0,30.0,3,False,1.0486228873152232,cwh_dm_x_hw_cw,assigned
resultant,606,1037,CWHdm,cwh,dm,x,hw,cw,60.0,40.0,2,False,10.775871921059075,cwh_dm_x_hw_cw,assigned
resultant,612,24,CWHdm,cwh,dm,x,hw,cw,85.0,10.0,3,False,0.17874043630538106,cwh_dm_x_hw_cw,assigned
resultant,613,24,CWHdm,cwh,dm,x,hw,cw,85.0,10.0,3,False,1.558251339516495,cwh_dm_x_hw_cw,assigned
resultant,615,209,CWHdm,cwh,dm,x,hw,cw,55.0,35.0,4,False,2.262934300537255,cwh_dm_x_hw_cw,assigned
resultant,625,732,CWHdm,cwh,dm,x,hw,cw,90.0,5.0,3,True,7.090700067820414,cwh_dm_x_hw_cw,assigned
resultant,632,788,CWHdm,cwh,dm,x,hw,cw,60.0,35.0,3,False,1.5894520959116027,cwh_dm_x_hw_cw,assigned
resultant,645,353,CWHdm,cwh,dm,x,hw,cw,65.0,25.0,3,False,2.1336785844203754,cwh_dm_x_hw_cw,assigned
resultant,654,731,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,2.0630628912989724,cwh_dm_x_hw_cw,assigned
resultant,678,855,CWHdm,cwh,dm,x,hw,cw,45.0,40.0,3,False,2.965055037277723,cwh_dm_x_hw_cw,assigned
resultant,686,1007,CWHdm,cwh,dm,x,hw,cw,45.0,40.0,3,False,3.5017120124699743,cwh_dm_x_hw_cw,assigned
resultant,702,1098,CWHdm,cwh,dm,x,hw,cw,65.0,35.0,2,False,1.9499042655370284,cwh_dm_x_hw_cw,assigned
resultant,718,890,CWHdm,cwh,dm,x,hw,cw,70.0,25.0,3,False,2.656197543508231,cwh_dm_x_hw_cw,assigned
resultant,722,967,CWHdm,cwh,dm,x,hw,cw,55.0,35.0,4,False,0.3265973270928048,cwh_dm_x_hw_cw,assigned
resultant,723,973,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,1.7769917380772338,cwh_dm_x_hw_cw,assigned
resultant,724,979,CWHdm,cwh,dm,x,hw,cw,75.0,20.0,3,False,2.748086665505102,cwh_dm_x_hw_cw,assigned
resultant,726,1121,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,1.3790409139527808,cwh_dm_x_hw_cw,assigned
resultant,768,675,CWHdm,cwh,dm,x,hw,cw,60.0,15.0,4,True,2.5913286618158247,cwh_dm_x_hw_cw,assigned
resultant,795,944,CWHdm,cwh,dm,x,hw,cw,75.0,25.0,2,False,1.486014951912969,cwh_dm_x_hw_cw,assigned
resultant,801,25,CWHdm,cwh,dm,x,hw,cw,75.0,20.0,3,False,2.5099091831468616,cwh_dm_x_hw_cw,assigned
resultant,863,237,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,3,True,10.197181740757387,cwh_dm_x_hw_cw,assigned
resultant,895,279,CWHdm,cwh,dm,x,hw,cw,70.0,30.0,2,False,2.2508251344807015,cwh_dm_x_hw_cw,assigned
resultant,896,323,CWHdm,cwh,dm,x,hw,cw,65.0,35.0,2,False,4.210471298879258,cwh_dm_x_hw_cw,assigned
resultant,907,789,CWHdm,cwh,dm,x,hw,cw,67.0,30.0,3,False,0.6872769379796596,cwh_dm_x_hw_cw,assigned
resultant,929,895,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,1.785261817628645,cwh_dm_x_hw_cw,assigned
resultant,931,951,CWHdm,cwh,dm,x,hw,cw,50.0,45.0,3,False,2.140131933271745,cwh_dm_x_hw_cw,assigned
resultant,932,951,CWHdm,cwh,dm,x,hw,cw,50.0,45.0,3,False,0.870241023012579,cwh_dm_x_hw_cw,assigned
resultant,935,94,CWHdm,cwh,dm,x,hw,cw,40.0,30.0,5,False,2.674600646736782,cwh_dm_x_hw_cw,assigned
resultant,936,306,CWHdm,cwh,dm,x,hw,cw,50.0,40.0,3,False,12.29754498366084,cwh_dm_x_hw_cw,assigned
resultant,971,950,CWHdm,cwh,dm,x,hw,cw,50.0,35.0,3,False,1.8102889267715447,cwh_dm_x_hw_cw,assigned
resultant,973,969,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,3,True,3.4710694820820245,cwh_dm_x_hw_cw,assigned
resultant,1006,369,CWHdm,cwh,dm,x,hw,cw,55.0,45.0,2,False,0.2198408431633217,cwh_dm_x_hw_cw,assigned
resultant,1011,992,CWHdm,cwh,dm,x,hw,cw,65.0,35.0,2,False,2.1335496812938133,cwh_dm_x_hw_cw,assigned
resultant,1014,141,CWHdm,cwh,dm,x,hw,cw,55.0,40.0,3,False,4.036005322221435,cwh_dm_x_hw_cw,assigned
resultant,1015,174,CWHdm,cwh,dm,x,hw,cw,50.0,45.0,3,False,2.4875310114751183,cwh_dm_x_hw_cw,assigned
resultant,1034,974,CWHdm,cwh,dm,x,hw,cw,75.0,20.0,3,False,3.816403023377221,cwh_dm_x_hw_cw,assigned
resultant,1039,364,CWHdm,cwh,dm,x,hw,cw,50.0,40.0,3,False,0.713497561934592,cwh_dm_x_hw_cw,assigned
resultant,1040,364,CWHdm,cwh,dm,x,hw,cw,50.0,40.0,3,False,3.2103573632722195,cwh_dm_x_hw_cw,assigned
resultant,1045,489,CWHdm,cwh,dm,x,hw,cw,60.0,25.0,4,False,2.9927753029964266,cwh_dm_x_hw_cw,assigned
resultant,1046,583,CWHdm,cwh,dm,x,hw,cw,60.0,30.0,3,False,1.9371300937376088,cwh_dm_x_hw_cw,assigned
resultant,1049,787,CWHdm,cwh,dm,x,hw,cw,70.0,20.0,3,False,11.556285802443437,cwh_dm_x_hw_cw,assigned
resultant,1053,956,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,0.4242900989218265,cwh_dm_x_hw_cw,assigned
resultant,1056,972,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,5,False,0.6121945596193854,cwh_dm_x_hw_cw,assigned
resultant,1057,972,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,5,False,1.8985486840720245,cwh_dm_x_hw_cw,assigned
resultant,1058,972,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,5,False,0.2122990702587872,cwh_dm_x_hw_cw,assigned
resultant,1060,133,CWHdm,cwh,dm,x,hw,cw,50.0,35.0,3,False,0.20583753755709933,cwh_dm_x_hw_cw,assigned
resultant,1061,133,CWHdm,cwh,dm,x,hw,cw,50.0,35.0,3,False,3.078893582723348,cwh_dm_x_hw_cw,assigned
resultant,1074,785,CWHdm,cwh,dm,x,hw,cw,55.0,25.0,4,False,2.2019257357772344,cwh_dm_x_hw_cw,assigned
resultant,1075,785,CWHdm,cwh,dm,x,hw,cw,55.0,25.0,4,False,0.578723698059979,cwh_dm_x_hw_cw,assigned
resultant,1076,785,CWHdm,cwh,dm,x,hw,cw,55.0,25.0,4,False,0.8473371474022222,cwh_dm_x_hw_cw,assigned
resultant,1082,815,CWHdm,cwh,dm,x,hw,cw,50.0,35.0,3,False,3.4678332544803787,cwh_dm_x_hw_cw,assigned
resultant,1105,296,CWHdm,cwh,dm,x,hw,cw,40.0,30.0,4,False,0.6148731126508301,cwh_dm_x_hw_cw,assigned
resultant,1106,296,CWHdm,cwh,dm,x,hw,cw,40.0,30.0,4,False,1.237976423992799,cwh_dm_x_hw_cw,assigned
resultant,1116,247,CWHdm,cwh,dm,x,hw,cw,60.0,40.0,2,False,2.6120195650483216,cwh_dm_x_hw_cw,assigned
resultant,1117,247,CWHdm,cwh,dm,x,hw,cw,60.0,40.0,2,False,2.1597186055012276,cwh_dm_x_hw_cw,assigned
resultant,1126,161,CWHdm,cwh,dm,x,hw,cw,87.0,10.0,3,False,6.2778684120774075,cwh_dm_x_hw_cw,assigned
resultant,1129,246,CWHdm,cwh,dm,x,hw,cw,75.0,20.0,3,False,3.2496622634077084,cwh_dm_x_hw_cw,assigned
resultant,1134,897,CWHdm,cwh,dm,x,hw,cw,65.0,30.0,3,False,3.675320902229618,cwh_dm_x_hw_cw,assigned
resultant,1146,939,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,1.307739699633205,cwh_dm_x_hw_cw,assigned
resultant,1147,939,CWHdm,cwh,dm,x,hw,cw,80.0,10.0,3,True,0.3329720420365803,cwh_dm_x_hw_cw,assigned
resultant,1149,119,CWHdm,cwh,dm,x,hw,cw,35.0,30.0,5,False,0.6923625612617135,cwh_dm_x_hw_cw,assigned
resultant,1157,965,CWHdm,cwh,dm,x,hw,cw,55.0,30.0,3,False,4.066476079755809,cwh_dm_x_hw_cw,assigned
resultant,1166,791,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,1.8214235277529465,cwh_dm_x_hw_cw,assigned
resultant,1167,791,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,0.32751100309928843,cwh_dm_x_hw_cw,assigned
resultant,1168,791,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,0.23214549073553709,cwh_dm_x_hw_cw,assigned
resultant,1169,791,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,0.6964105626154389,cwh_dm_x_hw_cw,assigned
resultant,1175,330,CWHdm,cwh,dm,x,hw,cw,45.0,30.0,3,False,2.865628312350407,cwh_dm_x_hw_cw,assigned
resultant,1176,330,CWHdm,cwh,dm,x,hw,cw,45.0,30.0,3,False,1.3780510319901518,cwh_dm_x_hw_cw,assigned
resultant,1184,877,CWHdm,cwh,dm,x,hw,cw,84.0,16.0,2,False,2.622489723334341,cwh_dm_x_hw_cw,assigned
resultant,1185,899,CWHdm,cwh,dm,x,hw,cw,75.0,25.0,2,False,1.7002855771418857,cwh_dm_x_hw_cw,assigned
resultant,1194,96,CWHdm,cwh,dm,x,hw,cw,70.0,20.0,4,False,1.6515760611153607,cwh_dm_x_hw_cw,assigned
resultant,1207,889,CWHdm,cwh,dm,x,hw,cw,65.0,30.0,3,False,2.901690958574195,cwh_dm_x_hw_cw,assigned
resultant,1222,828,CWHdm,cwh,dm,x,hw,cw,70.0,20.0,3,False,2.16880115188326,cwh_dm_x_hw_cw,assigned
resultant,1235,975,CWHdm,cwh,dm,x,hw,cw,60.0,25.0,4,False,1.5860407236909413,cwh_dm_x_hw_cw,assigned
resultant,1236,53,CWHdm,cwh,dm,x,hw,cw,65.0,20.0,3,False,1.3425833335514348,cwh_dm_x_hw_cw,assigned
resultant,1237,240,CWHdm,cwh,dm,x,hw,cw,45.0,35.0,4,False,0.39210298118561193,cwh_dm_x_hw_cw,assigned
resultant,1244,439,CWHdm,cwh,dm,x,hw,cw,40.0,30.0,5,False,4.959629595012642,cwh_dm_x_hw_cw,assigned
resultant,1254,1057,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,3,True,2.3806822020274048,cwh_dm_x_hw_cw,assigned
resultant,1255,1057,CWHdm,cwh,dm,x,hw,cw,70.0,15.0,3,True,0.1394370234969123,cwh_dm_x_hw_cw,assigned
resultant,1256,23,CWHdm,cwh,dm,x,hw,cw,40.0,25.0,5,False,10.598730039650642,cwh_dm_x_hw_cw,assigned
resultant,1264,794,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,7.399732651068743,cwh_dm_x_hw_cw,assigned
resultant,1265,794,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,3.0014952858293364,cwh_dm_x_hw_cw,assigned
resultant,1273,947,CWHdm,cwh,dm,x,hw,cw,60.0,20.0,3,True,19.136931508245645,cwh_dm_x_hw_cw,assigned
resultant,1279,429,CWHdm,cwh,dm,x,hw,cw,35.0,30.0,4,False,1.1105148192809207,cwh_dm_x_hw_cw,assigned
resultant,1280,429,CWHdm,cwh,dm,x,hw,cw,35.0,30.0,4,False,0.24070703857872366,cwh_dm_x_hw_cw,assigned
resultant,1301,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,7.088628193888082,cwh_dm_x_hw_cw,assigned
resultant,1302,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,3.759824557548428,cwh_dm_x_hw_cw,assigned
resultant,1303,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,6.234868149255488,cwh_dm_x_hw_cw,assigned
resultant,1304,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,1.244630303110675,cwh_dm_x_hw_cw,assigned
resultant,1305,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,2.2169436379103997,cwh_dm_x_hw_cw,assigned
resultant,1306,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,0.4996751448986609,cwh_dm_x_hw_cw,assigned
resultant,1307,808,CWHdm,cwh,dm,x,hw,cw,80.0,15.0,3,False,0.10610241866146,cwh_dm_x_hw_cw,assigned
