raw_au_id,au_id,was_aggregated,source_fragment_count,forest_cover_id_count,covered_area_ha,covered_area_share,target_area_ha,raw_share_of_target_area
cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,False,13,9,57.28804656538165,0.011908091761032486,57.28804656538165,1.0
cwh_vm_1_fdc_hw,cwh_vm_1_fdc_x,True,6,6,19.856872940426094,0.004127518378408888,40.76618815701736,0.48709172571995785
cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,False,8,7,20.909315216591267,0.004346282674787218,40.76618815701736,0.5129082742800422
cwh_vm_1_ba_hw,cwh_vm_1_hw_ba,True,1,1,10.545619869456644,0.0021920490680221983,38.25420261922032,0.2756721914825153
cwh_vm_1_hw_ba,cwh_vm_1_hw_ba,False,2,2,27.708582749763682,0.00575960197169187,38.25420261922032,0.7243278085174848
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss01,True,67,36,203.41326671280905,0.04228218608681352,203.41326671280905,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss02,True,16,14,66.11630992820625,0.013743165157977457,66.11630992820625,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss03,True,26,20,111.7395268387938,0.023226565028921307,111.7395268387938,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss04,True,27,15,93.1853814205132,0.019369836104916775,93.1853814205132,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss05,True,44,31,141.90220012990872,0.02949628275963003,141.90220012990872,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss06,True,13,6,65.86181012036823,0.013690263946527675,65.86181012036823,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss07,True,21,13,37.0372212476662,0.007698685077130681,37.0372212476662,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ss14,True,9,7,26.371698840402992,0.005481712652349377,26.371698840402992,1.0
cwh_vm_1_hw_cw,cwh_vm_1_hw_cw_ssnonforestedaquatic,True,2,2,0.5880996309325223,0.00012224442601269835,0.5880996309325223,1.0
cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,False,37,23,112.71775703381553,0.023429903345099305,112.71775703381553,1.0
cwh_vm_1_x_x,cwh_vm_1_x_x,False,2,2,15.780350070618535,0.003280158216735124,15.780350070618535,1.0
cwh_vm_2_ba_cw,cwh_vm_2_ba_cw,False,2,2,19.564678538130323,0.004066781838009887,19.564678538130323,1.0
cwh_vm_2_cw_act,cwh_vm_2_cw_act,False,2,1,9.552194562885825,0.0019855522433333684,9.552194562885825,1.0
cwh_vm_2_cw_ba,cwh_vm_2_cw_ba,False,3,1,6.441219615402696,0.001338894216713055,6.441219615402696,1.0
cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,False,27,16,51.88789338265702,0.010785597218473317,51.88789338265702,1.0
cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,False,39,19,89.08956732711877,0.01851846600269821,89.08956732711877,1.0
cwh_vm_2_cw_x,cwh_vm_2_cw_x,False,2,1,5.27315002685517,0.0010960952267384046,5.27315002685517,1.0
cwh_vm_2_dr_act,cwh_vm_2_dr_act,False,2,2,6.396470601033142,0.001329592531609859,6.396470601033142,1.0
cwh_vm_2_dr_hw,cwh_vm_2_dr_hw,False,9,6,10.511039274334701,0.0021848610257594334,10.511039274334701,1.0
cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,False,25,16,94.25025961407141,0.019591185374152924,94.25025961407141,1.0
cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,False,30,19,87.3632691880809,0.018159631692942137,87.3632691880809,1.0
cwh_vm_2_fdc_x,cwh_vm_2_fdc_x,False,2,2,9.333231786218793,0.0019400378822558672,9.333231786218793,1.0
cwh_vm_2_hm_ba,cwh_vm_2_hm_ba,False,1,1,2.8659882550217013,0.0005957342442788603,2.8659882550217013,1.0
cwh_vm_2_ba_hw,cwh_vm_2_hw_ba,True,6,3,60.11643624075058,0.012496010634332016,145.1577843037702,0.41414545233719974
cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,False,23,18,85.04134806301961,0.017676989126529024,145.1577843037702,0.5858545476628002
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss01,True,99,54,316.46055053412863,0.06578058601119204,316.46055053412863,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss02,True,12,8,38.21710380164671,0.007943939551011303,38.21710380164671,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss03,True,44,29,122.92063816306313,0.025550709551596947,122.92063816306313,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss04,True,15,11,66.69877286591296,0.013864237921415046,66.69877286591296,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss05,True,19,10,28.48025870758856,0.005920005208780324,28.48025870758856,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss06,True,28,19,58.731834583842556,0.012208202538726573,58.731834583842556,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ss07,True,11,9,16.02098789787494,0.0033301780288939194,16.02098789787494,1.0
cwh_vm_2_hw_cw,cwh_vm_2_hw_cw_ssnonforestedaquatic,True,7,7,3.3975376671138933,0.0007062239459567259,3.3975376671138933,1.0
cwh_vm_2_hw_dr,cwh_vm_2_hw_dr,False,5,2,2.365513278170702,0.0004917037823282922,2.365513278170702,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ss01,True,48,19,143.44108711992547,0.029816161138901776,143.44108711992547,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ss03,True,19,14,51.97547022700088,0.010803801244637801,51.97547022700088,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ss04,True,4,3,22.68570414871754,0.004715529030270823,22.68570414871754,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ss05,True,14,6,36.19264078831974,0.00752312765787055,36.19264078831974,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ss06,True,4,2,8.078756567137209,0.0016792783186754274,8.078756567137209,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ss07,True,2,1,0.5664175953496068,0.00011773752300645497,0.5664175953496068,1.0
cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc_ssnonforested,True,2,1,2.2784843744910908,0.0004736136530079268,2.2784843744910908,1.0
cwh_vm_2_hw_x,cwh_vm_2_hw_x,False,1,1,2.0032083804926244,0.0004163938315500239,2.0032083804926244,1.0
cwh_vm_2_x_x,cwh_vm_2_x_x,False,1,1,0.857486106673561,0.0001782400318088282,0.857486106673561,1.0
