TRACK,OFFSET,NEXTAGE,CYCLE,status,au,auf,oper,ct,aux
553,0,0,0,C,2012,2012,Operable,Y,105
555,0,0,0,C,thn_2012,2012,Operable,Y,105
554,0,0,0,C,thn_105,2012,Operable,Y,105
556,0,0,0,N,825,2002,Operable,Y,825
557,0,0,0,C,825,2002,Operable,Y,825
558,0,0,0,C,2002,2002,Operable,Y,825
560,0,0,0,C,thn_2002,2002,Operable,Y,825
559,0,0,0,C,thn_825,2002,Operable,Y,825
561,0,0,0,N,622,622,Reserve,N,622
562,0,0,0,N,1036,1036,Reserve,N,1036
563,0,0,0,N,31,2012,Operable,Y,31
564,0,0,0,C,31,2012,Operable,Y,31
565,0,0,0,C,2012,2012,Operable,Y,31
567,0,0,0,C,thn_2012,2012,Operable,Y,31
566,0,0,0,C,thn_31,2012,Operable,Y,31
568,0,0,0,N,129,2022,Operable,Y,129
569,0,0,0,C,129,2022,Operable,Y,129
570,0,0,0,C,2022,2022,Operable,Y,129
572,0,0,0,C,thn_2022,2022,Operable,Y,129
571,0,0,0,C,thn_129,2022,Operable,Y,129
573,0,0,0,N,218,2012,Operable,Y,218
574,0,0,0,C,218,2012,Operable,Y,218
575,0,0,0,C,2012,2012,Operable,Y,218
577,0,0,0,C,thn_2012,2012,Operable,Y,218
576,0,0,0,C,thn_218,2012,Operable,Y,218
578,0,0,0,N,446,2022,Operable,Y,446
579,0,0,0,C,446,2022,Operable,Y,446
580,0,0,0,C,2022,2022,Operable,Y,446
582,0,0,0,C,thn_2022,2022,Operable,Y,446
581,0,0,0,C,thn_446,2022,Operable,Y,446
583,0,0,0,N,454,454,Riparian,N,454
584,0,0,0,N,469,2022,Operable,Y,469
585,0,0,0,C,469,2022,Operable,Y,469
586,0,0,0,C,2022,2022,Operable,Y,469
588,0,0,0,C,thn_2022,2022,Operable,Y,469
587,0,0,0,C,thn_469,2022,Operable,Y,469
589,0,0,0,N,525,525,Reserve,N,525
590,0,0,0,N,572,2022,Low Operability,N,572
591,0,0,0,C,572,2022,Low Operability,N,572
592,0,0,0,C,2022,2022,Low Operability,N,572
593,0,0,0,N,631,2002,Low Operability,N,631
594,0,0,0,C,631,2002,Low Operability,N,631
595,0,0,0,C,2002,2002,Low Operability,N,631
596,0,0,0,N,964,2002,Operable,Y,964
597,0,0,0,C,964,2002,Operable,Y,964
598,0,0,0,C,2002,2002,Operable,Y,964
600,0,0,0,C,thn_2002,2002,Operable,Y,964
599,0,0,0,C,thn_964,2002,Operable,Y,964
601,0,0,0,N,966,2002,Operable,Y,966
602,0,0,0,C,966,2002,Operable,Y,966
603,0,0,0,C,2002,2002,Operable,Y,966
605,0,0,0,C,thn_2002,2002,Operable,Y,966
604,0,0,0,C,thn_966,2002,Operable,Y,966
606,0,0,0,N,2101,993,Reserve,N,2101
607,0,0,0,N,2101,999,Reserve,N,2101
608,0,0,0,N,1022,2022,Low Operability,N,1022
609,0,0,0,C,1022,2022,Low Operability,N,1022
610,0,0,0,C,2022,2022,Low Operability,N,1022
611,0,0,0,N,963,2002,Operable,Y,963
612,0,0,0,C,963,2002,Operable,Y,963
613,0,0,0,C,2002,2002,Operable,Y,963
615,0,0,0,C,thn_2002,2002,Operable,Y,963
614,0,0,0,C,thn_963,2002,Operable,Y,963
616,0,0,0,N,84,2012,Operable,Y,84
617,0,0,0,C,84,2012,Operable,Y,84
618,0,0,0,C,2012,2012,Operable,Y,84
620,0,0,0,C,thn_2012,2012,Operable,Y,84
619,0,0,0,C,thn_84,2012,Operable,Y,84
621,0,0,0,N,102,2012,Operable,Y,102
622,0,0,0,C,102,2012,Operable,Y,102
623,0,0,0,C,2012,2012,Operable,Y,102
625,0,0,0,C,thn_2012,2012,Operable,Y,102
624,0,0,0,C,thn_102,2012,Operable,Y,102
626,0,0,0,N,307,2012,Operable,Y,307
627,0,0,0,C,307,2012,Operable,Y,307
628,0,0,0,C,2012,2012,Operable,Y,307
630,0,0,0,C,thn_2012,2012,Operable,Y,307
629,0,0,0,C,thn_307,2012,Operable,Y,307
631,0,0,0,N,430,2012,Operable,Y,430
632,0,0,0,C,430,2012,Operable,Y,430
633,0,0,0,C,2012,2012,Operable,Y,430
635,0,0,0,C,thn_2012,2012,Operable,Y,430
634,0,0,0,C,thn_430,2012,Operable,Y,430
636,0,0,0,N,492,2002,Low Operability,N,492
637,0,0,0,C,492,2002,Low Operability,N,492
638,0,0,0,C,2002,2002,Low Operability,N,492
639,0,0,0,N,2122,2022,Low Operability,N,2122
640,0,0,0,C,2122,2022,Low Operability,N,2122
641,0,0,0,C,2022,2022,Low Operability,N,2122
642,0,0,0,N,555,2012,Operable,Y,555
643,0,0,0,C,555,2012,Operable,Y,555
644,0,0,0,C,2012,2012,Operable,Y,555
646,0,0,0,C,thn_2012,2012,Operable,Y,555
645,0,0,0,C,thn_555,2012,Operable,Y,555
647,0,0,0,N,609,2012,Operable,Y,609
648,0,0,0,C,609,2012,Operable,Y,609
649,0,0,0,C,2012,2012,Operable,Y,609
651,0,0,0,C,thn_2012,2012,Operable,Y,609
650,0,0,0,C,thn_609,2012,Operable,Y,609
652,0,0,0,N,614,2012,Operable,Y,614
653,0,0,0,C,614,2012,Operable,Y,614
654,0,0,0,C,2012,2012,Operable,Y,614
656,0,0,0,C,thn_2012,2012,Operable,Y,614
655,0,0,0,C,thn_614,2012,Operable,Y,614
657,0,0,0,N,710,2012,Low Operability,N,710
658,0,0,0,C,710,2012,Low Operability,N,710
659,0,0,0,C,2012,2012,Low Operability,N,710
660,0,0,0,N,2113,2013,Low Operability,N,2113
661,0,0,0,C,2113,2013,Low Operability,N,2113
662,0,0,0,C,2013,2013,Low Operability,N,2113
663,0,0,0,N,777,2022,Operable,Y,777
664,0,0,0,C,777,2022,Operable,Y,777
665,0,0,0,C,2022,2022,Operable,Y,777
667,0,0,0,C,thn_2022,2022,Operable,Y,777
666,0,0,0,C,thn_777,2022,Operable,Y,777
668,0,0,0,N,906,2022,Operable,Y,906
669,0,0,0,C,906,2022,Operable,Y,906
670,0,0,0,C,2022,2022,Operable,Y,906
672,0,0,0,C,thn_2022,2022,Operable,Y,906
671,0,0,0,C,thn_906,2022,Operable,Y,906
673,0,0,0,N,1045,2012,Low Operability,N,1045
674,0,0,0,C,1045,2012,Low Operability,N,1045
675,0,0,0,C,2012,2012,Low Operability,N,1045
676,0,0,0,N,155,2022,Operable,Y,155
677,0,0,0,C,155,2022,Operable,Y,155
678,0,0,0,C,2022,2022,Operable,Y,155
680,0,0,0,C,thn_2022,2022,Operable,Y,155
679,0,0,0,C,thn_155,2022,Operable,Y,155
681,0,0,0,N,379,2012,Operable,Y,379
682,0,0,0,C,379,2012,Operable,Y,379
683,0,0,0,C,2012,2012,Operable,Y,379
685,0,0,0,C,thn_2012,2012,Operable,Y,379
684,0,0,0,C,thn_379,2012,Operable,Y,379
686,0,0,0,N,506,2012,Operable,Y,506
687,0,0,0,C,506,2012,Operable,Y,506
688,0,0,0,C,2012,2012,Operable,Y,506
690,0,0,0,C,thn_2012,2012,Operable,Y,506
689,0,0,0,C,thn_506,2012,Operable,Y,506
691,0,0,0,N,507,2012,Operable,Y,507
692,0,0,0,C,507,2012,Operable,Y,507
693,0,0,0,C,2012,2012,Operable,Y,507
695,0,0,0,C,thn_2012,2012,Operable,Y,507
694,0,0,0,C,thn_507,2012,Operable,Y,507
696,0,0,0,N,553,2012,Low Operability,N,553
697,0,0,0,C,553,2012,Low Operability,N,553
698,0,0,0,C,2012,2012,Low Operability,N,553
699,0,0,0,N,703,2012,Operable,Y,703
700,0,0,0,C,703,2012,Operable,Y,703
701,0,0,0,C,2012,2012,Operable,Y,703
703,0,0,0,C,thn_2012,2012,Operable,Y,703
702,0,0,0,C,thn_703,2012,Operable,Y,703
704,0,0,0,N,706,2012,Operable,Y,706
705,0,0,0,C,706,2012,Operable,Y,706
706,0,0,0,C,2012,2012,Operable,Y,706
708,0,0,0,C,thn_2012,2012,Operable,Y,706
707,0,0,0,C,thn_706,2012,Operable,Y,706
709,0,0,0,N,960,2002,Operable,Y,960
710,0,0,0,C,960,2002,Operable,Y,960
711,0,0,0,C,2002,2002,Operable,Y,960
713,0,0,0,C,thn_2002,2002,Operable,Y,960
712,0,0,0,C,thn_960,2002,Operable,Y,960
714,0,0,0,N,747,2002,Operable,Y,747
715,0,0,0,C,747,2002,Operable,Y,747
716,0,0,0,C,2002,2002,Operable,Y,747
718,0,0,0,C,thn_2002,2002,Operable,Y,747
717,0,0,0,C,thn_747,2002,Operable,Y,747
719,0,0,0,N,909,2002,Operable,Y,909
720,0,0,0,C,909,2002,Operable,Y,909
721,0,0,0,C,2002,2002,Operable,Y,909
723,0,0,0,C,thn_2002,2002,Operable,Y,909
722,0,0,0,C,thn_909,2002,Operable,Y,909
724,0,0,0,N,395,2002,Operable,Y,395
725,0,0,0,C,395,2002,Operable,Y,395
726,0,0,0,C,2002,2002,Operable,Y,395
728,0,0,0,C,thn_2002,2002,Operable,Y,395
727,0,0,0,C,thn_395,2002,Operable,Y,395
729,0,0,0,N,606,2012,Operable,Y,606
730,0,0,0,C,606,2012,Operable,Y,606
731,0,0,0,C,2012,2012,Operable,Y,606
733,0,0,0,C,thn_2012,2012,Operable,Y,606
732,0,0,0,C,thn_606,2012,Operable,Y,606
734,0,0,0,N,663,2012,Operable,Y,663
735,0,0,0,C,663,2012,Operable,Y,663
736,0,0,0,C,2012,2012,Operable,Y,663
738,0,0,0,C,thn_2012,2012,Operable,Y,663
737,0,0,0,C,thn_663,2012,Operable,Y,663
739,0,0,0,N,716,2012,Operable,Y,716
740,0,0,0,C,716,2012,Operable,Y,716
741,0,0,0,C,2012,2012,Operable,Y,716
743,0,0,0,C,thn_2012,2012,Operable,Y,716
742,0,0,0,C,thn_716,2012,Operable,Y,716
744,0,0,0,N,2121,741,Riparian,N,2121
745,0,0,0,N,1017,2012,Operable,Y,1017
746,0,0,0,C,1017,2012,Operable,Y,1017
747,0,0,0,C,2012,2012,Operable,Y,1017
749,0,0,0,C,thn_2012,2012,Operable,Y,1017
748,0,0,0,C,thn_1017,2012,Operable,Y,1017
750,0,0,0,N,1017,1017,Reserve,N,1017
751,0,0,0,N,1037,1037,Reserve,N,1037
752,0,0,0,N,24,2002,Operable,Y,24
753,0,0,0,C,24,2002,Operable,Y,24
754,0,0,0,C,2002,2002,Operable,Y,24
756,0,0,0,C,thn_2002,2002,Operable,Y,24
755,0,0,0,C,thn_24,2002,Operable,Y,24
757,0,0,0,N,104,2012,Operable,Y,104
758,0,0,0,C,104,2012,Operable,Y,104
759,0,0,0,C,2012,2012,Operable,Y,104
761,0,0,0,C,thn_2012,2012,Operable,Y,104
760,0,0,0,C,thn_104,2012,Operable,Y,104
762,0,0,0,N,209,2002,Operable,Y,209
763,0,0,0,C,209,2002,Operable,Y,209
764,0,0,0,C,2002,2002,Operable,Y,209
766,0,0,0,C,thn_2002,2002,Operable,Y,209
765,0,0,0,C,thn_209,2002,Operable,Y,209
767,0,0,0,N,216,2012,Operable,Y,216
768,0,0,0,C,216,2012,Operable,Y,216
769,0,0,0,C,2012,2012,Operable,Y,216
771,0,0,0,C,thn_2012,2012,Operable,Y,216
770,0,0,0,C,thn_216,2012,Operable,Y,216
772,0,0,0,N,605,2012,Operable,Y,605
773,0,0,0,C,605,2012,Operable,Y,605
774,0,0,0,C,2012,2012,Operable,Y,605
776,0,0,0,C,thn_2012,2012,Operable,Y,605
775,0,0,0,C,thn_605,2012,Operable,Y,605
777,0,0,0,N,732,2002,Operable,Y,732
778,0,0,0,C,732,2002,Operable,Y,732
779,0,0,0,C,2002,2002,Operable,Y,732
781,0,0,0,C,thn_2002,2002,Operable,Y,732
780,0,0,0,C,thn_732,2002,Operable,Y,732
782,0,0,0,N,733,2022,Operable,Y,733
783,0,0,0,C,733,2022,Operable,Y,733
784,0,0,0,C,2022,2022,Operable,Y,733
786,0,0,0,C,thn_2022,2022,Operable,Y,733
785,0,0,0,C,thn_733,2022,Operable,Y,733
787,0,0,0,N,788,2002,Operable,Y,788
788,0,0,0,C,788,2002,Operable,Y,788
789,0,0,0,C,2002,2002,Operable,Y,788
791,0,0,0,C,thn_2002,2002,Operable,Y,788
790,0,0,0,C,thn_788,2002,Operable,Y,788
792,0,0,0,N,1020,2012,Operable,Y,1020
793,0,0,0,C,1020,2012,Operable,Y,1020
794,0,0,0,C,2012,2012,Operable,Y,1020
796,0,0,0,C,thn_2012,2012,Operable,Y,1020
795,0,0,0,C,thn_1020,2012,Operable,Y,1020
797,0,0,0,N,224,2012,Operable,Y,224
798,0,0,0,C,224,2012,Operable,Y,224
799,0,0,0,C,2012,2012,Operable,Y,224
801,0,0,0,C,thn_2012,2012,Operable,Y,224
800,0,0,0,C,thn_224,2012,Operable,Y,224
802,0,0,0,N,309,2012,Operable,Y,309
803,0,0,0,C,309,2012,Operable,Y,309
804,0,0,0,C,2012,2012,Operable,Y,309
806,0,0,0,C,thn_2012,2012,Operable,Y,309
805,0,0,0,C,thn_309,2012,Operable,Y,309
807,0,0,0,N,353,2002,Operable,Y,353
808,0,0,0,C,353,2002,Operable,Y,353
809,0,0,0,C,2002,2002,Operable,Y,353
811,0,0,0,C,thn_2002,2002,Operable,Y,353
810,0,0,0,C,thn_353,2002,Operable,Y,353
812,0,0,0,N,488,2002,Low Operability,N,488
813,0,0,0,C,488,2002,Low Operability,N,488
814,0,0,0,C,2002,2002,Low Operability,N,488
815,0,0,0,N,626,626,Reserve,N,626
816,0,0,0,N,731,2002,Operable,Y,731
817,0,0,0,C,731,2002,Operable,Y,731
818,0,0,0,C,2002,2002,Operable,Y,731
820,0,0,0,C,thn_2002,2002,Operable,Y,731
819,0,0,0,C,thn_731,2002,Operable,Y,731
821,0,0,0,N,767,2012,Operable,Y,767
822,0,0,0,C,767,2012,Operable,Y,767
823,0,0,0,C,2012,2012,Operable,Y,767
825,0,0,0,C,thn_2012,2012,Operable,Y,767
824,0,0,0,C,thn_767,2012,Operable,Y,767
826,0,0,0,N,378,2012,Operable,Y,378
827,0,0,0,C,378,2012,Operable,Y,378
828,0,0,0,C,2012,2012,Operable,Y,378
830,0,0,0,C,thn_2012,2012,Operable,Y,378
829,0,0,0,C,thn_378,2012,Operable,Y,378
831,0,0,0,N,532,2002,Operable,Y,532
832,0,0,0,C,532,2002,Operable,Y,532
833,0,0,0,C,2002,2002,Operable,Y,532
835,0,0,0,C,thn_2002,2002,Operable,Y,532
834,0,0,0,C,thn_532,2002,Operable,Y,532
836,0,0,0,N,536,2002,Operable,Y,536
837,0,0,0,C,536,2002,Operable,Y,536
838,0,0,0,C,2002,2002,Operable,Y,536
840,0,0,0,C,thn_2002,2002,Operable,Y,536
839,0,0,0,C,thn_536,2002,Operable,Y,536
841,0,0,0,N,547,2012,Operable,Y,547
842,0,0,0,C,547,2012,Operable,Y,547
843,0,0,0,C,2012,2012,Operable,Y,547
845,0,0,0,C,thn_2012,2012,Operable,Y,547
844,0,0,0,C,thn_547,2012,Operable,Y,547
846,0,0,0,N,575,2022,Low Operability,N,575
847,0,0,0,C,575,2022,Low Operability,N,575
848,0,0,0,C,2022,2022,Low Operability,N,575
849,0,0,0,N,699,2012,Operable,Y,699
850,0,0,0,C,699,2012,Operable,Y,699
851,0,0,0,C,2012,2012,Operable,Y,699
853,0,0,0,C,thn_2012,2012,Operable,Y,699
852,0,0,0,C,thn_699,2012,Operable,Y,699
854,0,0,0,N,855,2002,Operable,Y,855
855,0,0,0,C,855,2002,Operable,Y,855
856,0,0,0,C,2002,2002,Operable,Y,855
858,0,0,0,C,thn_2002,2002,Operable,Y,855
857,0,0,0,C,thn_855,2002,Operable,Y,855
859,0,0,0,N,878,878,Reserve,N,878
860,0,0,0,N,893,893,Reserve,N,893
861,0,0,0,N,955,2002,Operable,Y,955
862,0,0,0,C,955,2002,Operable,Y,955
863,0,0,0,C,2002,2002,Operable,Y,955
865,0,0,0,C,thn_2002,2002,Operable,Y,955
864,0,0,0,C,thn_955,2002,Operable,Y,955
866,0,0,0,N,996,2002,Operable,Y,996
867,0,0,0,C,996,2002,Operable,Y,996
868,0,0,0,C,2002,2002,Operable,Y,996
870,0,0,0,C,thn_2002,2002,Operable,Y,996
869,0,0,0,C,thn_996,2002,Operable,Y,996
871,0,0,0,N,1007,2002,Operable,Y,1007
872,0,0,0,C,1007,2002,Operable,Y,1007
873,0,0,0,C,2002,2002,Operable,Y,1007
875,0,0,0,C,thn_2002,2002,Operable,Y,1007
874,0,0,0,C,thn_1007,2002,Operable,Y,1007
876,0,0,0,N,228,228,Reserve,N,228
877,0,0,0,N,2121,411,Reserve,N,2121
878,0,0,0,N,413,413,Reserve,N,413
879,0,0,0,N,2101,842,Reserve,N,2101
880,0,0,0,N,1038,1038,Reserve,N,1038
881,0,0,0,N,217,2012,Operable,Y,217
882,0,0,0,C,217,2012,Operable,Y,217
883,0,0,0,C,2012,2012,Operable,Y,217
885,0,0,0,C,thn_2012,2012,Operable,Y,217
884,0,0,0,C,thn_217,2012,Operable,Y,217
886,0,0,0,N,574,2022,Low Operability,N,574
887,0,0,0,C,574,2022,Low Operability,N,574
888,0,0,0,C,2022,2022,Low Operability,N,574
889,0,0,0,N,1098,2002,Operable,Y,1098
890,0,0,0,C,1098,2002,Operable,Y,1098
891,0,0,0,C,2002,2002,Operable,Y,1098
893,0,0,0,C,thn_2002,2002,Operable,Y,1098
892,0,0,0,C,thn_1098,2002,Operable,Y,1098
894,0,0,0,N,276,2012,Operable,Y,276
895,0,0,0,C,276,2012,Operable,Y,276
896,0,0,0,C,2012,2012,Operable,Y,276
898,0,0,0,C,thn_2012,2012,Operable,Y,276
897,0,0,0,C,thn_276,2012,Operable,Y,276
899,0,0,0,N,308,2012,Operable,Y,308
900,0,0,0,C,308,2012,Operable,Y,308
901,0,0,0,C,2012,2012,Operable,Y,308
903,0,0,0,C,thn_2012,2012,Operable,Y,308
902,0,0,0,C,thn_308,2012,Operable,Y,308
904,0,0,0,N,503,2012,Operable,Y,503
905,0,0,0,C,503,2012,Operable,Y,503
906,0,0,0,C,2012,2012,Operable,Y,503
908,0,0,0,C,thn_2012,2012,Operable,Y,503
907,0,0,0,C,thn_503,2012,Operable,Y,503
909,0,0,0,N,890,890,Reserve,N,890
910,0,0,0,N,942,942,Reserve,N,942
911,0,0,0,N,967,2002,Operable,Y,967
912,0,0,0,C,967,2002,Operable,Y,967
913,0,0,0,C,2002,2002,Operable,Y,967
915,0,0,0,C,thn_2002,2002,Operable,Y,967
914,0,0,0,C,thn_967,2002,Operable,Y,967
916,0,0,0,N,973,2002,Operable,Y,973
917,0,0,0,C,973,2002,Operable,Y,973
918,0,0,0,C,2002,2002,Operable,Y,973
920,0,0,0,C,thn_2002,2002,Operable,Y,973
919,0,0,0,C,thn_973,2002,Operable,Y,973
921,0,0,0,N,979,2002,Operable,Y,979
922,0,0,0,C,979,2002,Operable,Y,979
923,0,0,0,C,2002,2002,Operable,Y,979
925,0,0,0,C,thn_2002,2002,Operable,Y,979
924,0,0,0,C,thn_979,2002,Operable,Y,979
926,0,0,0,N,982,2002,Operable,Y,982
927,0,0,0,C,982,2002,Operable,Y,982
928,0,0,0,C,2002,2002,Operable,Y,982
930,0,0,0,C,thn_2002,2002,Operable,Y,982
929,0,0,0,C,thn_982,2002,Operable,Y,982
931,0,0,0,N,377,2012,Operable,Y,377
932,0,0,0,C,377,2012,Operable,Y,377
933,0,0,0,C,2012,2012,Operable,Y,377
935,0,0,0,C,thn_2012,2012,Operable,Y,377
934,0,0,0,C,thn_377,2012,Operable,Y,377
936,0,0,0,N,484,2022,Operable,Y,484
937,0,0,0,C,484,2022,Operable,Y,484
938,0,0,0,C,2022,2022,Operable,Y,484
940,0,0,0,C,thn_2022,2022,Operable,Y,484
939,0,0,0,C,thn_484,2022,Operable,Y,484
941,0,0,0,N,611,2012,Operable,Y,611
942,0,0,0,C,611,2012,Operable,Y,611
943,0,0,0,C,2012,2012,Operable,Y,611
945,0,0,0,C,thn_2012,2012,Operable,Y,611
944,0,0,0,C,thn_611,2012,Operable,Y,611
946,0,0,0,N,669,2012,Operable,Y,669
947,0,0,0,C,669,2012,Operable,Y,669
948,0,0,0,C,2012,2012,Operable,Y,669
950,0,0,0,C,thn_2012,2012,Operable,Y,669
949,0,0,0,C,thn_669,2012,Operable,Y,669
951,0,0,0,N,705,2012,Operable,Y,705
952,0,0,0,C,705,2012,Operable,Y,705
953,0,0,0,C,2012,2012,Operable,Y,705
955,0,0,0,C,thn_2012,2012,Operable,Y,705
954,0,0,0,C,thn_705,2012,Operable,Y,705
956,0,0,0,N,713,2012,Operable,Y,713
957,0,0,0,C,713,2012,Operable,Y,713
958,0,0,0,C,2012,2012,Operable,Y,713
960,0,0,0,C,thn_2012,2012,Operable,Y,713
959,0,0,0,C,thn_713,2012,Operable,Y,713
961,0,0,0,N,845,2002,Operable,Y,845
962,0,0,0,C,845,2002,Operable,Y,845
963,0,0,0,C,2002,2002,Operable,Y,845
965,0,0,0,C,thn_2002,2002,Operable,Y,845
964,0,0,0,C,thn_845,2002,Operable,Y,845
966,0,0,0,N,868,868,Reserve,N,868
967,0,0,0,N,608,2012,Operable,Y,608
968,0,0,0,C,608,2012,Operable,Y,608
969,0,0,0,C,2012,2012,Operable,Y,608
971,0,0,0,C,thn_2012,2012,Operable,Y,608
970,0,0,0,C,thn_608,2012,Operable,Y,608
972,0,0,0,N,499,2022,Low Operability,N,499
973,0,0,0,C,499,2022,Low Operability,N,499
974,0,0,0,C,2022,2022,Low Operability,N,499
975,0,0,0,N,628,2002,Low Operability,N,628
976,0,0,0,C,628,2002,Low Operability,N,628
977,0,0,0,C,2002,2002,Low Operability,N,628
978,0,0,0,N,2104,2004,Low Operability,N,2104
979,0,0,0,C,2104,2004,Low Operability,N,2104
980,0,0,0,C,2004,2004,Low Operability,N,2104
981,0,0,0,N,681,2022,Operable,Y,681
982,0,0,0,C,681,2022,Operable,Y,681
983,0,0,0,C,2022,2022,Operable,Y,681
985,0,0,0,C,thn_2022,2022,Operable,Y,681
984,0,0,0,C,thn_681,2022,Operable,Y,681
986,0,0,0,N,758,2012,Low Operability,N,758
987,0,0,0,C,758,2012,Low Operability,N,758
988,0,0,0,C,2012,2012,Low Operability,N,758
989,0,0,0,N,916,2002,Operable,Y,916
990,0,0,0,C,916,2002,Operable,Y,916
991,0,0,0,C,2002,2002,Operable,Y,916
993,0,0,0,C,thn_2002,2002,Operable,Y,916
992,0,0,0,C,thn_916,2002,Operable,Y,916
994,0,0,0,N,2121,409,Reserve,N,2121
995,0,0,0,N,670,2012,Low Operability,N,670
996,0,0,0,C,670,2012,Low Operability,N,670
997,0,0,0,C,2012,2012,Low Operability,N,670
998,0,0,0,N,902,2002,Operable,Y,902
999,0,0,0,C,902,2002,Operable,Y,902
1000,0,0,0,C,2002,2002,Operable,Y,902
1002,0,0,0,C,thn_2002,2002,Operable,Y,902
1001,0,0,0,C,thn_902,2002,Operable,Y,902
1003,0,0,0,N,1012,2022,Operable,Y,1012
1004,0,0,0,C,1012,2022,Operable,Y,1012
1005,0,0,0,C,2022,2022,Operable,Y,1012
1007,0,0,0,C,thn_2022,2022,Operable,Y,1012
1006,0,0,0,C,thn_1012,2022,Operable,Y,1012
1008,0,0,0,N,10,2022,Operable,Y,10
1009,0,0,0,C,10,2022,Operable,Y,10
1010,0,0,0,C,2022,2022,Operable,Y,10
1012,0,0,0,C,thn_2022,2022,Operable,Y,10
1011,0,0,0,C,thn_10,2022,Operable,Y,10
1013,0,0,0,N,2101,627,Reserve,N,2101
1014,0,0,0,N,408,2013,Operable,Y,408
1015,0,0,0,C,408,2013,Operable,Y,408
1016,0,0,0,C,2013,2013,Operable,Y,408
1018,0,0,0,C,thn_2013,2013,Operable,Y,408
1017,0,0,0,C,thn_408,2013,Operable,Y,408
1019,0,0,0,N,478,2023,Low Operability,N,478
1020,0,0,0,C,478,2023,Low Operability,N,478
1021,0,0,0,C,2023,2023,Low Operability,N,478
1022,0,0,0,N,531,2023,Low Operability,N,531
1023,0,0,0,C,531,2023,Low Operability,N,531
1024,0,0,0,C,2023,2023,Low Operability,N,531
1025,0,0,0,N,655,2013,Operable,Y,655
1026,0,0,0,C,655,2013,Operable,Y,655
1027,0,0,0,C,2013,2013,Operable,Y,655
1029,0,0,0,C,thn_2013,2013,Operable,Y,655
1028,0,0,0,C,thn_655,2013,Operable,Y,655
1030,0,0,0,N,944,2003,Operable,Y,944
1031,0,0,0,C,944,2003,Operable,Y,944
1032,0,0,0,C,2003,2003,Operable,Y,944
1034,0,0,0,C,thn_2003,2003,Operable,Y,944
1033,0,0,0,C,thn_944,2003,Operable,Y,944
1035,0,0,0,N,83,2013,Operable,Y,83
1036,0,0,0,C,83,2013,Operable,Y,83
1037,0,0,0,C,2013,2013,Operable,Y,83
1039,0,0,0,C,thn_2013,2013,Operable,Y,83
1038,0,0,0,C,thn_83,2013,Operable,Y,83
1040,0,0,0,N,436,2013,Operable,Y,436
1041,0,0,0,C,436,2013,Operable,Y,436
1042,0,0,0,C,2013,2013,Operable,Y,436
1044,0,0,0,C,thn_2013,2013,Operable,Y,436
1043,0,0,0,C,thn_436,2013,Operable,Y,436
1045,0,0,0,N,78,2023,Operable,Y,78
1046,0,0,0,C,78,2023,Operable,Y,78
1047,0,0,0,C,2023,2023,Operable,Y,78
1049,0,0,0,C,thn_2023,2023,Operable,Y,78
1048,0,0,0,C,thn_78,2023,Operable,Y,78
1050,0,0,0,N,137,2003,Operable,Y,137
1051,0,0,0,C,137,2003,Operable,Y,137
1052,0,0,0,C,2003,2003,Operable,Y,137
1054,0,0,0,C,thn_2003,2003,Operable,Y,137
1053,0,0,0,C,thn_137,2003,Operable,Y,137
1055,0,0,0,N,185,2013,Operable,Y,185
1056,0,0,0,C,185,2013,Operable,Y,185
1057,0,0,0,C,2013,2013,Operable,Y,185
1059,0,0,0,C,thn_2013,2013,Operable,Y,185
1058,0,0,0,C,thn_185,2013,Operable,Y,185
1060,0,0,0,N,442,2013,Operable,Y,442
1061,0,0,0,C,442,2013,Operable,Y,442
1062,0,0,0,C,2013,2013,Operable,Y,442
1064,0,0,0,C,thn_2013,2013,Operable,Y,442
1063,0,0,0,C,thn_442,2013,Operable,Y,442
1065,0,0,0,N,540,2003,Operable,Y,540
1066,0,0,0,C,540,2003,Operable,Y,540
1067,0,0,0,C,2003,2003,Operable,Y,540
1069,0,0,0,C,thn_2003,2003,Operable,Y,540
1068,0,0,0,C,thn_540,2003,Operable,Y,540
1070,0,0,0,N,563,2013,Low Operability,N,563
1071,0,0,0,C,563,2013,Low Operability,N,563
1072,0,0,0,C,2013,2013,Low Operability,N,563
1073,0,0,0,N,888,2013,Operable,Y,888
1074,0,0,0,C,888,2013,Operable,Y,888
1075,0,0,0,C,2013,2013,Operable,Y,888
1077,0,0,0,C,thn_2013,2013,Operable,Y,888
1076,0,0,0,C,thn_888,2013,Operable,Y,888
1078,0,0,0,N,949,2003,Operable,Y,949
1079,0,0,0,C,949,2003,Operable,Y,949
1080,0,0,0,C,2003,2003,Operable,Y,949
1082,0,0,0,C,thn_2003,2003,Operable,Y,949
1081,0,0,0,C,thn_949,2003,Operable,Y,949
1083,0,0,0,N,144,2013,Operable,Y,144
1084,0,0,0,C,144,2013,Operable,Y,144
1085,0,0,0,C,2013,2013,Operable,Y,144
1087,0,0,0,C,thn_2013,2013,Operable,Y,144
1086,0,0,0,C,thn_144,2013,Operable,Y,144
1088,0,0,0,N,175,2023,Low Operability,N,175
1089,0,0,0,C,175,2023,Low Operability,N,175
1090,0,0,0,C,2023,2023,Low Operability,N,175
1091,0,0,0,N,2111,524,Reserve,N,2111
1092,0,0,0,N,546,2013,Operable,Y,546
