track,treatment,begin_age,end_age,au_id,origin,statecode,newtrack,natural_hw_share_pct,treated_hw_share_pct,missing_hw_in_treated_bootstrap,ct_intensity_dependency,audit_flags
2722,CT40,40,44,cwh_dm_x_cw_hw,treated,FM,2741,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
2722,CT45,45,49,cwh_dm_x_cw_hw,treated,FM,19500,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
2748,CT35,35,39,cwh_vm_2_cw_fdc,treated,EM,19501,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2748,CT40,40,44,cwh_vm_2_cw_fdc,treated,EM,2756,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2748,CT45,45,49,cwh_vm_2_cw_fdc,treated,EM,19502,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2749,CT35,35,39,cwh_vm_2_cw_fdc,treated,FM,19503,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2749,CT40,40,44,cwh_vm_2_cw_fdc,treated,FM,2768,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2749,CT45,45,49,cwh_vm_2_cw_fdc,treated,FM,19504,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2775,CT35,35,39,cwh_vm_2_cw_fdc,treated,EM,19505,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2775,CT40,40,44,cwh_vm_2_cw_fdc,treated,EM,2783,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2775,CT45,45,49,cwh_vm_2_cw_fdc,treated,EM,19506,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2776,CT35,35,39,cwh_vm_2_cw_fdc,treated,FM,19507,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2776,CT40,40,44,cwh_vm_2_cw_fdc,treated,FM,2795,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
2776,CT45,45,49,cwh_vm_2_cw_fdc,treated,FM,19508,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3000,CT35,35,39,cwh_vm_1_cw_hw,natural,EN,19509,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
3000,CT40,40,44,cwh_vm_1_cw_hw,natural,EN,3008,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
3000,CT45,45,49,cwh_vm_1_cw_hw,natural,EN,19510,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
3001,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19511,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3001,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,3020,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3001,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19512,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3228,CT35,35,39,cwh_dm_x_cw_dr,treated,EM,19513,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3228,CT40,40,44,cwh_dm_x_cw_dr,treated,EM,3236,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3228,CT45,45,49,cwh_dm_x_cw_dr,treated,EM,19514,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3229,CT35,35,39,cwh_dm_x_cw_dr,treated,FM,19515,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3229,CT40,40,44,cwh_dm_x_cw_dr,treated,FM,3248,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3229,CT45,45,49,cwh_dm_x_cw_dr,treated,FM,19516,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3336,CT35,35,39,cwh_vm_2_cw_fdc,treated,EM,19517,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3336,CT40,40,44,cwh_vm_2_cw_fdc,treated,EM,3344,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3336,CT45,45,49,cwh_vm_2_cw_fdc,treated,EM,19518,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3337,CT35,35,39,cwh_vm_2_cw_fdc,treated,FM,19519,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3337,CT40,40,44,cwh_vm_2_cw_fdc,treated,FM,3356,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3337,CT45,45,49,cwh_vm_2_cw_fdc,treated,FM,19520,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3393,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19521,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3393,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,3401,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3393,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19522,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3394,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19523,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3394,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,3413,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3394,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19524,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3479,CT35,35,39,cwh_vm_1_cw_fdc,treated,EM,19525,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3479,CT40,40,44,cwh_vm_1_cw_fdc,treated,EM,3487,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3479,CT45,45,49,cwh_vm_1_cw_fdc,treated,EM,19526,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3480,CT35,35,39,cwh_vm_1_cw_fdc,treated,FM,19527,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3480,CT40,40,44,cwh_vm_1_cw_fdc,treated,FM,3499,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3480,CT45,45,49,cwh_vm_1_cw_fdc,treated,FM,19528,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3588,CT35,35,39,cwh_vm_1_cw_fdc,treated,EM,19529,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3588,CT40,40,44,cwh_vm_1_cw_fdc,treated,EM,3596,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3588,CT45,45,49,cwh_vm_1_cw_fdc,treated,EM,19530,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3589,CT35,35,39,cwh_vm_1_cw_fdc,treated,FM,19531,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3589,CT40,40,44,cwh_vm_1_cw_fdc,treated,FM,3608,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3589,CT45,45,49,cwh_vm_1_cw_fdc,treated,FM,19532,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3807,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19533,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3807,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,3815,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3807,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19534,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3808,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19535,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3808,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,3827,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3808,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19536,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
3969,CT35,35,39,cwh_vm_1_cw_fdc,treated,EM,19537,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3969,CT40,40,44,cwh_vm_1_cw_fdc,treated,EM,3977,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3969,CT45,45,49,cwh_vm_1_cw_fdc,treated,EM,19538,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3970,CT35,35,39,cwh_vm_1_cw_fdc,treated,FM,19539,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3970,CT40,40,44,cwh_vm_1_cw_fdc,treated,FM,3989,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
3970,CT45,45,49,cwh_vm_1_cw_fdc,treated,FM,19540,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4050,CT35,35,39,cwh_dm_x_cw_fdc,treated,EM,19541,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4050,CT40,40,44,cwh_dm_x_cw_fdc,treated,EM,4058,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4050,CT45,45,49,cwh_dm_x_cw_fdc,treated,EM,19542,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4051,CT35,35,39,cwh_dm_x_cw_fdc,treated,FM,19543,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4051,CT40,40,44,cwh_dm_x_cw_fdc,treated,FM,4070,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4051,CT45,45,49,cwh_dm_x_cw_fdc,treated,FM,19544,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4217,CT35,35,39,cwh_vm_1_cw_fdc,treated,EM,19545,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4217,CT40,40,44,cwh_vm_1_cw_fdc,treated,EM,4225,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4217,CT45,45,49,cwh_vm_1_cw_fdc,treated,EM,19546,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4218,CT35,35,39,cwh_vm_1_cw_fdc,treated,FM,19547,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4218,CT40,40,44,cwh_vm_1_cw_fdc,treated,FM,4237,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4218,CT45,45,49,cwh_vm_1_cw_fdc,treated,FM,19548,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4244,CT35,35,39,cwh_vm_1_cw_fdc,treated,EM,19549,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4244,CT40,40,44,cwh_vm_1_cw_fdc,treated,EM,4252,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4244,CT45,45,49,cwh_vm_1_cw_fdc,treated,EM,19550,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4245,CT35,35,39,cwh_vm_1_cw_fdc,treated,FM,19551,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4245,CT40,40,44,cwh_vm_1_cw_fdc,treated,FM,4264,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4245,CT45,45,49,cwh_vm_1_cw_fdc,treated,FM,19552,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4352,CT35,35,39,cwh_vm_2_cw_hw,natural,EN,19553,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4352,CT40,40,44,cwh_vm_2_cw_hw,natural,EN,4360,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4352,CT45,45,49,cwh_vm_2_cw_hw,natural,EN,19554,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4353,CT35,35,39,cwh_vm_2_cw_hw,treated,FM,19555,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4353,CT40,40,44,cwh_vm_2_cw_hw,treated,FM,4372,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4353,CT45,45,49,cwh_vm_2_cw_hw,treated,FM,19556,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4380,CT35,35,39,cwh_vm_2_cw_hw,natural,EN,19557,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4380,CT40,40,44,cwh_vm_2_cw_hw,natural,EN,4388,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4380,CT45,45,49,cwh_vm_2_cw_hw,natural,EN,19558,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4381,CT35,35,39,cwh_vm_2_cw_hw,treated,FM,19559,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4381,CT40,40,44,cwh_vm_2_cw_hw,treated,FM,4400,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4381,CT45,45,49,cwh_vm_2_cw_hw,treated,FM,19560,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4695,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19561,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4695,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,4703,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4695,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19562,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4696,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19563,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4696,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,4715,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4696,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19564,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4944,CT35,35,39,cwh_vm_2_cw_fdc,treated,EM,19565,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4944,CT40,40,44,cwh_vm_2_cw_fdc,treated,EM,4952,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4944,CT45,45,49,cwh_vm_2_cw_fdc,treated,EM,19566,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4945,CT35,35,39,cwh_vm_2_cw_fdc,treated,FM,19567,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4945,CT40,40,44,cwh_vm_2_cw_fdc,treated,FM,4964,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4945,CT45,45,49,cwh_vm_2_cw_fdc,treated,FM,19568,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
4998,CT35,35,39,cwh_vm_1_cw_hw,natural,EN,19569,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4998,CT40,40,44,cwh_vm_1_cw_hw,natural,EN,5006,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4998,CT45,45,49,cwh_vm_1_cw_hw,natural,EN,19570,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
4999,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19571,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4999,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,5018,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
4999,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19572,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5139,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19573,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5139,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,5147,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5139,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19574,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5140,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19575,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5140,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,5159,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5140,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19576,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5166,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19577,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5166,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,5174,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5166,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19578,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5167,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19579,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5167,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,5186,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5167,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19580,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5388,CT35,35,39,cwh_vm_2_cw_fdc,treated,EM,19581,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5388,CT40,40,44,cwh_vm_2_cw_fdc,treated,EM,5396,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5388,CT45,45,49,cwh_vm_2_cw_fdc,treated,EM,19582,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5389,CT35,35,39,cwh_vm_2_cw_fdc,treated,FM,19583,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5389,CT40,40,44,cwh_vm_2_cw_fdc,treated,FM,5408,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5389,CT45,45,49,cwh_vm_2_cw_fdc,treated,FM,19584,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5415,CT35,35,39,cwh_vm_2_cw_fdc,treated,EM,19585,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5415,CT40,40,44,cwh_vm_2_cw_fdc,treated,EM,5423,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5415,CT45,45,49,cwh_vm_2_cw_fdc,treated,EM,19586,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5416,CT35,35,39,cwh_vm_2_cw_fdc,treated,FM,19587,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5416,CT40,40,44,cwh_vm_2_cw_fdc,treated,FM,5435,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5416,CT45,45,49,cwh_vm_2_cw_fdc,treated,FM,19588,0.000000,0.000000,false,current_treated_species_mix_has_no_hw_gap,
5496,CT35,35,39,cwh_dm_x_cw_hw,natural,EN,19589,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
5496,CT40,40,44,cwh_dm_x_cw_hw,natural,EN,5504,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
5496,CT45,45,49,cwh_dm_x_cw_hw,natural,EN,19590,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
5497,CT35,35,39,cwh_dm_x_cw_hw,treated,FM,19591,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5497,CT40,40,44,cwh_dm_x_cw_hw,treated,FM,5516,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5497,CT45,45,49,cwh_dm_x_cw_hw,treated,FM,19592,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5550,CT35,35,39,cwh_dm_x_cw_hw,natural,EN,19593,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
5550,CT40,40,44,cwh_dm_x_cw_hw,natural,EN,5558,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
5550,CT45,45,49,cwh_dm_x_cw_hw,natural,EN,19594,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,natural_ct_row_has_hw_available_for_removal
5551,CT35,35,39,cwh_dm_x_cw_hw,treated,FM,19595,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5551,CT40,40,44,cwh_dm_x_cw_hw,treated,FM,5570,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5551,CT45,45,49,cwh_dm_x_cw_hw,treated,FM,19596,32.440811,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5577,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19597,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5577,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,5585,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5577,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19598,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5578,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19599,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5578,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,5597,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5578,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19600,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5662,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19601,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5662,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,5670,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5662,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19602,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5663,CT35,35,39,cwh_vm_1_cw_hw,treated,FM,19603,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5663,CT40,40,44,cwh_vm_1_cw_hw,treated,FM,5682,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5663,CT45,45,49,cwh_vm_1_cw_hw,treated,FM,19604,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5880,CT35,35,39,cwh_vm_2_cw_hw,treated,EM,19605,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5880,CT40,40,44,cwh_vm_2_cw_hw,treated,EM,5888,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5880,CT45,45,49,cwh_vm_2_cw_hw,treated,EM,19606,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5881,CT35,35,39,cwh_vm_2_cw_hw,treated,FM,19607,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5881,CT40,40,44,cwh_vm_2_cw_hw,treated,FM,5900,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
5881,CT45,45,49,cwh_vm_2_cw_hw,treated,FM,19608,27.648129,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
6180,CT35,35,39,cwh_vm_1_cw_hw,treated,EM,19609,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
6180,CT40,40,44,cwh_vm_1_cw_hw,treated,EM,6188,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
6180,CT45,45,49,cwh_vm_1_cw_hw,treated,EM,19610,28.266992,0.000000,true,requires_planted_hw_ingrowth_fix,treated_ct_row_cannot_remove_natural_hw_until_ingrowth_fixed
