treatment,au_count,max_implemented_cw_product_fraction,min_implemented_hw_product_fraction,max_implemented_hw_product_fraction,max_implemented_fd_product_fraction
CT35,26,0.0,0.6666666666666666,0.7444444444444445,0.33333333333333337
CT40,26,0.0,0.6666666666666666,0.7444444444444445,0.33333333333333337
CT45,26,0.0,0.6666666666666666,0.7444444444444445,0.33333333333333337
