origin_lane,source_name,au_id,species_bucket,share_pct,share_class
natural,stand_au_assignment,cwh_dm_x_cw_dr,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Cw,35.78064830143382,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Dr,28.87318879048653,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Fd,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Oth,35.34616290807965,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_dr,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Cw,48.71077120353998,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Fd,30.97712842232656,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Oth,20.31210037413346,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_fdc,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Cw,53.208648951719304,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Fd,0.0,zero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Hw,32.440810931890354,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Oth,14.35054011639033,nonzero
natural,stand_au_assignment,cwh_dm_x_cw_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_act,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_act,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_act,Dec,9.906858640788348,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_act,Dr,64.62119883115791,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_act,Fd,4.440085088337987,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_act,Hw,2.514808111608735,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_act,Oth,18.517049328107017,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_act,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Cw,22.39438208864041,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Dr,60.81480070545895,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Fd,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Oth,16.790817205900634,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Dec,21.711887496732718,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Dr,59.01447392335236,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Fd,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Oth,19.273638579914916,nonzero
natural,stand_au_assignment,cwh_dm_x_dr_mb,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Cw,23.706951754482326,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Fd,60.83283508369076,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Oth,15.460213161826907,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Dr,25.78212577704852,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Fd,49.400626411022344,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Oth,24.817247811929132,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_dr,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Dec,0.044782022055432795,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Fd,64.17382947110168,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Hw,26.127424804957116,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Oth,9.653963701885763,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Fd,100.0,nonzero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Hw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Oth,0.0,zero
natural,stand_au_assignment,cwh_dm_x_fdc_x,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Ba,10.0,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Dec,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Fd,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Hw,80.0,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Oth,10.0,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_ba,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Cw,22.35994712467359,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Dec,1.5967457435737118,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Dr,1.4214732269287753,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Fd,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Hw,61.30689345366801,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Oth,13.314940451155909,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Ba,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Cw,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Dec,0.050749499505835856,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Dr,0.0,zero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Fd,30.354151255170365,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Hw,54.529255271641716,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Oth,15.065843973682084,nonzero
natural,stand_au_assignment,cwh_dm_x_hw_fdc,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Cw,48.09460542879147,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Fd,36.37887907951089,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Hw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Oth,15.526515491697646,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_fdc,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Ba,2.0751954314308914,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Cw,56.95161753819667,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Dr,1.1706543898735364,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Hw,28.26699189788029,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Oth,11.186920836534165,nonzero
natural,stand_au_assignment,cwh_vm_1_cw_hw,Yc,0.3486199060844393,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Cw,6.3638204251652395,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Dec,1.3101890464294508,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Dr,56.34580335825674,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Fd,0.3960841055711776,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Hw,14.239029666688182,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Oth,21.345073397889212,nonzero
natural,stand_au_assignment,cwh_vm_1_dr_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Cw,29.645206977090755,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Fd,59.666713689171026,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Hw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Oth,10.688079333738232,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Dec,3.6066634654979586,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Fd,63.294934787022406,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Hw,23.687695141453137,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Oth,9.410706606026494,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Fd,100.0,nonzero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Hw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Oth,0.0,zero
natural,stand_au_assignment,cwh_vm_1_fdc_x,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Ba,20.0,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Hw,60.0,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Oth,20.0,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_ba,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Cw,28.04865331610745,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Hw,61.04721613569778,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Oth,10.904130548194765,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Fd,31.962475918192617,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Hw,56.46842976949483,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Oth,11.569094312312545,nonzero
natural,stand_au_assignment,cwh_vm_1_hw_fdc,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Ba,60.0,nonzero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Cw,24.401866805453977,nonzero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Hw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Oth,15.598133194546024,nonzero
natural,stand_au_assignment,cwh_vm_2_ba_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Ba,41.52581560124042,nonzero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Hw,38.47418439875959,nonzero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Oth,20.000000000000004,nonzero
natural,stand_au_assignment,cwh_vm_2_ba_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Cw,42.949670578805176,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Fd,29.796539145548028,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Hw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Oth,27.253790275646793,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_fdc,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Ba,1.595006193056999,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Cw,52.3952874995484,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Dec,2.3653609711824375,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Dr,6.032809092319123,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Hw,27.648129358894412,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Oth,9.963406884998621,nonzero
natural,stand_au_assignment,cwh_vm_2_cw_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Cw,27.79080367724079,nonzero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Fd,61.208806968763405,nonzero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Hw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Oth,11.000389353995804,nonzero
natural,stand_au_assignment,cwh_vm_2_fdc_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Fd,61.19475316815792,nonzero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Hw,29.04651680224037,nonzero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Oth,9.758730029601717,nonzero
natural,stand_au_assignment,cwh_vm_2_fdc_hw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Ba,28.629252701081654,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Hw,53.55649985597255,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Oth,17.814247442945796,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_ba,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Cw,21.896530273185956,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Dec,0.08814557726644444,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Dr,0.8326289208875024,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Fd,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Hw,68.15376739751989,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Oth,9.028927831140225,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_cw,Yc,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Ba,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Cw,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Dec,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Dr,0.0,zero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Fd,23.56524811024997,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Hw,66.12069812711222,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Oth,10.314053762637805,nonzero
natural,stand_au_assignment,cwh_vm_2_hw_fdc,Yc,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Ba,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Cw,45.0,nonzero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Dec,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Dr,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Fd,45.0,nonzero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Hw,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Oth,10.0,nonzero
treated,managed_bootstrap,cwh_dm_x_cw_dr,Yc,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_fdc,Ba,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_fdc,Cw,45.0,nonzero
treated,managed_bootstrap,cwh_dm_x_cw_fdc,Dec,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_fdc,Dr,0.0,zero
treated,managed_bootstrap,cwh_dm_x_cw_fdc,Fd,45.0,nonzero
