Curve_ID,Age,Value
Yield_1007,80,441.51968
Yield_1007,90,504.95441
Yield_1007,100,540.08191
Yield_1007,110,564.70111
Yield_1007,120,586.09009
Yield_1007,130,594.04291
Yield_1007,140,592.39661
Yield_1007,150,581.40356
Yield_1007,160,563.8645
Yield_1007,170,547.4152799999998
Yield_1007,180,534.17078
Yield_1007,190,524.6792
Yield_1007,200,519.2625099999998
Yield_1007,210,515.65112
Yield_1007,220,512.96619
Yield_1007,230,510.3295
Yield_1007,240,507.7381
Yield_1007,250,505.18939000000006
Yield_1007,260,502.68121
Yield_1007,270,500.21109
Yield_1007,280,497.77753
Yield_1007,290,495.37848
Yield_1007,300,493.01212
Yield_1007,310,490.67731
Yield_1007,320,488.37241
Yield_1007,330,486.0965
Yield_1007,340,483.84821
Yield_1007,350,481.62628
Yield_1008,0,0.0
Yield_1008,10,0.0
Yield_1008,20,0.0
Yield_1008,30,19.4452
Yield_1008,40,89.35909000000002
Yield_1008,50,137.62979
Yield_1008,60,161.70941000000005
Yield_1008,70,181.74361
Yield_1008,80,198.28400000000002
Yield_1008,90,211.82932
Yield_1008,100,222.8055
Yield_1008,110,231.5757
Yield_1008,120,236.11829
Yield_1008,130,236.4424
Yield_1008,140,233.63809
Yield_1008,150,227.88809
Yield_1008,160,220.26649
Yield_1008,170,213.07199
Yield_1008,180,206.99208
Yield_1008,190,202.21658
Yield_1008,200,198.84871
Yield_1008,210,196.30801
Yield_1008,220,194.14331
Yield_1008,230,192.2596
Yield_1008,240,190.95259
Yield_1008,250,189.6613
Yield_1008,260,188.3844
Yield_1008,270,187.12231
Yield_1008,280,185.87379
Yield_1008,290,184.6384
Yield_1008,300,183.41591
Yield_1008,310,182.20581
Yield_1008,320,181.0074
Yield_1008,330,179.8208
Yield_1008,340,178.64549
Yield_1008,350,177.4809
Yield_1009,0,0.0
Yield_1009,10,0.0
Yield_1009,20,20.6382
Yield_1009,30,155.7439
Yield_1009,40,309.09558
Yield_1009,50,395.4859
Yield_1009,60,443.34943
Yield_1009,70,479.60431
Yield_1009,80,507.61093
Yield_1009,90,537.01318
Yield_1009,100,568.28918
Yield_1009,110,595.4504400000002
Yield_1009,120,611.71527
Yield_1009,130,615.68579
Yield_1009,140,610.203
Yield_1009,150,596.03143
Yield_1009,160,576.1240799999998
Yield_1009,170,557.79395
Yield_1009,180,543.35522
Yield_1009,190,533.1168200000002
Yield_1009,200,527.24823
Yield_1009,210,524.0316799999998
Yield_1009,220,522.10498
Yield_1009,230,520.19922
Yield_1009,240,518.3136
Yield_1009,250,516.4469
Yield_1009,260,514.59869
Yield_1009,270,512.76801
Yield_1009,280,510.95428
Yield_1009,290,509.1568
Yield_1009,300,507.37512
Yield_1009,310,505.60791
Yield_1009,320,503.85571
Yield_1009,330,502.11743
Yield_1009,340,500.39282
Yield_1009,350,498.681
Yield_101,0,0.0
Yield_101,10,0.0
Yield_101,20,5.2005
Yield_101,30,104.4193
Yield_101,40,236.22891
Yield_101,50,360.69489
Yield_101,60,472.19073
Yield_101,70,517.49023
Yield_101,80,550.85773
Yield_101,90,579.8702400000002
Yield_101,100,617.8559
Yield_101,110,650.03735
Yield_101,120,668.18109
Yield_101,130,672.7758200000002
Yield_101,140,667.0179400000002
Yield_101,150,651.58838
Yield_101,160,630.03857
Yield_101,170,610.55176
Yield_101,180,595.0219099999998
Yield_101,190,583.91846
Yield_101,200,577.5105
Yield_101,210,573.34668
Yield_101,220,570.03809
Yield_101,230,566.77722
Yield_101,240,563.56201
Yield_101,250,560.3903799999998
Yield_101,260,557.2601900000002
Yield_101,270,554.1695599999998
Yield_101,280,551.1168200000002
Yield_101,290,548.1007099999998
Yield_101,300,545.11938
Yield_101,310,542.17169
Yield_101,320,539.25629
Yield_101,330,536.37238
Yield_101,340,533.51843
Yield_101,350,530.6936599999998
Yield_1010,0,0.0
Yield_1010,10,0.0
Yield_1010,20,43.756
Yield_1010,30,210.73849
Yield_1010,40,321.69733
Yield_1010,50,383.35452
Yield_1010,60,431.4646
Yield_1010,70,469.82159
Yield_1010,80,503.27881
Yield_1010,90,540.7948
Yield_1010,100,573.89264
Yield_1010,110,602.9230299999998
Yield_1010,120,620.86151
Yield_1010,130,626.6138900000002
Yield_1010,140,622.94537
Yield_1010,150,610.47882
Yield_1010,160,592.16248
Yield_1010,170,575.6073
Yield_1010,180,562.82416
Yield_1010,190,554.20074
Yield_1010,200,549.97266
Yield_1010,210,548.1184099999998
Yield_1010,220,547.14825
Yield_1010,230,546.18512
Yield_1010,240,545.22839
Yield_1010,250,544.27802
Yield_1010,260,543.33325
Yield_1010,270,542.39441
Yield_1010,280,541.46106
Yield_1010,290,540.53271
Yield_1010,300,539.6095
Yield_1010,310,538.69092
Yield_1010,320,537.7764900000002
Yield_1010,330,536.8668200000002
Yield_1010,340,535.96143
Yield_1010,350,535.06
Yield_1011,0,0.0
Yield_1011,10,0.0
Yield_1011,20,4.0474
Yield_1011,30,76.14480999999998
Yield_1011,40,169.1996
Yield_1011,50,222.8129
Yield_1011,60,254.47461
Yield_1011,70,279.2999
Yield_1011,80,298.57001
Yield_1011,90,313.23309
Yield_1011,100,324.10489
Yield_1011,110,332.7334
Yield_1011,120,341.87869
Yield_1011,130,344.2265
Yield_1011,140,341.38898
Yield_1011,150,333.78
Yield_1011,160,323.12851
Yield_1011,170,313.5455
Yield_1011,180,305.9588
Yield_1011,190,300.6011
Yield_1011,200,297.60779
Yield_1011,210,295.7363
Yield_1011,220,294.267
Yield_1011,230,292.81381
Yield_1011,240,291.37579
Yield_1011,250,289.9527
Yield_1011,260,288.54358
Yield_1011,270,287.14819
Yield_1011,280,285.76599
Yield_1011,290,284.39639
Yield_1011,300,283.03909
Yield_1011,310,281.6937
Yield_1011,320,280.35962
Yield_1011,330,279.03659
Yield_1011,340,277.7243
Yield_1011,350,276.42261
Yield_1012,0,0.0
Yield_1012,10,0.0
Yield_1012,20,0.0
Yield_1012,30,50.1575
Yield_1012,40,144.8181
Yield_1012,50,240.78162000000003
Yield_1012,60,327.6474
Yield_1012,70,404.34232
Yield_1012,80,471.04602
Yield_1012,90,514.1632099999998
Yield_1012,100,538.24414
Yield_1012,110,558.19983
Yield_1012,120,576.8656
Yield_1012,130,583.43872
Yield_1012,140,580.61316
Yield_1012,150,568.46594
Yield_1012,160,550.2504299999998
Yield_1012,170,533.3418
Yield_1012,180,519.69958
Yield_1012,190,509.80273
Yield_1012,200,503.92719000000005
Yield_1012,210,499.92059000000006
Yield_1012,220,496.81171
Yield_1012,230,493.74731
Yield_1012,240,490.72501
Yield_1012,250,487.74399000000005
Yield_1012,260,484.80319
Yield_1012,270,481.90109
Yield_1012,280,479.03748
Yield_1012,290,476.21149
Yield_1012,300,473.4224200000001
Yield_1012,310,470.66998
Yield_1012,320,467.9537
Yield_1012,330,465.27341
Yield_1012,340,462.6286
Yield_1012,350,460.01892
Yield_1013,0,0.0
Yield_1013,10,0.0
Yield_1013,20,0.1891
Yield_1013,30,74.072
Yield_1013,40,186.3217
Yield_1013,50,296.5011
Yield_1013,60,394.87921
Yield_1013,70,481.28232
Yield_1013,80,557.01239
Yield_1013,90,623.41846
Yield_1013,100,675.80908
Yield_1013,110,711.06012
Yield_1013,120,740.83057
Yield_1013,130,765.95599
Yield_1013,140,758.30548
Yield_1013,150,739.44373
Yield_1013,160,713.29065
Yield_1013,170,688.6944599999998
Yield_1013,180,669.16479
Yield_1013,190,655.01959
Yield_1013,200,646.41431
Yield_1013,210,641.41345
Yield_1013,220,638.58752
Yield_1013,230,635.80078
Yield_1013,240,633.05103
Yield_1013,250,630.3363
Yield_1013,260,627.65479
Yield_1013,270,625.0047
Yield_1013,280,622.38464
Yield_1013,290,619.79346
Yield_1013,300,617.22949
Yield_1013,310,614.69183
Yield_1013,320,612.1793200000002
Yield_1013,330,609.69073
Yield_1013,340,607.2254
Yield_1013,350,604.78235
Yield_1014,0,0.0
Yield_1014,10,0.0
Yield_1014,20,26.8553
Yield_1014,30,196.48221
Yield_1014,40,271.75452
Yield_1014,50,324.1572
Yield_1014,60,364.12808
Yield_1014,70,395.26016
Yield_1014,80,420.15652
Yield_1014,90,448.69598
Yield_1014,100,475.42151
Yield_1014,110,498.79218
Yield_1014,120,513.2807
Yield_1014,130,517.51202
Yield_1014,140,513.82318
Yield_1014,150,502.85959
Yield_1014,160,487.0274
Yield_1014,170,472.48871
Yield_1014,180,461.17059000000006
Yield_1014,190,453.35062
Yield_1014,200,449.18762
Yield_1014,210,447.1976
Yield_1014,220,446.1844200000001
Yield_1014,230,445.1846900000001
Yield_1014,240,444.1969
Yield_1014,250,443.22119
Yield_1014,260,442.25659
Yield_1014,270,441.30258
Yield_1014,280,440.35861
Yield_1014,290,439.4245
Yield_1014,300,438.49939000000006
Yield_1014,310,437.5834
Yield_1014,320,436.6756
Yield_1014,330,435.776
Yield_1014,340,434.88422
Yield_1014,350,433.99988
Yield_1015,0,0.0
Yield_1015,10,0.0
Yield_1015,20,43.2963
Yield_1015,30,258.96332
Yield_1015,40,349.2920200000001
Yield_1015,50,418.86539
Yield_1015,60,473.42699999999996
Yield_1015,70,520.92529
Yield_1015,80,568.5670200000002
Yield_1015,90,609.87415
Yield_1015,100,645.98993
Yield_1015,110,677.50323
Yield_1015,120,696.70538
Yield_1015,130,701.90076
Yield_1015,140,696.2948
Yield_1015,150,680.7699
Yield_1015,160,658.7004400000002
Yield_1015,170,638.4292
Yield_1015,180,622.60437
Yield_1015,190,611.59021
Yield_1015,200,605.5905799999998
Yield_1015,210,602.6664400000002
Yield_1015,220,601.1994599999998
Yield_1015,230,599.74438
Yield_1015,240,598.29987
Yield_1015,250,596.8656599999998
Yield_1015,260,595.44147
Yield_1015,270,594.02679
Yield_1015,280,592.62073
Yield_1015,290,591.22302
Yield_1015,300,589.83331
Yield_1015,310,588.45093
Yield_1015,320,587.07599
Yield_1015,330,585.70782
Yield_1015,340,584.3461900000002
Yield_1015,350,582.99091
Yield_1016,0,0.0
Yield_1016,10,0.0
Yield_1016,20,0.2236
Yield_1016,30,88.1277
Yield_1016,40,219.7251
Yield_1016,50,333.61199999999997
Yield_1016,60,383.32642
Yield_1016,70,422.16541
Yield_1016,80,452.30911
Yield_1016,90,475.46481
Yield_1016,100,492.95547
Yield_1016,110,505.06799
Yield_1016,120,511.75284000000005
Yield_1016,130,516.27368
Yield_1016,140,512.7796599999998
Yield_1016,150,501.62354000000005
Yield_1016,160,485.5827
Yield_1016,170,470.98773
Yield_1016,180,459.37671
Yield_1016,190,451.12799
Yield_1016,200,446.4621
Yield_1016,210,443.51871
Yield_1016,220,441.26221
Yield_1016,230,439.03412
Yield_1016,240,436.83307
Yield_1016,250,434.65781
Yield_1016,260,432.50696
Yield_1016,270,430.37979
Yield_1016,280,428.27542
Yield_1016,290,426.1926
Yield_1016,300,424.13074000000006
Yield_1016,310,422.08911
Yield_1016,320,420.0668
Yield_1016,330,418.06329
Yield_1016,340,416.07776
Yield_1016,350,414.10999
Yield_1017,0,0.0
Yield_1017,10,0.0
Yield_1017,20,0.0
Yield_1017,30,33.9719
Yield_1017,40,135.56618999999998
Yield_1017,50,239.03589
Yield_1017,60,334.46649
Yield_1017,70,403.70868
Yield_1017,80,433.18649000000005
Yield_1017,90,446.3689
Yield_1017,100,455.84552
Yield_1017,110,473.36258
Yield_1017,120,490.0578
Yield_1017,130,495.32581
Yield_1017,140,491.48428
Yield_1017,150,479.82422
Yield_1017,160,462.6904
Yield_1017,170,445.95142
Yield_1017,180,432.40118
Yield_1017,190,422.2811
Yield_1017,200,415.70099
Yield_1017,210,411.49182
Yield_1017,220,408.87772
Yield_1017,230,406.32538
Yield_1017,240,403.8309
Yield_1017,250,401.3905
Yield_1017,260,399.00079
Yield_1017,270,396.65918
Yield_1017,280,394.36261
Yield_1017,290,392.1091
Yield_1017,300,389.89618
Yield_1017,310,387.72189
Yield_1017,320,385.58459
Yield_1017,330,383.48221
Yield_1017,340,381.41339
Yield_1017,350,379.37689
Yield_1018,0,0.0
Yield_1018,10,0.0
Yield_1018,20,0.2306
Yield_1018,30,67.1097
Yield_1018,40,161.2695
Yield_1018,50,250.99099999999999
Yield_1018,60,331.90939
Yield_1018,70,365.3331
Yield_1018,80,390.06909
Yield_1018,90,411.26068
Yield_1018,100,439.06152
Yield_1018,110,462.67871
Yield_1018,120,476.27832
Yield_1018,130,480.15167
Yield_1018,140,476.56268
Yield_1018,150,465.87808
Yield_1018,160,450.6297
Yield_1018,170,436.72391
Yield_1018,180,425.57217
Yield_1018,190,417.53079
Yield_1018,200,412.80341
Yield_1018,210,409.61139
Yield_1018,220,407.04919
Yield_1018,230,404.52859
Yield_1018,240,402.0473
Yield_1018,250,399.60339
Yield_1018,260,397.1951
Yield_1018,270,394.8208
Yield_1018,280,392.47900000000004
Yield_1018,290,390.16812
Yield_1018,300,387.88699
Yield_1018,310,385.6347
Yield_1018,320,383.4097
Yield_1018,330,381.21109
Yield_1018,340,379.03818
Yield_1018,350,376.89011
Yield_1019,0,0.0
Yield_1019,10,0.0
Yield_1019,20,0.0
Yield_1019,30,0.0
Yield_1019,40,17.2115
Yield_1019,50,53.566
Yield_1019,60,96.8172
Yield_1019,70,138.4238
Yield_1019,80,154.3479
Yield_1019,90,167.1413
Yield_1019,100,177.5954
Yield_1019,110,186.15111
Yield_1019,120,191.21028
Yield_1019,130,192.5658
Yield_1019,140,191.1111
Yield_1019,150,186.88541
Yield_1019,160,180.74399
Yield_1019,170,174.8492
Yield_1019,180,169.9288
Yield_1019,190,166.15399
Yield_1019,200,163.61151
Yield_1019,210,161.73619
Yield_1019,220,160.2618
Yield_1019,230,158.8197
Yield_1019,240,157.4068
Yield_1019,250,156.0229
Yield_1019,260,154.66281
Yield_1019,270,153.3264
Yield_1019,280,152.01221
Yield_1019,290,150.7198
Yield_1019,300,149.4454
Yield_1019,310,148.35001
Yield_1019,320,147.5898
Yield_1019,330,146.8382
Yield_1019,340,146.0943
Yield_1019,350,145.35831000000005
Yield_102,0,0.0
Yield_102,10,0.0
Yield_102,20,0.0
Yield_102,30,27.7035
Yield_102,40,89.0562
Yield_102,50,153.04291
Yield_102,60,213.45309
Yield_102,70,265.08261
Yield_102,80,288.7132
Yield_102,90,306.72900000000004
Yield_102,100,320.94067
Yield_102,110,332.51651
Yield_102,120,345.77368
Yield_102,130,351.4198
Yield_102,140,350.9796100000001
Yield_102,150,344.9397
Yield_102,160,334.83289
Yield_102,170,325.2193
Yield_102,180,317.4129
Yield_102,190,311.76279
Yield_102,200,308.47571
Yield_102,210,306.16519
Yield_102,220,304.4115
Yield_102,230,302.6904
Yield_102,240,300.99991
Yield_102,250,299.3386799999999
Yield_102,260,297.70502
Yield_102,270,296.09698
Yield_102,280,294.5139200000001
Yield_102,290,292.9547100000001
Yield_102,300,291.4174799999999
Yield_102,310,289.90192
Yield_102,320,288.40689
Yield_102,330,286.9314
Yield_102,340,285.47491
Yield_102,350,284.03668
Yield_1020,0,0.0
Yield_1020,10,0.0
Yield_1020,20,0.0
Yield_1020,30,39.7044
Yield_1020,40,153.71301
Yield_1020,50,264.7424
Yield_1020,60,364.3573
Yield_1020,70,427.13989
Yield_1020,80,449.68149000000005
Yield_1020,90,469.776
Yield_1020,100,486.17169
Yield_1020,110,507.82449
Yield_1020,120,523.15588
Yield_1020,130,526.8902
Yield_1020,140,521.20929
Yield_1020,150,507.54019000000005
Yield_1020,160,488.66879000000006
Yield_1020,170,470.36041
Yield_1020,180,455.58942
Yield_1020,190,444.54993
Yield_1020,200,437.3175700000001
Yield_1020,210,432.73151
Yield_1020,220,429.88651
Yield_1020,230,427.0976
Yield_1020,240,424.36078
Yield_1020,250,421.67319
Yield_1020,260,419.03201
Yield_1020,270,416.43478
Yield_1020,280,413.87952
Yield_1020,290,411.36389
Yield_1020,300,408.88599
Yield_1020,310,406.44397
Yield_1020,320,404.0369
Yield_1020,330,401.6626
Yield_1020,340,399.32001
Yield_1020,350,397.0076
Yield_1021,0,0.0
Yield_1021,10,0.0
Yield_1021,20,0.0
Yield_1021,30,38.6145
Yield_1021,40,115.5876
Yield_1021,50,196.96899
Yield_1021,60,271.6528
Yield_1021,70,337.83557
Yield_1021,80,396.13391
Yield_1021,90,447.54309000000006
Yield_1021,100,492.99109
Yield_1021,110,533.27283
Yield_1021,120,556.7547
Yield_1021,130,576.54041
Yield_1021,140,593.4420200000002
Yield_1021,150,606.25012
Yield_1021,160,582.3313
Yield_1021,170,560.5758099999998
Yield_1021,180,542.9646
Yield_1021,190,530.57172
Yield_1021,200,523.0116
Yield_1021,210,518.93109
Yield_1021,220,516.86609
Yield_1021,230,514.82568
Yield_1021,240,512.8079799999998
Yield_1021,250,510.8125
Yield_1021,260,508.83746
Yield_1021,270,506.8822
Yield_1021,280,504.94592
Yield_1021,290,503.0274
Yield_1021,300,501.1261
Yield_1021,310,499.24121
Yield_1021,320,497.3721
Yield_1021,330,495.51831
Yield_1021,340,493.67871
Yield_1021,350,491.85321
Yield_1022,0,0.0
Yield_1022,10,0.0
Yield_1022,20,0.0
Yield_1022,30,54.2196
Yield_1022,40,176.7587
Yield_1022,50,298.31232
Yield_1022,60,404.51318
Yield_1022,70,495.21329
Yield_1022,80,541.8507099999998
Yield_1022,90,571.02795
Yield_1022,100,594.57233
Yield_1022,110,611.52039
Yield_1022,120,625.85364
Yield_1022,130,630.75922
Yield_1022,140,625.62469
Yield_1022,150,611.23438
Yield_1022,160,590.6190799999998
Yield_1022,170,571.61731
Yield_1022,180,556.33112
Yield_1022,190,545.23492
Yield_1022,200,538.5246599999998
Yield_1022,210,534.10291
Yield_1022,220,530.7074
Yield_1022,230,527.35437
Yield_1022,240,524.0416299999998
Yield_1022,250,520.7674
Yield_1022,260,517.53021
Yield_1022,270,514.3281900000002
Yield_1022,280,511.16034
Yield_1022,290,508.02518
Yield_1022,300,504.92117
Yield_1022,310,501.84769000000006
Yield_1022,320,498.80338
Yield_1022,330,495.78748
Yield_1022,340,492.79889
Yield_1022,350,489.83685
Yield_1023,0,0.0
Yield_1023,10,0.0
Yield_1023,20,0.0
Yield_1023,30,91.4062
Yield_1023,40,226.3688
Yield_1023,50,353.20081
Yield_1023,60,417.76581
Yield_1023,70,459.95551
Yield_1023,80,492.78952
Yield_1023,90,515.98761
Yield_1023,100,541.71161
Yield_1023,110,571.33313
Yield_1023,120,588.57324
Yield_1023,130,593.76147
Yield_1023,140,589.67084
Yield_1023,150,576.65295
Yield_1023,160,557.95776
Yield_1023,170,540.90125
Yield_1023,180,527.29578
Yield_1023,190,517.57483
