TRACK,STRATA
531,1.0 x 0+treatment()+status(C)+au(615)+auf(2012)+oper(Operable)+ct(Y)+aux(615)
532,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(615)
534,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(615)
533,1.0 x 0+treatment()+status(C)+au(thn_615)+auf(2012)+oper(Operable)+ct(Y)+aux(615)
535,1.0 x 0+treatment()+status(N)+au(621)+auf(621)+oper(Reserve)+ct(N)+aux(621)
536,1.0 x 0+treatment()+status(N)+au(712)+auf(2012)+oper(Operable)+ct(Y)+aux(712):R
537,1.0 x 0+treatment()+status(C)+au(712)+auf(2012)+oper(Operable)+ct(Y)+aux(712)
538,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(712)
540,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(712)
539,1.0 x 0+treatment()+status(C)+au(thn_712)+auf(2012)+oper(Operable)+ct(Y)+aux(712)
541,1.0 x 0+treatment()+status(N)+au(860)+auf(2002)+oper(Operable)+ct(Y)+aux(860):R
542,1.0 x 0+treatment()+status(C)+au(860)+auf(2002)+oper(Operable)+ct(Y)+aux(860)
543,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(860)
545,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(860)
544,1.0 x 0+treatment()+status(C)+au(thn_860)+auf(2002)+oper(Operable)+ct(Y)+aux(860)
546,1.0 x 0+treatment()+status(N)+au(93)+auf(2012)+oper(Operable)+ct(Y)+aux(93):R
547,1.0 x 0+treatment()+status(C)+au(93)+auf(2012)+oper(Operable)+ct(Y)+aux(93)
548,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(93)
550,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(93)
549,1.0 x 0+treatment()+status(C)+au(thn_93)+auf(2012)+oper(Operable)+ct(Y)+aux(93)
551,1.0 x 0+treatment()+status(N)+au(105)+auf(2012)+oper(Operable)+ct(Y)+aux(105):R
552,1.0 x 0+treatment()+status(C)+au(105)+auf(2012)+oper(Operable)+ct(Y)+aux(105)
553,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(105)
555,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(105)
554,1.0 x 0+treatment()+status(C)+au(thn_105)+auf(2012)+oper(Operable)+ct(Y)+aux(105)
556,1.0 x 0+treatment()+status(N)+au(825)+auf(2002)+oper(Operable)+ct(Y)+aux(825):R
557,1.0 x 0+treatment()+status(C)+au(825)+auf(2002)+oper(Operable)+ct(Y)+aux(825)
558,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(825)
560,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(825)
559,1.0 x 0+treatment()+status(C)+au(thn_825)+auf(2002)+oper(Operable)+ct(Y)+aux(825)
561,1.0 x 0+treatment()+status(N)+au(622)+auf(622)+oper(Reserve)+ct(N)+aux(622)
562,1.0 x 0+treatment()+status(N)+au(1036)+auf(1036)+oper(Reserve)+ct(N)+aux(1036)
563,1.0 x 0+treatment()+status(N)+au(31)+auf(2012)+oper(Operable)+ct(Y)+aux(31):R
564,1.0 x 0+treatment()+status(C)+au(31)+auf(2012)+oper(Operable)+ct(Y)+aux(31)
565,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(31)
567,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(31)
566,1.0 x 0+treatment()+status(C)+au(thn_31)+auf(2012)+oper(Operable)+ct(Y)+aux(31)
568,1.0 x 0+treatment()+status(N)+au(129)+auf(2022)+oper(Operable)+ct(Y)+aux(129):R
569,1.0 x 0+treatment()+status(C)+au(129)+auf(2022)+oper(Operable)+ct(Y)+aux(129)
570,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(129)
572,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(129)
571,1.0 x 0+treatment()+status(C)+au(thn_129)+auf(2022)+oper(Operable)+ct(Y)+aux(129)
573,1.0 x 0+treatment()+status(N)+au(218)+auf(2012)+oper(Operable)+ct(Y)+aux(218):R
574,1.0 x 0+treatment()+status(C)+au(218)+auf(2012)+oper(Operable)+ct(Y)+aux(218)
575,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(218)
577,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(218)
576,1.0 x 0+treatment()+status(C)+au(thn_218)+auf(2012)+oper(Operable)+ct(Y)+aux(218)
578,1.0 x 0+treatment()+status(N)+au(446)+auf(2022)+oper(Operable)+ct(Y)+aux(446):R
579,1.0 x 0+treatment()+status(C)+au(446)+auf(2022)+oper(Operable)+ct(Y)+aux(446)
580,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(446)
582,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(446)
581,1.0 x 0+treatment()+status(C)+au(thn_446)+auf(2022)+oper(Operable)+ct(Y)+aux(446)
583,1.0 x 0+treatment()+status(N)+au(454)+auf(454)+oper(Riparian)+ct(N)+aux(454)
584,1.0 x 0+treatment()+status(N)+au(469)+auf(2022)+oper(Operable)+ct(Y)+aux(469):R
585,1.0 x 0+treatment()+status(C)+au(469)+auf(2022)+oper(Operable)+ct(Y)+aux(469)
586,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(469)
588,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(469)
587,1.0 x 0+treatment()+status(C)+au(thn_469)+auf(2022)+oper(Operable)+ct(Y)+aux(469)
589,1.0 x 0+treatment()+status(N)+au(525)+auf(525)+oper(Reserve)+ct(N)+aux(525)
590,1.0 x 0+treatment()+status(N)+au(572)+auf(2022)+oper(Low Operability)+ct(N)+aux(572):R
591,1.0 x 0+treatment()+status(C)+au(572)+auf(2022)+oper(Low Operability)+ct(N)+aux(572)
592,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Low Operability)+ct(N)+aux(572)
593,1.0 x 0+treatment()+status(N)+au(631)+auf(2002)+oper(Low Operability)+ct(N)+aux(631):R
594,1.0 x 0+treatment()+status(C)+au(631)+auf(2002)+oper(Low Operability)+ct(N)+aux(631)
595,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Low Operability)+ct(N)+aux(631)
596,1.0 x 0+treatment()+status(N)+au(964)+auf(2002)+oper(Operable)+ct(Y)+aux(964):R
597,1.0 x 0+treatment()+status(C)+au(964)+auf(2002)+oper(Operable)+ct(Y)+aux(964)
598,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(964)
600,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(964)
599,1.0 x 0+treatment()+status(C)+au(thn_964)+auf(2002)+oper(Operable)+ct(Y)+aux(964)
601,1.0 x 0+treatment()+status(N)+au(966)+auf(2002)+oper(Operable)+ct(Y)+aux(966):R
602,1.0 x 0+treatment()+status(C)+au(966)+auf(2002)+oper(Operable)+ct(Y)+aux(966)
603,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(966)
605,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(966)
604,1.0 x 0+treatment()+status(C)+au(thn_966)+auf(2002)+oper(Operable)+ct(Y)+aux(966)
606,1.0 x 0+treatment()+status(N)+au(2101)+auf(993)+oper(Reserve)+ct(N)+aux(2101)
607,1.0 x 0+treatment()+status(N)+au(2101)+auf(999)+oper(Reserve)+ct(N)+aux(2101)
608,1.0 x 0+treatment()+status(N)+au(1022)+auf(2022)+oper(Low Operability)+ct(N)+aux(1022):R
609,1.0 x 0+treatment()+status(C)+au(1022)+auf(2022)+oper(Low Operability)+ct(N)+aux(1022)
610,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Low Operability)+ct(N)+aux(1022)
611,1.0 x 0+treatment()+status(N)+au(963)+auf(2002)+oper(Operable)+ct(Y)+aux(963):R
612,1.0 x 0+treatment()+status(C)+au(963)+auf(2002)+oper(Operable)+ct(Y)+aux(963)
613,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(963)
615,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(963)
614,1.0 x 0+treatment()+status(C)+au(thn_963)+auf(2002)+oper(Operable)+ct(Y)+aux(963)
616,1.0 x 0+treatment()+status(N)+au(84)+auf(2012)+oper(Operable)+ct(Y)+aux(84):R
617,1.0 x 0+treatment()+status(C)+au(84)+auf(2012)+oper(Operable)+ct(Y)+aux(84)
618,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(84)
620,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(84)
619,1.0 x 0+treatment()+status(C)+au(thn_84)+auf(2012)+oper(Operable)+ct(Y)+aux(84)
621,1.0 x 0+treatment()+status(N)+au(102)+auf(2012)+oper(Operable)+ct(Y)+aux(102):R
622,1.0 x 0+treatment()+status(C)+au(102)+auf(2012)+oper(Operable)+ct(Y)+aux(102)
623,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(102)
625,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(102)
624,1.0 x 0+treatment()+status(C)+au(thn_102)+auf(2012)+oper(Operable)+ct(Y)+aux(102)
626,1.0 x 0+treatment()+status(N)+au(307)+auf(2012)+oper(Operable)+ct(Y)+aux(307):R
627,1.0 x 0+treatment()+status(C)+au(307)+auf(2012)+oper(Operable)+ct(Y)+aux(307)
628,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(307)
630,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(307)
629,1.0 x 0+treatment()+status(C)+au(thn_307)+auf(2012)+oper(Operable)+ct(Y)+aux(307)
631,1.0 x 0+treatment()+status(N)+au(430)+auf(2012)+oper(Operable)+ct(Y)+aux(430):R
632,1.0 x 0+treatment()+status(C)+au(430)+auf(2012)+oper(Operable)+ct(Y)+aux(430)
633,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(430)
635,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(430)
634,1.0 x 0+treatment()+status(C)+au(thn_430)+auf(2012)+oper(Operable)+ct(Y)+aux(430)
636,1.0 x 0+treatment()+status(N)+au(492)+auf(2002)+oper(Low Operability)+ct(N)+aux(492):R
637,1.0 x 0+treatment()+status(C)+au(492)+auf(2002)+oper(Low Operability)+ct(N)+aux(492)
638,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Low Operability)+ct(N)+aux(492)
639,1.0 x 0+treatment()+status(N)+au(2122)+auf(2022)+oper(Low Operability)+ct(N)+aux(2122):R
640,1.0 x 0+treatment()+status(C)+au(2122)+auf(2022)+oper(Low Operability)+ct(N)+aux(2122)
641,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Low Operability)+ct(N)+aux(2122)
642,1.0 x 0+treatment()+status(N)+au(555)+auf(2012)+oper(Operable)+ct(Y)+aux(555):R
643,1.0 x 0+treatment()+status(C)+au(555)+auf(2012)+oper(Operable)+ct(Y)+aux(555)
644,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(555)
646,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(555)
645,1.0 x 0+treatment()+status(C)+au(thn_555)+auf(2012)+oper(Operable)+ct(Y)+aux(555)
647,1.0 x 0+treatment()+status(N)+au(609)+auf(2012)+oper(Operable)+ct(Y)+aux(609):R
648,1.0 x 0+treatment()+status(C)+au(609)+auf(2012)+oper(Operable)+ct(Y)+aux(609)
649,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(609)
651,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(609)
650,1.0 x 0+treatment()+status(C)+au(thn_609)+auf(2012)+oper(Operable)+ct(Y)+aux(609)
652,1.0 x 0+treatment()+status(N)+au(614)+auf(2012)+oper(Operable)+ct(Y)+aux(614):R
653,1.0 x 0+treatment()+status(C)+au(614)+auf(2012)+oper(Operable)+ct(Y)+aux(614)
654,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(614)
656,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(614)
655,1.0 x 0+treatment()+status(C)+au(thn_614)+auf(2012)+oper(Operable)+ct(Y)+aux(614)
657,1.0 x 0+treatment()+status(N)+au(710)+auf(2012)+oper(Low Operability)+ct(N)+aux(710):R
658,1.0 x 0+treatment()+status(C)+au(710)+auf(2012)+oper(Low Operability)+ct(N)+aux(710)
659,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Low Operability)+ct(N)+aux(710)
660,1.0 x 0+treatment()+status(N)+au(2113)+auf(2013)+oper(Low Operability)+ct(N)+aux(2113):R
661,1.0 x 0+treatment()+status(C)+au(2113)+auf(2013)+oper(Low Operability)+ct(N)+aux(2113)
662,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Low Operability)+ct(N)+aux(2113)
663,1.0 x 0+treatment()+status(N)+au(777)+auf(2022)+oper(Operable)+ct(Y)+aux(777):R
664,1.0 x 0+treatment()+status(C)+au(777)+auf(2022)+oper(Operable)+ct(Y)+aux(777)
665,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(777)
667,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(777)
666,1.0 x 0+treatment()+status(C)+au(thn_777)+auf(2022)+oper(Operable)+ct(Y)+aux(777)
668,1.0 x 0+treatment()+status(N)+au(906)+auf(2022)+oper(Operable)+ct(Y)+aux(906):R
669,1.0 x 0+treatment()+status(C)+au(906)+auf(2022)+oper(Operable)+ct(Y)+aux(906)
670,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(906)
672,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(906)
671,1.0 x 0+treatment()+status(C)+au(thn_906)+auf(2022)+oper(Operable)+ct(Y)+aux(906)
673,1.0 x 0+treatment()+status(N)+au(1045)+auf(2012)+oper(Low Operability)+ct(N)+aux(1045):R
674,1.0 x 0+treatment()+status(C)+au(1045)+auf(2012)+oper(Low Operability)+ct(N)+aux(1045)
675,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Low Operability)+ct(N)+aux(1045)
676,1.0 x 0+treatment()+status(N)+au(155)+auf(2022)+oper(Operable)+ct(Y)+aux(155):R
677,1.0 x 0+treatment()+status(C)+au(155)+auf(2022)+oper(Operable)+ct(Y)+aux(155)
678,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(155)
680,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(155)
679,1.0 x 0+treatment()+status(C)+au(thn_155)+auf(2022)+oper(Operable)+ct(Y)+aux(155)
681,1.0 x 0+treatment()+status(N)+au(379)+auf(2012)+oper(Operable)+ct(Y)+aux(379):R
682,1.0 x 0+treatment()+status(C)+au(379)+auf(2012)+oper(Operable)+ct(Y)+aux(379)
683,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(379)
685,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(379)
684,1.0 x 0+treatment()+status(C)+au(thn_379)+auf(2012)+oper(Operable)+ct(Y)+aux(379)
686,1.0 x 0+treatment()+status(N)+au(506)+auf(2012)+oper(Operable)+ct(Y)+aux(506):R
687,1.0 x 0+treatment()+status(C)+au(506)+auf(2012)+oper(Operable)+ct(Y)+aux(506)
688,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(506)
690,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(506)
689,1.0 x 0+treatment()+status(C)+au(thn_506)+auf(2012)+oper(Operable)+ct(Y)+aux(506)
691,1.0 x 0+treatment()+status(N)+au(507)+auf(2012)+oper(Operable)+ct(Y)+aux(507):R
692,1.0 x 0+treatment()+status(C)+au(507)+auf(2012)+oper(Operable)+ct(Y)+aux(507)
693,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(507)
695,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(507)
694,1.0 x 0+treatment()+status(C)+au(thn_507)+auf(2012)+oper(Operable)+ct(Y)+aux(507)
696,1.0 x 0+treatment()+status(N)+au(553)+auf(2012)+oper(Low Operability)+ct(N)+aux(553):R
697,1.0 x 0+treatment()+status(C)+au(553)+auf(2012)+oper(Low Operability)+ct(N)+aux(553)
698,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Low Operability)+ct(N)+aux(553)
699,1.0 x 0+treatment()+status(N)+au(703)+auf(2012)+oper(Operable)+ct(Y)+aux(703):R
700,1.0 x 0+treatment()+status(C)+au(703)+auf(2012)+oper(Operable)+ct(Y)+aux(703)
701,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(703)
703,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(703)
702,1.0 x 0+treatment()+status(C)+au(thn_703)+auf(2012)+oper(Operable)+ct(Y)+aux(703)
704,1.0 x 0+treatment()+status(N)+au(706)+auf(2012)+oper(Operable)+ct(Y)+aux(706):R
705,1.0 x 0+treatment()+status(C)+au(706)+auf(2012)+oper(Operable)+ct(Y)+aux(706)
706,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(706)
708,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(706)
707,1.0 x 0+treatment()+status(C)+au(thn_706)+auf(2012)+oper(Operable)+ct(Y)+aux(706)
709,1.0 x 0+treatment()+status(N)+au(960)+auf(2002)+oper(Operable)+ct(Y)+aux(960):R
710,1.0 x 0+treatment()+status(C)+au(960)+auf(2002)+oper(Operable)+ct(Y)+aux(960)
711,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(960)
713,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(960)
712,1.0 x 0+treatment()+status(C)+au(thn_960)+auf(2002)+oper(Operable)+ct(Y)+aux(960)
714,1.0 x 0+treatment()+status(N)+au(747)+auf(2002)+oper(Operable)+ct(Y)+aux(747):R
715,1.0 x 0+treatment()+status(C)+au(747)+auf(2002)+oper(Operable)+ct(Y)+aux(747)
716,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(747)
718,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(747)
717,1.0 x 0+treatment()+status(C)+au(thn_747)+auf(2002)+oper(Operable)+ct(Y)+aux(747)
719,1.0 x 0+treatment()+status(N)+au(909)+auf(2002)+oper(Operable)+ct(Y)+aux(909):R
720,1.0 x 0+treatment()+status(C)+au(909)+auf(2002)+oper(Operable)+ct(Y)+aux(909)
721,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(909)
723,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(909)
722,1.0 x 0+treatment()+status(C)+au(thn_909)+auf(2002)+oper(Operable)+ct(Y)+aux(909)
724,1.0 x 0+treatment()+status(N)+au(395)+auf(2002)+oper(Operable)+ct(Y)+aux(395):R
725,1.0 x 0+treatment()+status(C)+au(395)+auf(2002)+oper(Operable)+ct(Y)+aux(395)
726,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(395)
728,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(395)
727,1.0 x 0+treatment()+status(C)+au(thn_395)+auf(2002)+oper(Operable)+ct(Y)+aux(395)
729,1.0 x 0+treatment()+status(N)+au(606)+auf(2012)+oper(Operable)+ct(Y)+aux(606):R
730,1.0 x 0+treatment()+status(C)+au(606)+auf(2012)+oper(Operable)+ct(Y)+aux(606)
731,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(606)
733,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(606)
732,1.0 x 0+treatment()+status(C)+au(thn_606)+auf(2012)+oper(Operable)+ct(Y)+aux(606)
734,1.0 x 0+treatment()+status(N)+au(663)+auf(2012)+oper(Operable)+ct(Y)+aux(663):R
735,1.0 x 0+treatment()+status(C)+au(663)+auf(2012)+oper(Operable)+ct(Y)+aux(663)
736,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(663)
738,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(663)
737,1.0 x 0+treatment()+status(C)+au(thn_663)+auf(2012)+oper(Operable)+ct(Y)+aux(663)
739,1.0 x 0+treatment()+status(N)+au(716)+auf(2012)+oper(Operable)+ct(Y)+aux(716):R
740,1.0 x 0+treatment()+status(C)+au(716)+auf(2012)+oper(Operable)+ct(Y)+aux(716)
741,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(716)
743,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(716)
742,1.0 x 0+treatment()+status(C)+au(thn_716)+auf(2012)+oper(Operable)+ct(Y)+aux(716)
744,1.0 x 0+treatment()+status(N)+au(2121)+auf(741)+oper(Riparian)+ct(N)+aux(2121)
745,1.0 x 0+treatment()+status(N)+au(1017)+auf(2012)+oper(Operable)+ct(Y)+aux(1017):R
746,1.0 x 0+treatment()+status(C)+au(1017)+auf(2012)+oper(Operable)+ct(Y)+aux(1017)
747,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(1017)
749,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(1017)
748,1.0 x 0+treatment()+status(C)+au(thn_1017)+auf(2012)+oper(Operable)+ct(Y)+aux(1017)
750,1.0 x 0+treatment()+status(N)+au(1017)+auf(1017)+oper(Reserve)+ct(N)+aux(1017)
751,1.0 x 0+treatment()+status(N)+au(1037)+auf(1037)+oper(Reserve)+ct(N)+aux(1037)
752,1.0 x 0+treatment()+status(N)+au(24)+auf(2002)+oper(Operable)+ct(Y)+aux(24):R
753,1.0 x 0+treatment()+status(C)+au(24)+auf(2002)+oper(Operable)+ct(Y)+aux(24)
754,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(24)
756,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(24)
755,1.0 x 0+treatment()+status(C)+au(thn_24)+auf(2002)+oper(Operable)+ct(Y)+aux(24)
757,1.0 x 0+treatment()+status(N)+au(104)+auf(2012)+oper(Operable)+ct(Y)+aux(104):R
758,1.0 x 0+treatment()+status(C)+au(104)+auf(2012)+oper(Operable)+ct(Y)+aux(104)
759,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(104)
761,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(104)
760,1.0 x 0+treatment()+status(C)+au(thn_104)+auf(2012)+oper(Operable)+ct(Y)+aux(104)
762,1.0 x 0+treatment()+status(N)+au(209)+auf(2002)+oper(Operable)+ct(Y)+aux(209):R
763,1.0 x 0+treatment()+status(C)+au(209)+auf(2002)+oper(Operable)+ct(Y)+aux(209)
764,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(209)
766,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(209)
765,1.0 x 0+treatment()+status(C)+au(thn_209)+auf(2002)+oper(Operable)+ct(Y)+aux(209)
767,1.0 x 0+treatment()+status(N)+au(216)+auf(2012)+oper(Operable)+ct(Y)+aux(216):R
768,1.0 x 0+treatment()+status(C)+au(216)+auf(2012)+oper(Operable)+ct(Y)+aux(216)
769,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(216)
771,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(216)
770,1.0 x 0+treatment()+status(C)+au(thn_216)+auf(2012)+oper(Operable)+ct(Y)+aux(216)
772,1.0 x 0+treatment()+status(N)+au(605)+auf(2012)+oper(Operable)+ct(Y)+aux(605):R
773,1.0 x 0+treatment()+status(C)+au(605)+auf(2012)+oper(Operable)+ct(Y)+aux(605)
774,1.0 x 0+treatment()+status(C)+au(2012)+auf(2012)+oper(Operable)+ct(Y)+aux(605)
776,1.0 x 0+treatment()+status(C)+au(thn_2012)+auf(2012)+oper(Operable)+ct(Y)+aux(605)
775,1.0 x 0+treatment()+status(C)+au(thn_605)+auf(2012)+oper(Operable)+ct(Y)+aux(605)
777,1.0 x 0+treatment()+status(N)+au(732)+auf(2002)+oper(Operable)+ct(Y)+aux(732):R
778,1.0 x 0+treatment()+status(C)+au(732)+auf(2002)+oper(Operable)+ct(Y)+aux(732)
779,1.0 x 0+treatment()+status(C)+au(2002)+auf(2002)+oper(Operable)+ct(Y)+aux(732)
781,1.0 x 0+treatment()+status(C)+au(thn_2002)+auf(2002)+oper(Operable)+ct(Y)+aux(732)
780,1.0 x 0+treatment()+status(C)+au(thn_732)+auf(2002)+oper(Operable)+ct(Y)+aux(732)
782,1.0 x 0+treatment()+status(N)+au(733)+auf(2022)+oper(Operable)+ct(Y)+aux(733):R
783,1.0 x 0+treatment()+status(C)+au(733)+auf(2022)+oper(Operable)+ct(Y)+aux(733)
784,1.0 x 0+treatment()+status(C)+au(2022)+auf(2022)+oper(Operable)+ct(Y)+aux(733)
786,1.0 x 0+treatment()+status(C)+au(thn_2022)+auf(2022)+oper(Operable)+ct(Y)+aux(733)
