BLOCK,TYPE,TRACK,OFFSET,AREA
977,unmanaged,2090,114,0.131467
977,managed,2091,114,1.1832
978,unmanaged,2095,79,1.15965
978,managed,2096,79,10.4369
979,unmanaged,2095,79,0.344446
979,managed,2096,79,3.10001
980,unmanaged,2099,22,0.470465
980,managed,2100,22,4.23418
982,unmanaged,2103,149,2.11237
982,managed,2104,149,8.4495
983,unmanaged,2106,41,0.082548
983,managed,2107,41,0.74293
984,unmanaged,2106,41,0.0113068
984,managed,2107,41,0.101761
985,unmanaged,2110,54,0.73471
985,managed,2111,54,2.93883
986,unmanaged,2110,54,0.103663
986,managed,2111,54,0.414654
987,unmanaged,2113,46,0.17298
987,managed,2114,46,1.55682
988,unmanaged,2113,46,0.260598
988,managed,2114,46,2.34538
989,unmanaged,2117,22,0.52452
989,managed,2118,22,4.7207
990,unmanaged,2121,79,0.70304
990,managed,2122,79,2.81217
991,unmanaged,2124,69,1.47364
991,managed,2125,69,5.8945
992,unmanaged,2127,79,0.073976
992,managed,2128,79,0.66578
993,unmanaged,2127,79,0.024952
993,managed,2128,79,0.224568
994,unmanaged,2127,79,0.191051
994,managed,2128,79,1.71946
995,unmanaged,2131,84,3.67819
996,unmanaged,2132,69,0.66151
997,unmanaged,2132,69,0.375576
998,unmanaged,2133,14,0.232741
998,managed,2134,14,2.09467
999,unmanaged,2137,5,0.348288
999,managed,2138,5,3.13459
1000,unmanaged,2137,5,0.0260268
1000,managed,2138,5,0.234241
1001,unmanaged,2137,5,0.0474981
1001,managed,2138,5,0.427483
1002,unmanaged,2141,5,0.435971
1002,managed,2142,5,3.92374
1003,unmanaged,2141,5,0.095579
1003,managed,2142,5,0.86021
1004,unmanaged,2141,5,0.0360753
1004,managed,2142,5,0.324678
1005,unmanaged,2141,5,0.0143852
1005,managed,2142,5,0.129467
1006,unmanaged,2145,74,0.0219841
1006,managed,2146,74,0.197857
1007,unmanaged,2149,47,0.56088
1007,managed,2150,47,5.048
1008,unmanaged,2153,59,0.0318962
1008,managed,2154,59,0.287065
1009,unmanaged,2153,59,0.415466
1009,managed,2154,59,3.73919
1010,unmanaged,2157,74,0.370362
1010,managed,2158,74,3.33326
1011,unmanaged,2161,84,0.213355
1011,managed,2162,84,1.92019
1012,unmanaged,2166,74,0.250542
1012,managed,2167,74,2.25487
1013,unmanaged,2170,74,0.0267642
1013,managed,2171,74,0.240877
1014,unmanaged,2174,84,0.403601
1014,managed,2175,84,3.63241
1015,unmanaged,2179,89,0.248753
1015,managed,2180,89,2.23878
1016,unmanaged,2184,149,3.20755
1016,managed,2185,149,12.8302
1017,unmanaged,2187,174,11.3925
1018,unmanaged,2188,59,0.51997
1018,managed,2189,59,4.67974
1019,unmanaged,2188,59,0.051355
1019,managed,2189,59,0.462195
1020,unmanaged,2188,59,0.76065
1020,managed,2189,59,6.8459
1021,unmanaged,2192,34,0.97436
1021,managed,2193,34,8.7692
1022,unmanaged,2192,34,0.084385
1022,managed,2193,34,0.75947
1023,unmanaged,2196,74,3.09092
1023,managed,2197,74,27.8183
1024,unmanaged,2196,74,0.0415444
1024,managed,2197,74,0.373899
1025,unmanaged,2196,74,0.03802
1025,managed,2197,74,0.34218
1026,unmanaged,2196,2,0.057319
1026,managed,2197,2,0.51587
1027,unmanaged,2200,84,0.0344071
1027,managed,2201,84,0.309664
1028,unmanaged,2200,84,0.157999
1028,managed,2201,84,1.42199
1029,unmanaged,2205,69,4.94357
1030,unmanaged,2206,74,0.160545
1030,managed,2207,74,1.4449
1031,unmanaged,2206,74,0.168487
1031,managed,2207,74,1.51638
1032,unmanaged,2206,74,0.53516
1032,managed,2207,74,4.81641
1033,unmanaged,2206,74,0.127736
1033,managed,2207,74,1.14962
1034,unmanaged,2210,59,0.38164
1034,managed,2211,59,3.43476
1035,unmanaged,2213,54,0.465312
1035,managed,2214,54,1.86125
1036,unmanaged,2216,64,1.13395
1037,unmanaged,2217,89,0.0147311
1037,managed,2218,89,0.13258
1038,unmanaged,2222,5,0.97068
1038,managed,2223,5,8.7361
1039,unmanaged,2226,89,0.07135
1039,managed,2227,89,0.64215
1040,unmanaged,2226,89,0.321036
1040,managed,2227,89,2.88932
1041,unmanaged,2231,54,0.173502
1041,managed,2232,54,1.56152
1042,unmanaged,2231,54,0.279704
1042,managed,2232,54,2.51734
1043,unmanaged,2231,54,0.202563
1043,managed,2232,54,1.82307
1044,unmanaged,2235,149,1.36914
1045,unmanaged,2236,64,0.299278
1045,managed,2237,64,2.6935
1046,unmanaged,2240,89,0.193713
1046,managed,2241,89,1.74342
1047,unmanaged,2245,74,0.096919
1047,managed,2246,74,0.87227
1048,unmanaged,2245,74,0.288081
1048,managed,2246,74,2.59273
1049,unmanaged,2249,79,1.15563
1049,managed,2250,79,10.4007
1050,unmanaged,2253,89,0.214767
1050,managed,2254,89,1.9329
1051,unmanaged,2253,89,0.153924
1051,managed,2254,89,1.38531
1052,unmanaged,2253,89,0.462441
1052,managed,2254,89,4.16196
1053,unmanaged,2258,89,0.042429
1053,managed,2259,89,0.381861
1054,unmanaged,2263,89,0.0109017
1054,managed,2264,89,0.098115
1055,unmanaged,2263,89,0.088688
1055,managed,2264,89,0.79819
1056,unmanaged,2268,89,0.061219
1056,managed,2269,89,0.55098
1057,unmanaged,2268,89,0.189855
1057,managed,2269,89,1.70869
1058,unmanaged,2268,89,0.0212299
1058,managed,2269,89,0.191069
1059,unmanaged,2273,54,0.29488
1059,managed,2274,54,2.65392
1060,unmanaged,2277,89,0.0205838
1060,managed,2278,89,0.185254
1061,unmanaged,2277,89,0.307889
1061,managed,2278,89,2.771
1062,unmanaged,2282,74,0.397798
1062,managed,2283,74,3.58018
1063,unmanaged,2286,79,0.252812
1063,managed,2287,79,2.27531
1064,unmanaged,2290,114,0.0126071
1064,managed,2291,114,0.113464
1065,unmanaged,2290,114,0.0320099
1065,managed,2291,114,0.288089
1066,unmanaged,2290,114,0.0328042
1066,managed,2291,114,0.295238
1067,unmanaged,2290,114,0.0178376
1067,managed,2291,114,0.160538
1068,unmanaged,2290,114,0.125591
1068,managed,2291,114,1.13032
1069,unmanaged,2290,1,0.217631
1069,managed,2291,1,1.95868
1070,unmanaged,2290,114,0.151057
1070,managed,2291,114,1.35951
1071,unmanaged,2295,154,0.227234
1071,managed,2296,154,2.04511
1072,unmanaged,2295,154,0.216108
1072,managed,2296,154,1.94497
1073,unmanaged,2300,174,9.7471
1074,unmanaged,2301,69,0.220193
1074,managed,2302,69,1.98173
1075,unmanaged,2301,69,0.057872
1075,managed,2302,69,0.52085
1076,unmanaged,2301,69,0.084734
1076,managed,2302,69,0.7626
1077,unmanaged,2305,74,0.0201409
1077,managed,2306,74,0.181268
1078,unmanaged,2305,74,0.0269684
1078,managed,2306,74,0.242716
1079,unmanaged,2305,74,0.028795
1079,managed,2306,74,0.259155
1080,unmanaged,2309,79,0.0232357
1080,managed,2310,79,0.209121
1081,unmanaged,2309,79,1.31778
1081,managed,2310,79,11.86
1082,unmanaged,2313,69,0.346783
1082,managed,2314,69,3.12105
1083,unmanaged,2317,89,0.096079
1083,managed,2318,89,0.86471
1084,unmanaged,2322,89,0.010018
1084,managed,2323,89,0.090162
1085,unmanaged,2322,89,0.0438026
1085,managed,2323,89,0.394223
1086,unmanaged,2322,89,0.0359378
1086,managed,2323,89,0.32344
1087,unmanaged,2322,89,0.0104142
1087,managed,2323,89,0.093727
1088,unmanaged,2322,89,0.0441204
1088,managed,2323,89,0.397083
1089,unmanaged,2322,89,0.099175
1089,managed,2323,89,0.89258
1090,unmanaged,2327,74,0.220139
1090,managed,2328,74,1.98125
1091,unmanaged,2331,11,1.4761
1091,managed,2332,11,13.2849
1092,unmanaged,2335,89,0.29455
1092,managed,2336,89,2.65095
1093,unmanaged,2340,21,0.226753
1093,managed,2341,21,2.04078
1094,unmanaged,2344,74,0.28162
1094,managed,2345,74,2.53458
1095,unmanaged,2344,74,0.221246
1095,managed,2345,74,1.99121
1096,unmanaged,2344,74,0.378773
1096,managed,2345,74,3.40895
1097,unmanaged,2344,74,0.0189716
1097,managed,2345,74,0.170744
1098,unmanaged,2348,149,2.09542
1098,managed,2349,149,8.3817
1099,unmanaged,2351,149,1.13757
1099,managed,2352,149,4.55027
1100,unmanaged,2354,89,0.61043
1100,managed,2355,89,5.4938
1101,unmanaged,2359,54,0.059014
1101,managed,2360,54,0.53113
1102,unmanaged,2359,54,0.102475
1102,managed,2360,54,0.92228
1103,unmanaged,2363,16,0.494885
1103,managed,2364,16,4.45397
1104,unmanaged,2366,79,0.05931
1104,managed,2367,79,0.53379
1105,unmanaged,2370,21,0.061487
1105,managed,2371,21,0.55339
1106,unmanaged,2370,21,0.123798
1106,managed,2371,21,1.11418
1107,unmanaged,2374,89,0.202441
1107,managed,2375,89,1.82197
1108,unmanaged,2374,89,0.71191
1108,managed,2375,89,6.4072
1109,unmanaged,2379,84,0.108773
1110,unmanaged,2379,84,3.83263
1111,unmanaged,2380,149,0.15416
1111,managed,2381,149,1.38744
1112,unmanaged,2380,149,0.0162037
1112,managed,2381,149,0.145833
1113,unmanaged,2380,149,0.179179
1113,managed,2381,149,1.61261
1114,unmanaged,2385,12,0.013983
1114,managed,2386,12,0.125847
1115,unmanaged,2389,49,0.170965
1115,managed,2390,49,1.53868
1116,unmanaged,2393,89,0.261202
1116,managed,2394,89,2.35082
1117,unmanaged,2393,89,0.215972
1117,managed,2394,89,1.94375
1118,unmanaged,2398,49,0.152916
1118,managed,2399,49,1.37625
1119,unmanaged,2398,49,0.0129562
1119,managed,2399,49,0.116606
1120,unmanaged,2402,54,0.123993
1120,managed,2403,54,1.11593
1121,unmanaged,2402,54,0.61857
1121,managed,2403,54,5.5671
1122,unmanaged,2406,49,0.0320649
1122,managed,2407,49,0.288584
1123,unmanaged,2406,1,0.103817
1123,managed,2407,1,0.93435
1124,unmanaged,2406,1,0.52981
1124,managed,2407,1,4.7683
1125,unmanaged,2410,74,0.402483
1125,managed,2411,74,3.62234
1126,unmanaged,2414,84,0.62779
1126,managed,2415,84,5.6501
1127,unmanaged,2419,84,4.08505
1128,unmanaged,2420,52,0.379616
1128,managed,2421,52,3.41654
1129,unmanaged,2423,89,0.324966
1129,managed,2424,89,2.9247
1130,unmanaged,2428,59,0.14593
1130,managed,2429,59,1.31337
1131,unmanaged,2428,59,0.118612
1131,managed,2429,59,1.06751
1132,unmanaged,2432,74,0.088682
1132,managed,2433,74,0.79814
1133,unmanaged,2432,74,0.198156
1133,managed,2433,74,1.78341
1134,unmanaged,2436,84,0.367532
1134,managed,2437,84,3.30779
1135,unmanaged,2441,49,0.76608
1135,managed,2442,49,6.8948
1136,unmanaged,2444,14,0.92378
1136,managed,2445,14,8.314
1137,unmanaged,2448,25,0.121441
1137,managed,2449,25,1.09297
1138,unmanaged,2452,13,0.62619
1138,managed,2453,13,5.6357
1139,unmanaged,2456,74,0.161526
1139,managed,2457,74,1.45374
1140,unmanaged,2460,79,2.15472
1140,managed,2461,79,19.3925
1141,unmanaged,2460,79,0.050382
1141,managed,2461,79,0.453439
1142,unmanaged,2464,64,0.159519
1142,managed,2465,64,1.43567
1143,unmanaged,2464,64,0.175879
1143,managed,2465,64,1.58291
1144,unmanaged,2468,44,0.78215
1144,managed,2469,44,7.0394
1145,unmanaged,2472,74,0.58848
1145,managed,2473,74,5.2963
1146,unmanaged,2476,64,0.130774
1146,managed,2477,64,1.17697
1147,unmanaged,2476,64,0.0332972
1147,managed,2477,64,0.299675
1148,unmanaged,2480,84,0.227867
1148,managed,2481,84,2.05081
1149,unmanaged,2485,28,0.069236
1149,managed,2486,28,0.62313
1150,unmanaged,2489,14,0.71413
1150,managed,2490,14,6.4271
1151,unmanaged,2489,14,0.166575
1151,managed,2490,14,1.49917
1152,unmanaged,2492,44,0.410082
1152,managed,2493,44,3.69074
1153,unmanaged,2496,54,0.141462
1153,managed,2497,54,1.27316
1154,unmanaged,2496,54,0.448566
1154,managed,2497,54,4.0371
1155,unmanaged,2500,1,0.278901
1155,managed,2501,1,2.51011
1156,unmanaged,2504,89,0.317367
1156,managed,2505,89,2.8563
1157,unmanaged,2509,89,0.406648
1157,managed,2510,89,3.65983
1158,unmanaged,2514,534,0.446159
1159,unmanaged,2514,534,10.6409
1160,unmanaged,2515,28,0.061291
1160,managed,2516,28,0.55162
1161,unmanaged,2519,15,0.59655
1161,managed,2520,15,5.3689
1162,unmanaged,2519,15,0.0232213
1162,managed,2520,15,0.208992
1163,unmanaged,2519,15,0.0243546
1163,managed,2520,15,0.219192
1164,unmanaged,2523,134,0.325061
1164,managed,2524,134,2.92554
1165,unmanaged,2528,57,0.213847
1165,managed,2529,57,1.92462
1166,unmanaged,2532,79,0.182142
1166,managed,2533,79,1.63928
1167,unmanaged,2532,79,0.0327511
1167,managed,2533,79,0.29476
1168,unmanaged,2532,79,0.0232145
1168,managed,2533,79,0.208931
1169,unmanaged,2532,79,0.069641
1169,managed,2533,79,0.62677
1170,unmanaged,2536,74,0.115368
1170,managed,2537,74,1.03831
1171,unmanaged,2536,74,0.497036
1171,managed,2537,74,4.47332
1172,unmanaged,2540,104,0.138758
1172,managed,2541,104,1.24882
1173,unmanaged,2545,59,0.333913
1173,managed,2546,59,3.00522
1174,unmanaged,2545,59,0.130291
1174,managed,2546,59,1.17262
1175,unmanaged,2549,69,0.286563
1175,managed,2550,69,2.57907
1176,unmanaged,2549,69,0.137805
1176,managed,2550,69,1.24025
1177,unmanaged,2552,13,0.57268
1177,managed,2553,13,5.1541
1178,unmanaged,2556,6,0.0296159
1178,managed,2557,6,0.266543
1179,unmanaged,2556,6,0.60728
1179,managed,2557,6,5.4655
1180,unmanaged,2556,6,0.0100831
1180,managed,2557,6,0.090748
1181,unmanaged,2560,69,1.46348
1182,unmanaged,2561,54,0.261955
1182,managed,2562,54,2.35759
1183,unmanaged,2561,54,0.0201519
1183,managed,2562,54,0.181367
1184,unmanaged,2565,87,0.262249
1184,managed,2566,87,2.36024
1185,unmanaged,2570,84,1.70029
1186,unmanaged,2571,49,0.144098
1186,managed,2572,49,1.29688
1187,unmanaged,2571,49,0.060263
1187,managed,2572,49,0.54237
1188,unmanaged,2575,59,0.50361
1188,managed,2576,59,4.53253
1189,unmanaged,2575,59,0.194264
1189,managed,2576,59,1.74838
1190,unmanaged,2579,74,4.4907
1191,unmanaged,2579,74,1.73538
1192,unmanaged,2579,74,2.50298
1193,unmanaged,2580,79,0.107419
1193,managed,2581,79,0.96677
1194,unmanaged,2584,22,0.165158
1194,managed,2585,22,1.48642
1195,unmanaged,2588,84,0.406176
1196,unmanaged,2588,84,5.0275
1197,unmanaged,2589,89,0.1284
1197,managed,2590,89,1.1556
1198,unmanaged,2594,25,0.22602
1198,managed,2595,25,2.03418
1199,unmanaged,2598,54,0.50442
1199,managed,2599,54,4.53977
1200,unmanaged,2598,54,0.111363
1200,managed,2599,54,1.00227
1201,unmanaged,2598,54,0.483461
1201,managed,2599,54,4.35115
1202,unmanaged,2602,52,0.086151
1202,managed,2603,52,0.77536
1203,unmanaged,2602,52,0.87989
1203,managed,2603,52,7.919
1204,unmanaged,2602,52,0.0192416
1204,managed,2603,52,0.173175
1205,unmanaged,2602,52,0.035442
1205,managed,2603,52,0.318978
1206,unmanaged,2606,84,0.67209
1207,unmanaged,2606,84,2.90169
1208,unmanaged,2607,28,0.0292975
1208,managed,2608,28,0.263678
1209,unmanaged,2611,9,0.040754
1209,managed,2612,9,0.366786
1210,unmanaged,2611,9,0.129696
1210,managed,2612,9,1.16726
1211,unmanaged,2614,8,0.59112
1211,managed,2615,8,5.3201
1212,unmanaged,2618,4,0.0211596
1212,managed,2619,4,0.190437
1213,unmanaged,2618,4,0.40018
1213,managed,2619,4,3.60162
1214,unmanaged,2618,4,0.0391233
1214,managed,2619,4,0.352109
1215,unmanaged,2622,49,0.111833
1215,managed,2623,49,1.00649
1216,unmanaged,2626,114,0.140168
1216,managed,2627,114,1.26151
1217,unmanaged,2631,59,0.252066
1217,managed,2632,59,2.2686
1218,unmanaged,2634,54,0.178704
1218,managed,2635,54,1.60833
1219,unmanaged,2634,54,0.0229528
1219,managed,2635,54,0.206575
1220,unmanaged,2638,37,0.347613
1220,managed,2639,37,3.12851
1221,unmanaged,2642,129,0.074498
1221,managed,2643,129,0.67048
1222,unmanaged,2647,84,0.21688
1222,managed,2648,84,1.95192
1223,unmanaged,2652,74,0.175488
1223,managed,2653,74,1.57939
1224,unmanaged,2656,114,1.11212
1224,managed,2657,114,10.0091
1225,unmanaged,2656,114,0.360748
1225,managed,2657,114,3.24673
1226,unmanaged,2661,114,2.76726
1227,unmanaged,2662,74,0.93904
1228,unmanaged,2662,74,0.448881
1229,unmanaged,2662,74,0.187088
1230,unmanaged,2662,74,0.86108
1231,unmanaged,2662,74,3.97099
1232,unmanaged,2662,74,0.104089
1233,unmanaged,2662,74,0.108082
1234,unmanaged,2663,59,0.079291
1234,managed,2664,59,0.71362
1235,unmanaged,2667,89,0.158604
1235,managed,2668,89,1.42744
1236,unmanaged,2672,84,0.134258
1236,managed,2673,84,1.20832
1237,unmanaged,2677,23,0.0392103
1237,managed,2678,23,0.352893
1238,unmanaged,2681,15,0.332633
1238,managed,2682,15,2.99369
1239,unmanaged,2685,22,0.0106198
1239,managed,2686,22,0.095578
1240,unmanaged,2685,22,0.109741
1240,managed,2686,22,0.98767
1241,unmanaged,2689,24,0.0492355
1241,managed,2690,24,0.44312
1242,unmanaged,2689,24,0.0437852
1242,managed,2690,24,0.394067
1243,unmanaged,2693,79,0.058958
1243,managed,2694,79,0.53062
1244,unmanaged,2697,39,0.495963
1244,managed,2698,39,4.46367
1245,unmanaged,2701,154,1.02018
1245,managed,2702,154,4.08071
1246,unmanaged,2704,84,0.60462
1246,managed,2705,84,5.4416
1247,unmanaged,2709,254,5.1132
1248,unmanaged,2710,64,0.16487
1248,managed,2711,64,1.48383
1249,unmanaged,2714,39,0.56434
1250,unmanaged,2714,39,2.20216
1251,unmanaged,2715,89,0.084725
1251,managed,2716,89,0.76253
1252,unmanaged,2715,89,0.0205744
1252,managed,2716,89,0.18517
1253,unmanaged,2715,89,0.130056
1253,managed,2716,89,1.17051
1254,unmanaged,2720,37,0.238068
1254,managed,2721,37,2.14261
1255,unmanaged,2720,37,0.0139437
1255,managed,2721,37,0.125493
1256,unmanaged,2724,28,1.05987
1256,managed,2725,28,9.5389
1257,unmanaged,2728,22,0.168375
1257,managed,2729,22,1.51538
1258,unmanaged,2732,22,0.206803
1258,managed,2733,22,1.86123
1259,unmanaged,2732,22,0.313689
1259,managed,2733,22,2.8232
1260,unmanaged,2736,22,0.6135
1260,managed,2737,22,5.5215
1261,unmanaged,2736,22,0.185952
1261,managed,2737,22,1.67357
1262,unmanaged,2740,114,0.95819
1262,managed,2741,114,8.6237
1263,unmanaged,2745,74,0.07089
1263,managed,2746,74,0.63801
1264,unmanaged,2745,74,0.73997
1264,managed,2746,74,6.6598
1265,unmanaged,2745,74,0.30015
1265,managed,2746,74,2.70135
1266,unmanaged,2749,19,0.157356
1266,managed,2750,19,1.41621
1267,unmanaged,2753,79,0.195694
1267,managed,2754,79,1.76125
1268,unmanaged,2753,79,0.0415474
1268,managed,2754,79,0.373927
1269,unmanaged,2753,79,0.014251
1269,managed,2754,79,0.128259
1270,unmanaged,2757,84,0.89792
1271,unmanaged,2757,84,2.66966
1272,unmanaged,2758,74,0.25073
1272,managed,2759,74,2.25657
1273,unmanaged,2762,86,1.91369
1273,managed,2763,86,17.2232
1274,unmanaged,2767,74,0.129639
1274,managed,2768,74,1.16675
1275,unmanaged,2771,134,1.95727
1276,unmanaged,2772,149,0.97396
1276,managed,2773,149,3.89582
1277,unmanaged,2775,79,0.0123876
1277,managed,2776,79,0.111489
1278,unmanaged,2775,79,0.062909
1278,managed,2776,79,0.56618
1279,unmanaged,2779,52,0.111051
1279,managed,2780,52,0.99946
1280,unmanaged,2779,52,0.0240707
1280,managed,2780,52,0.216636
1281,unmanaged,2782,15,0.19312
1281,managed,2783,15,1.73808
1282,unmanaged,2786,17,0.30715
1282,managed,2787,17,2.76435
1283,unmanaged,2790,12,0.02306
1283,managed,2791,12,0.20754
1284,unmanaged,2790,12,0.262567
1284,managed,2791,12,2.3631
1285,unmanaged,2794,4,0.104688
1285,managed,2795,4,0.94219
1286,unmanaged,2794,4,0.301526
1286,managed,2795,4,2.71374
1287,unmanaged,2794,4,0.013886
1287,managed,2795,4,0.124974
1288,unmanaged,2798,5,0.0102469
1288,managed,2799,5,0.092222
1289,unmanaged,2798,5,0.0285249
1289,managed,2799,5,0.256724
1290,unmanaged,2798,5,0.0377018
1290,managed,2799,5,0.339316
1291,unmanaged,2798,5,0.0205562
1291,managed,2799,5,0.185006
1292,unmanaged,2798,5,0.0392113
1292,managed,2799,5,0.352902
1293,unmanaged,2798,5,0.0433678
1293,managed,2799,5,0.39031
1294,unmanaged,2798,5,0.0349974
1294,managed,2799,5,0.314976
1295,unmanaged,2802,70,0.079239
1295,managed,2803,70,0.71315
1296,unmanaged,2802,70,0.52498
1296,managed,2803,70,4.7248
1297,unmanaged,2806,6,0.011376
1297,managed,2807,6,0.102384
1298,unmanaged,2809,34,0.156937
1298,managed,2810,34,1.41243
1299,unmanaged,2812,44,0.0435049
1299,managed,2813,44,0.391544
1300,unmanaged,2816,59,0.123723
1300,managed,2817,59,1.11351
1301,unmanaged,2820,39,0.70886
1301,managed,2821,39,6.3798
1302,unmanaged,2820,39,0.375982
1302,managed,2821,39,3.38384
1303,unmanaged,2820,39,0.62349
1303,managed,2821,39,5.6114
1304,unmanaged,2820,1,0.124463
1304,managed,2821,1,1.12017
1305,unmanaged,2820,1,0.221694
1305,managed,2821,1,1.99525
1306,unmanaged,2820,1,0.0499675
1306,managed,2821,1,0.449708
1307,unmanaged,2820,1,0.0106102
1307,managed,2821,1,0.095492
1308,unmanaged,2824,64,0.88248
1309,unmanaged,2824,64,0.91785
1310,unmanaged,2825,74,0.060445
1310,managed,2826,74,0.544
1311,unmanaged,2825,74,1.04463
1311,managed,2826,74,9.4016
1312,unmanaged,2829,71,1.08593
1312,managed,2830,71,9.7733
1313,unmanaged,2833,89,0.114947
1313,managed,2834,89,1.03453
1314,unmanaged,2838,84,0.256596
1314,managed,2839,84,2.30937
1315,unmanaged,2843,84,0.285103
1315,managed,2844,84,2.56593
1316,unmanaged,2848,22,0.10275
1316,managed,2849,22,0.92475
1317,unmanaged,2848,22,0.211875
1317,managed,2849,22,1.90688
1318,unmanaged,2852,4,0.344024
1318,managed,2853,4,3.09622
1319,unmanaged,2856,46,0.215499
1319,managed,2857,46,1.93949
1320,unmanaged,2860,44,1.05373
1321,unmanaged,2860,44,1.3605
1322,unmanaged,2860,44,1.1465
1323,unmanaged,2861,49,0.0364679
1323,managed,2862,49,0.328211
1324,unmanaged,2861,49,0.221956
1324,managed,2862,49,1.99761
1325,unmanaged,2865,79,0.099787
1325,managed,2866,79,0.89808
1326,unmanaged,2869,31,0.237225
1326,managed,2870,31,2.13502
1327,unmanaged,2873,15,0.272545
1327,managed,2874,15,2.45291
1328,unmanaged,2877,74,0.1118
1328,managed,2878,74,1.0062
1329,unmanaged,2881,54,0.061075
1329,managed,2882,54,0.54967
1330,unmanaged,2881,54,0.62119
1330,managed,2882,54,5.5907
1331,unmanaged,2885,79,2.5921
1332,unmanaged,2886,44,0.209076
1332,managed,2887,44,1.88169
1333,unmanaged,2890,39,0.25098
1333,managed,2891,39,2.25882
1334,unmanaged,2890,39,0.101458
1334,managed,2891,39,0.91312
1335,unmanaged,2894,22,0.265233
1335,managed,2895,22,2.38709
1336,unmanaged,2898,24,0.070748
1336,managed,2899,24,0.63673
1337,unmanaged,2902,79,0.254121
1337,managed,2903,79,2.28709
1339,unmanaged,2906,22,0.06075
1339,managed,2907,22,0.54675
1340,unmanaged,2906,22,0.0377654
1340,managed,2907,22,0.339889
1341,unmanaged,2910,4,0.190019
1341,managed,2911,4,1.71017
1342,unmanaged,2914,79,0.195217
1342,managed,2915,79,1.75695
1343,unmanaged,2918,84,1.10743
1343,managed,2919,84,9.9669
1344,unmanaged,2923,174,0.194438
1344,managed,2924,174,1.74994
1345,unmanaged,2928,47,1.42398
1345,managed,2929,47,5.6959
1346,unmanaged,2931,69,0.170159
1346,managed,2932,69,1.53143
1347,unmanaged,2931,69,0.300523
1347,managed,2932,69,2.70471
1348,unmanaged,2931,69,1.37006
1348,managed,2932,69,12.3305
1349,unmanaged,2935,149,0.085539
1349,managed,2936,149,0.76985
1350,unmanaged,2940,79,0.077612
1350,managed,2941,79,0.6985
1351,unmanaged,2944,4,0.073899
1351,managed,2945,4,0.66509
1352,unmanaged,2948,37,0.199357
1352,managed,2949,37,1.79421
1353,unmanaged,2952,79,0.195582
1353,managed,2953,79,1.76023
1354,unmanaged,2956,69,0.206527
1354,managed,2957,69,1.85875
1355,unmanaged,2960,69,1.76765
1356,unmanaged,2961,34,0.105531
1356,managed,2962,34,0.94978
1357,unmanaged,2965,74,0.199163
1357,managed,2966,74,1.79247
1358,unmanaged,2969,151,3.62385
1358,managed,2970,151,14.4954
1359,unmanaged,2972,134,0.74423
1359,managed,2973,134,6.698
1360,unmanaged,2977,89,0.19386
1360,managed,2978,89,1.74474
1361,unmanaged,2977,89,0.0282866
1361,managed,2978,89,0.25458
1362,unmanaged,2982,28,0.58948
1362,managed,2983,28,5.3053
1363,unmanaged,2986,89,0.162996
1363,managed,2987,89,1.46697
1364,unmanaged,2991,64,0.096193
1364,managed,2992,64,0.86574
1365,unmanaged,2994,6,0.0438058
1365,managed,2995,6,0.394252
1366,unmanaged,2994,6,0.69187
1366,managed,2995,6,6.2268
1367,unmanaged,2998,114,1.92043
1367,managed,2999,114,17.2839
1368,unmanaged,2998,114,0.0129181
1368,managed,2999,114,0.116263
1369,unmanaged,3003,44,0.198954
1369,managed,3004,44,1.79059
1370,unmanaged,3003,44,0.295277
1370,managed,3004,44,2.65749
1371,unmanaged,3007,49,0.0133826
1371,managed,3008,49,0.120443
1372,unmanaged,3007,49,0.216468
1372,managed,3008,49,1.94821
1373,unmanaged,3007,49,0.44923
1373,managed,3008,49,4.04307
1374,unmanaged,3007,49,0.057521
1374,managed,3008,49,0.51769
1375,unmanaged,3011,34,0.163282
1375,managed,3012,34,1.46954
1376,unmanaged,3015,69,0.22419
1376,managed,3016,69,2.01771
1377,unmanaged,3019,61,0.165761
1377,managed,3020,61,1.49185
1378,unmanaged,3019,61,0.071628
1378,managed,3020,61,0.64465
1379,unmanaged,3019,61,0.056016
1379,managed,3020,61,0.50414
1380,unmanaged,3023,59,0.54628
1380,managed,3024,59,4.91651
1381,unmanaged,3027,69,0.168324
1381,managed,3028,69,1.51492
1382,unmanaged,3031,91,0.471694
1382,managed,3032,91,4.24525
1383,unmanaged,3036,39,0.192447
1383,managed,3037,39,1.73203
1384,unmanaged,3040,49,0.190135
1384,managed,3041,49,1.71122
1385,unmanaged,3040,49,0.100288
1385,managed,3041,49,0.90259
1386,unmanaged,3040,49,0.383371
1386,managed,3041,49,3.45034
1387,unmanaged,3044,109,0.13067
1387,managed,3045,109,1.17603
1388,unmanaged,3049,79,0.0149051
1388,managed,3050,79,0.134146
1389,unmanaged,3053,5,0.085749
1389,managed,3054,5,0.77174
1390,unmanaged,3057,64,0.258417
1390,managed,3058,64,2.32575
1391,unmanaged,3061,54,1.09236
1391,managed,3062,54,9.8313
1392,unmanaged,3065,39,0.0115925
1392,managed,3066,39,0.104332
1393,unmanaged,3065,39,0.31108
1393,managed,3066,39,2.79972
1394,unmanaged,3065,39,0.0399943
1394,managed,3066,39,0.359949
1395,unmanaged,3065,39,0.104405
1395,managed,3066,39,0.93964
1396,unmanaged,3065,39,0.53815
1396,managed,3066,39,4.84331
