TRACK,OFFSET,NEXTAGE,CYCLE,status,origin,statecode,au,auf,oper,ct,aux,hasnatcurve
1,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,1070,Y
2,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,1070,Y
3,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,1070,Y
4,0,0,0,N,treated,EM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,266,N
5,0,0,0,C,treated,EM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,266,N
6,0,0,0,C,treated,FM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,266,N
8,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,266,N
7,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,266,N
9,0,0,0,N,treated,EM,cwh_dm_x_cw_fdc,cwh_dm_x_cw_fdc,Reserve,N,1,Y
10,0,0,0,N,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Reserve,N,1043,N
11,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,177,Y
12,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,177,Y
13,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,177,Y
15,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,177,Y
14,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,177,Y
16,0,0,0,N,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,134,N
17,0,0,0,C,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,134,N
18,0,0,0,C,treated,FM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,134,N
20,0,0,0,C,treated,FM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,134,N
19,0,0,0,C,treated,EM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,134,N
21,0,0,0,N,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,92,Y
22,0,0,0,C,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,92,Y
23,0,0,0,C,treated,FM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,92,Y
25,0,0,0,C,treated,FM,thn_cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,92,Y
24,0,0,0,C,treated,EM,thn_cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,92,Y
26,0,0,0,N,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,285,Y
27,0,0,0,C,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,285,Y
28,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,285,Y
30,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,285,Y
29,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,285,Y
31,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,280,Y
32,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,280,Y
33,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,280,Y
35,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,280,Y
34,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,280,Y
36,0,0,0,N,treated,EM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,45,Y
37,0,0,0,C,treated,EM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,45,Y
38,0,0,0,C,treated,FM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,45,Y
40,0,0,0,C,treated,FM,thn_cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,45,Y
39,0,0,0,C,treated,EM,thn_cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,45,Y
41,0,0,0,N,treated,EM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,48,N
42,0,0,0,C,treated,EM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,48,N
43,0,0,0,C,treated,FM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,48,N
45,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,48,N
44,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,48,N
46,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1097,Y
47,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1097,Y
48,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1097,Y
50,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1097,Y
49,0,0,0,C,treated,EM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1097,Y
51,0,0,0,N,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,77,Y
52,0,0,0,C,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,77,Y
53,0,0,0,C,treated,FM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,77,Y
55,0,0,0,C,treated,FM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,77,Y
54,0,0,0,C,treated,EM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,77,Y
56,0,0,0,N,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,277,Y
57,0,0,0,C,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,277,Y
58,0,0,0,C,treated,FM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,277,Y
60,0,0,0,C,treated,FM,thn_cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,277,Y
59,0,0,0,C,treated,EM,thn_cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,Y,277,Y
61,0,0,0,N,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,896,Y
62,0,0,0,C,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,896,Y
63,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,896,Y
65,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,896,Y
64,0,0,0,C,treated,EM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,896,Y
66,0,0,0,N,treated,EM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Reserve,N,6,N
67,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Reserve,N,30,Y
68,0,0,0,N,treated,EM,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,Reserve,N,98,Y
69,0,0,0,N,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,945,Y
70,0,0,0,C,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,945,Y
71,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,945,Y
73,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,945,Y
72,0,0,0,C,natural,EN,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,945,Y
74,0,0,0,N,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,16,Y
75,0,0,0,C,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,16,Y
76,0,0,0,C,treated,FM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,16,Y
78,0,0,0,C,treated,FM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,16,Y
77,0,0,0,C,treated,EM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,16,Y
79,0,0,0,N,treated,EM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,15,Y
80,0,0,0,C,treated,EM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,15,Y
81,0,0,0,C,treated,FM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,15,Y
83,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,15,Y
82,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,15,Y
84,0,0,0,N,treated,EM,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,Operable,Y,168,N
85,0,0,0,C,treated,EM,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,Operable,Y,168,N
86,0,0,0,C,treated,FM,cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,Operable,Y,168,N
88,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,Operable,Y,168,N
87,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_fdc,cwh_vm_1_cw_fdc,Operable,Y,168,N
89,0,0,0,N,treated,EM,cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,937,Y
90,0,0,0,C,treated,EM,cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,937,Y
91,0,0,0,C,treated,FM,cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,937,Y
93,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,937,Y
92,0,0,0,C,treated,EM,thn_cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,937,Y
94,0,0,0,N,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,268,Y
95,0,0,0,C,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,268,Y
96,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,268,Y
98,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,268,Y
97,0,0,0,C,treated,EM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,268,Y
99,0,0,0,N,treated,EM,cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,912,Y
100,0,0,0,C,treated,EM,cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,912,Y
101,0,0,0,C,treated,FM,cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,912,Y
103,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,912,Y
102,0,0,0,C,treated,EM,thn_cwh_dm_x_hw_fdc,cwh_dm_x_hw_fdc,Operable,Y,912,Y
104,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1122,Y
105,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1122,Y
106,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1122,Y
108,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1122,Y
107,0,0,0,C,treated,EM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,1122,Y
109,0,0,0,N,treated,EM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,N,136,Y
110,0,0,0,C,treated,EM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,N,136,Y
111,0,0,0,C,treated,FM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,N,136,Y
112,0,0,0,N,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,139,Y
113,0,0,0,C,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,139,Y
114,0,0,0,C,treated,FM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,139,Y
116,0,0,0,C,treated,FM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,139,Y
115,0,0,0,C,treated,EM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,139,Y
117,0,0,0,N,treated,EM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,163,N
118,0,0,0,C,treated,EM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,163,N
119,0,0,0,C,treated,FM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,163,N
121,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,163,N
120,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,163,N
122,0,0,0,N,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,265,N
123,0,0,0,C,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,265,N
124,0,0,0,C,treated,FM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,265,N
126,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,265,N
125,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,265,N
127,0,0,0,N,treated,EM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,774,N
128,0,0,0,C,treated,EM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,774,N
129,0,0,0,C,treated,FM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,774,N
131,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,774,N
130,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,774,N
132,0,0,0,N,treated,EM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,257,Y
133,0,0,0,C,treated,EM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,257,Y
134,0,0,0,C,treated,FM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,257,Y
136,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,257,Y
135,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,257,Y
137,0,0,0,N,treated,EM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,123,N
138,0,0,0,C,treated,EM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,123,N
139,0,0,0,C,treated,FM,cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,123,N
141,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,123,N
140,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_cw,cwh_vm_1_fdc_cw,Operable,Y,123,N
142,0,0,0,N,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,N,173,Y
143,0,0,0,C,treated,EM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,N,173,Y
144,0,0,0,C,treated,FM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,N,173,Y
145,0,0,0,N,treated,EM,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,Operable,Y,271,Y
146,0,0,0,C,treated,EM,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,Operable,Y,271,Y
147,0,0,0,C,treated,FM,cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,Operable,Y,271,Y
149,0,0,0,C,treated,FM,thn_cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,Operable,Y,271,Y
148,0,0,0,C,treated,EM,thn_cwh_vm_2_fdc_hw,cwh_vm_2_fdc_hw,Operable,Y,271,Y
150,0,0,0,N,treated,EM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,38,N
151,0,0,0,C,treated,EM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,38,N
152,0,0,0,C,treated,FM,cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,38,N
154,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,38,N
153,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_x,cwh_dm_x_fdc_x,Operable,Y,38,N
155,0,0,0,N,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,130,N
156,0,0,0,C,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,130,N
157,0,0,0,C,treated,FM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,130,N
159,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,130,N
158,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,130,N
160,0,0,0,N,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,131,N
161,0,0,0,C,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,131,N
162,0,0,0,C,treated,FM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,131,N
164,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,131,N
163,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,131,N
165,0,0,0,N,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,244,N
166,0,0,0,C,treated,EM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,244,N
167,0,0,0,C,treated,FM,cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,244,N
169,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,244,N
168,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_x,cwh_vm_1_fdc_x,Operable,Y,244,N
170,0,0,0,N,treated,EM,cwh_vm_1_fdc_hw,cwh_vm_1_fdc_hw,Operable,Y,169,Y
171,0,0,0,C,treated,EM,cwh_vm_1_fdc_hw,cwh_vm_1_fdc_hw,Operable,Y,169,Y
172,0,0,0,C,treated,FM,cwh_vm_1_fdc_hw,cwh_vm_1_fdc_hw,Operable,Y,169,Y
174,0,0,0,C,treated,FM,thn_cwh_vm_1_fdc_hw,cwh_vm_1_fdc_hw,Operable,Y,169,Y
173,0,0,0,C,treated,EM,thn_cwh_vm_1_fdc_hw,cwh_vm_1_fdc_hw,Operable,Y,169,Y
175,0,0,0,N,treated,EM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,188,Y
176,0,0,0,C,treated,EM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,188,Y
177,0,0,0,C,treated,FM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,188,Y
179,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,188,Y
178,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,188,Y
180,0,0,0,N,treated,EM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,192,Y
181,0,0,0,C,treated,EM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,192,Y
182,0,0,0,C,treated,FM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,192,Y
184,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,192,Y
183,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,192,Y
185,0,0,0,N,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Reserve,N,523,Y
186,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,667,Y
187,0,0,0,C,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,667,Y
188,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,667,Y
189,0,0,0,N,natural,EN,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,761,Y
190,0,0,0,C,natural,EN,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,761,Y
191,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,761,Y
192,0,0,0,N,natural,EN,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Reserve,N,501,Y
193,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,138,Y
194,0,0,0,C,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,138,Y
195,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,138,Y
196,0,0,0,N,natural,EN,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,698,Y
197,0,0,0,C,natural,EN,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,698,Y
198,0,0,0,C,treated,FM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,698,Y
199,0,0,0,N,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,N,568,Y
200,0,0,0,C,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,N,568,Y
201,0,0,0,C,treated,FM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,N,568,Y
202,0,0,0,N,treated,EM,cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Reserve,N,1044,Y
203,0,0,0,N,natural,EN,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Low Operability,N,648,Y
204,0,0,0,C,natural,EN,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Low Operability,N,648,Y
205,0,0,0,C,treated,FM,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Low Operability,N,648,Y
206,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,511,Y
207,0,0,0,C,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,511,Y
208,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,511,Y
209,0,0,0,N,treated,EM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,687,Y
210,0,0,0,C,treated,EM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,687,Y
211,0,0,0,C,treated,FM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,687,Y
212,0,0,0,N,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,146,Y
213,0,0,0,C,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,146,Y
214,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,146,Y
216,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,146,Y
215,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,146,Y
217,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Reserve,N,373,Y
218,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Reserve,N,907,Y
219,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Riparian,N,693,Y
220,0,0,0,N,natural,EN,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Reserve,N,422,Y
221,0,0,0,N,natural,EN,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Riparian,N,662,Y
222,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,509,Y
223,0,0,0,C,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,509,Y
224,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,509,Y
225,0,0,0,N,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,N,724,Y
226,0,0,0,C,treated,EM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,N,724,Y
227,0,0,0,C,treated,FM,cwh_vm_2_cw_hw,cwh_vm_2_cw_hw,Operable,N,724,Y
228,0,0,0,N,treated,EM,cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Reserve,N,414,Y
229,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Low Operability,N,647,Y
230,0,0,0,C,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Low Operability,N,647,Y
231,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Low Operability,N,647,Y
232,0,0,0,N,natural,EN,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Reserve,N,420,Y
233,0,0,0,N,natural,EN,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,740,Y
234,0,0,0,C,natural,EN,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,740,Y
