TRACK,OFFSET,NEXTAGE,CYCLE,status,origin,statecode,au,auf,oper,ct,aux,hasnatcurve
1160,0,0,0,N,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,963,Y
1161,0,0,0,C,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,963,Y
1162,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,963,Y
1164,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,963,Y
1163,0,0,0,C,natural,EN,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,963,Y
1165,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,84,Y
1166,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,84,Y
1167,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,84,Y
1169,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,84,Y
1168,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,84,Y
1170,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,102,Y
1171,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,102,Y
1172,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,102,Y
1174,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,102,Y
1173,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,102,Y
1175,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,147,Y
1176,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,147,Y
1177,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,147,Y
1179,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,147,Y
1178,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,147,Y
1180,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,307,Y
1181,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,307,Y
1182,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,307,Y
1184,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,307,Y
1183,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,307,Y
1185,0,0,0,N,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,430,N
1186,0,0,0,C,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,430,N
1187,0,0,0,C,treated,FM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,430,N
1189,0,0,0,C,treated,FM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,430,N
1188,0,0,0,C,treated,EM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,430,N
1190,0,0,0,N,treated,EM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Low Operability,N,492,N
1191,0,0,0,C,treated,EM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Low Operability,N,492,N
1192,0,0,0,C,treated,FM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Low Operability,N,492,N
1193,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Low Operability,N,498,Y
1194,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Low Operability,N,498,Y
1195,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Low Operability,N,498,Y
1196,0,0,0,N,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,554,Y
1197,0,0,0,C,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,554,Y
1198,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,554,Y
1200,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,554,Y
1199,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,554,Y
1201,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,555,Y
1202,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,555,Y
1203,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,555,Y
1205,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,555,Y
1204,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,555,Y
1206,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,609,Y
1207,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,609,Y
1208,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,609,Y
1210,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,609,Y
1209,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,609,Y
1211,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,614,Y
1212,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,614,Y
1213,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,614,Y
1215,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,614,Y
1214,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,614,Y
1216,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,710,Y
1217,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,710,Y
1218,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,710,Y
1219,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,777,Y
1220,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,777,Y
1221,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,777,Y
1223,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,777,Y
1222,0,0,0,C,treated,EM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,777,Y
1224,0,0,0,N,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,906,Y
1225,0,0,0,C,natural,EN,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,906,Y
1226,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,906,Y
1228,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,906,Y
1227,0,0,0,C,natural,EN,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,906,Y
1229,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,1045,Y
1230,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,1045,Y
1231,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,1045,Y
1232,0,0,0,N,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,1119,N
1233,0,0,0,C,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,1119,N
1234,0,0,0,C,treated,FM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,1119,N
1236,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,1119,N
1235,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,1119,N
1237,0,0,0,N,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,20,Y
1238,0,0,0,C,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,20,Y
1239,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,20,Y
1241,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,20,Y
1240,0,0,0,C,treated,EM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,20,Y
1242,0,0,0,N,natural,EN,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,155,Y
1243,0,0,0,C,natural,EN,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,155,Y
1244,0,0,0,C,treated,FM,cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,155,Y
1246,0,0,0,C,treated,FM,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,155,Y
1245,0,0,0,C,natural,EN,thn_cwh_vm_2_fdc_cw,cwh_vm_2_fdc_cw,Operable,Y,155,Y
1247,0,0,0,N,treated,EM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,171,N
1248,0,0,0,C,treated,EM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,171,N
1249,0,0,0,C,treated,FM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,171,N
1251,0,0,0,C,treated,FM,thn_cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,171,N
1250,0,0,0,C,treated,EM,thn_cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,171,N
1252,0,0,0,N,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,222,N
1253,0,0,0,C,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,222,N
1254,0,0,0,C,treated,FM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,222,N
1256,0,0,0,C,treated,FM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,222,N
1255,0,0,0,C,treated,EM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,222,N
1257,0,0,0,N,natural,EN,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,379,Y
1258,0,0,0,C,natural,EN,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,379,Y
1259,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,379,Y
1261,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,379,Y
1260,0,0,0,C,natural,EN,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,379,Y
1262,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,496,Y
1263,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,496,Y
1264,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,496,Y
1265,0,0,0,N,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,506,N
1266,0,0,0,C,treated,EM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,506,N
1267,0,0,0,C,treated,FM,cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,506,N
1269,0,0,0,C,treated,FM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,506,N
1268,0,0,0,C,treated,EM,thn_cwh_vm_1_dr_hw,cwh_vm_1_dr_hw,Operable,Y,506,N
1270,0,0,0,N,treated,EM,cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Operable,Y,507,Y
1271,0,0,0,C,treated,EM,cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Operable,Y,507,Y
1272,0,0,0,C,treated,FM,cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Operable,Y,507,Y
1274,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Operable,Y,507,Y
1273,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_fdc,cwh_vm_1_hw_fdc,Operable,Y,507,Y
1275,0,0,0,N,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,538,N
1276,0,0,0,C,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,538,N
1277,0,0,0,C,treated,FM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,538,N
1279,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,538,N
1278,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,538,N
1280,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,553,Y
1281,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,553,Y
1282,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Low Operability,N,553,Y
1283,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,599,Y
1284,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,599,Y
1285,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,599,Y
1287,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,599,Y
1286,0,0,0,C,treated,EM,thn_cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,Y,599,Y
1288,0,0,0,N,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,703,Y
1289,0,0,0,C,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,703,Y
1290,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,703,Y
1292,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,703,Y
1291,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,703,Y
1293,0,0,0,N,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,706,Y
1294,0,0,0,C,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,706,Y
1295,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,706,Y
1297,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,706,Y
1296,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,706,Y
1298,0,0,0,N,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,849,N
1299,0,0,0,C,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,849,N
1300,0,0,0,C,treated,FM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,849,N
1302,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,849,N
1301,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,849,N
1303,0,0,0,N,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,960,Y
1304,0,0,0,C,natural,EN,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,960,Y
1305,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,960,Y
1307,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,960,Y
1306,0,0,0,C,natural,EN,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,960,Y
1308,0,0,0,N,treated,EM,cwh_dm_x_dr_mb,cwh_dm_x_dr_mb,Operable,Y,984,N
1309,0,0,0,C,treated,EM,cwh_dm_x_dr_mb,cwh_dm_x_dr_mb,Operable,Y,984,N
1310,0,0,0,C,treated,FM,cwh_dm_x_dr_mb,cwh_dm_x_dr_mb,Operable,Y,984,N
1312,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_mb,cwh_dm_x_dr_mb,Operable,Y,984,N
1311,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_mb,cwh_dm_x_dr_mb,Operable,Y,984,N
1313,0,0,0,N,treated,EM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,3,Y
1314,0,0,0,C,treated,EM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,3,Y
1315,0,0,0,C,treated,FM,cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,3,Y
1317,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,3,Y
1316,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_hw,cwh_dm_x_fdc_hw,Operable,Y,3,Y
1318,0,0,0,N,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,13,Y
1319,0,0,0,C,treated,EM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,13,Y
1320,0,0,0,C,treated,FM,cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,13,Y
1322,0,0,0,C,treated,FM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,13,Y
1321,0,0,0,C,treated,EM,thn_cwh_dm_x_hw_cw,cwh_dm_x_hw_cw,Operable,Y,13,Y
1323,0,0,0,N,treated,EM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,22,Y
1324,0,0,0,C,treated,EM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,22,Y
1325,0,0,0,C,treated,FM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,N,22,Y
1326,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,697,Y
1327,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,697,Y
1328,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,697,Y
1329,0,0,0,N,treated,EM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,Y,1035,Y
1330,0,0,0,C,treated,EM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,Y,1035,Y
1331,0,0,0,C,treated,FM,cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,Y,1035,Y
1333,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,Y,1035,Y
1332,0,0,0,C,treated,EM,thn_cwh_vm_2_hw_fdc,cwh_vm_2_hw_fdc,Operable,Y,1035,Y
1334,0,0,0,N,treated,EM,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Operable,Y,80,Y
1335,0,0,0,C,treated,EM,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Operable,Y,80,Y
1336,0,0,0,C,treated,FM,cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Operable,Y,80,Y
1338,0,0,0,C,treated,FM,thn_cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Operable,Y,80,Y
1337,0,0,0,C,treated,EM,thn_cwh_vm_2_hw_ba,cwh_vm_2_hw_ba,Operable,Y,80,Y
1339,0,0,0,N,treated,EM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,90,N
1340,0,0,0,C,treated,EM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,90,N
1341,0,0,0,C,treated,FM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,90,N
1343,0,0,0,C,treated,FM,thn_cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,90,N
1342,0,0,0,C,treated,EM,thn_cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,90,N
1344,0,0,0,N,treated,EM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,248,N
1345,0,0,0,C,treated,EM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,248,N
1346,0,0,0,C,treated,FM,cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,248,N
1348,0,0,0,C,treated,FM,thn_cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,248,N
1347,0,0,0,C,treated,EM,thn_cwh_vm_2_cw_fdc,cwh_vm_2_cw_fdc,Operable,Y,248,N
1349,0,0,0,N,treated,EM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,295,Y
1350,0,0,0,C,treated,EM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,295,Y
1351,0,0,0,C,treated,FM,cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,295,Y
1353,0,0,0,C,treated,FM,thn_cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,295,Y
1352,0,0,0,C,treated,EM,thn_cwh_dm_x_fdc_cw,cwh_dm_x_fdc_cw,Operable,Y,295,Y
1354,0,0,0,N,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,747,N
1355,0,0,0,C,treated,EM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,747,N
1356,0,0,0,C,treated,FM,cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,747,N
1358,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,747,N
1357,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_act,cwh_dm_x_dr_act,Operable,Y,747,N
1359,0,0,0,N,natural,EN,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,909,Y
1360,0,0,0,C,natural,EN,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,909,Y
1361,0,0,0,C,treated,FM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,909,Y
1363,0,0,0,C,treated,FM,thn_cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,909,Y
1362,0,0,0,C,natural,EN,thn_cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,909,Y
1364,0,0,0,N,treated,EM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,918,N
1365,0,0,0,C,treated,EM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,918,N
1366,0,0,0,C,treated,FM,cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,918,N
1368,0,0,0,C,treated,FM,thn_cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,918,N
1367,0,0,0,C,treated,EM,thn_cwh_dm_x_dr_cw,cwh_dm_x_dr_cw,Operable,Y,918,N
1369,0,0,0,N,natural,EN,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,395,Y
1370,0,0,0,C,natural,EN,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,395,Y
1371,0,0,0,C,treated,FM,cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,395,Y
1373,0,0,0,C,treated,FM,thn_cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,395,Y
1372,0,0,0,C,natural,EN,thn_cwh_dm_x_cw_hw,cwh_dm_x_cw_hw,Operable,Y,395,Y
1374,0,0,0,N,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,606,Y
1375,0,0,0,C,treated,EM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,606,Y
1376,0,0,0,C,treated,FM,cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,606,Y
1378,0,0,0,C,treated,FM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,606,Y
1377,0,0,0,C,treated,EM,thn_cwh_vm_1_cw_hw,cwh_vm_1_cw_hw,Operable,Y,606,Y
1379,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,663,Y
1380,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,663,Y
1381,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,663,Y
1383,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,663,Y
1382,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,663,Y
1384,0,0,0,N,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,716,Y
1385,0,0,0,C,treated,EM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,716,Y
1386,0,0,0,C,treated,FM,cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,716,Y
1388,0,0,0,C,treated,FM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,716,Y
1387,0,0,0,C,treated,EM,thn_cwh_vm_1_hw_cw,cwh_vm_1_hw_cw,Operable,Y,716,Y
1389,0,0,0,N,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,737,Y
1390,0,0,0,C,treated,EM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,737,Y
1391,0,0,0,C,treated,FM,cwh_vm_2_hw_cw,cwh_vm_2_hw_cw,Operable,N,737,Y
